feature,mi_score
anger,0.03899006034039876
certainty_verbs_count,0.0374447355834544
sentiment_subjectivity,0.026074739160294458
adv_ratio,0.02565509300846336
disgust,0.02363335651035725
hedge_D_count,0.022568811184980886
word_count,0.02185333932387068
joy,0.02077724506906664
hapax_legomena,0.019471189434251412
std_word_length,0.01857436235750254
verb_ratio,0.01837199866566741
D_ratio,0.012794792338616467
noun_ratio,0.012598705530120435
C_ratio,0.012438508879546673
hedge_C_count,0.012272332775439265
fear,0.011170846060102768
punctuation_density,0.009541431881139761
readability_score,0.008394352698968488
pronoun_ratio,0.008081710659355146
N_ratio,0.006822166004361918
sadness,0.006524059066679966
doubt_adjectives_count,0.005285341953176426
doubt_adverbs_count,0.0049743784607563235
certainty_adjectives_count,0.004922390722790659
subordinate_clause_ratio,0.004767062484873463
I_ratio,0.004741887399555944
hedges_score,0.0012286728346180276
sentence_count,0.0
adj_ratio,0.0
stopword_ratio,0.0
type_token_ratio,0.0
avg_word_length,0.0
punctuation_usage,0.0
function_word_ratio,0.0
sentiment_polarity,0.0
avg_dependency_depth,0.0
certainty_adverbs_count,0.0
surprise,0.0
sentence_length_variation,0.0
doubt_verbs_count,0.0
hedge_N_count,0.0
hedge_I_count,0.0
hedge_E_count,0.0
E_ratio,0.0
