feature,mi_score
sadness,0.07115743355825233
pronoun_ratio,0.06245125138494556
word_count,0.05245391543471856
certainty_verbs_count,0.051954893943704894
noun_ratio,0.05050941563872269
anger,0.04767675491748191
verb_ratio,0.045451368199476816
std_word_length,0.04374706759811753
sentiment_subjectivity,0.04278491076424196
joy,0.037135812721120987
type_token_ratio,0.03634378350428058
subordinate_clause_ratio,0.03561584387531602
fear,0.03352330544496773
N_ratio,0.03324581292452433
doubt_verbs_count,0.03149735274752752
surprise,0.028725309026542245
hapax_legomena,0.028322136516922614
readability_score,0.024689325129780615
hedge_C_count,0.02384844196923641
sentence_length_variation,0.023685401727931987
adj_ratio,0.020257413383085288
function_word_ratio,0.017140468814197396
hedge_N_count,0.010522545873960398
disgust,0.010218441633921493
avg_word_length,0.009186803448341552
doubt_adjectives_count,0.00898132934309026
certainty_adjectives_count,0.008484593009560948
sentence_count,0.008405918240803611
hedge_E_count,0.005921433602393389
doubt_adverbs_count,0.005791802558505976
hedge_I_count,0.0045972174887387585
sentiment_polarity,0.002539185988558623
adv_ratio,0.0
punctuation_density,0.0
stopword_ratio,0.0
punctuation_usage,0.0
certainty_adverbs_count,0.0
avg_dependency_depth,0.0
hedge_D_count,0.0
hedges_score,0.0
C_ratio,0.0
D_ratio,0.0
E_ratio,0.0
I_ratio,0.0
