feature,shap_importance,iteration,stance,model
noun_ratio,0.9163241176419689,4,FAVOR,Logistic Regression
function_word_ratio,0.7733003983563942,4,FAVOR,Logistic Regression
doubt_adverbs_count,0.7704564985237332,4,FAVOR,Logistic Regression
certainty_verbs_count,0.7381317486856852,4,FAVOR,Logistic Regression
type_token_ratio,0.5876686874111948,4,FAVOR,Logistic Regression
stopword_ratio,0.5479631452101603,4,FAVOR,Logistic Regression
sentence_count,0.537528884542335,4,FAVOR,Logistic Regression
hapax_legomena,0.45223849942137717,4,FAVOR,Logistic Regression
anger,0.43851650889197186,4,FAVOR,Logistic Regression
word_count,0.4259577409486787,4,FAVOR,Logistic Regression
pronoun_ratio,0.4211685643008607,4,FAVOR,Logistic Regression
adj_ratio,0.4172550579278837,4,FAVOR,Logistic Regression
certainty_adverbs_count,0.3955471952273739,4,FAVOR,Logistic Regression
subordinate_clause_ratio,0.37791206349945433,4,FAVOR,Logistic Regression
fear,0.3141046961147909,4,FAVOR,Logistic Regression
surprise,0.28264754694952937,4,FAVOR,Logistic Regression
punctuation_usage,0.23266602857500338,4,FAVOR,Logistic Regression
certainty_adjectives_count,0.22098439013716034,4,FAVOR,Logistic Regression
verb_ratio,0.21807229098754008,4,FAVOR,Logistic Regression
sentiment_polarity,0.20246273109015708,4,FAVOR,Logistic Regression
adv_ratio,0.193730845130836,4,FAVOR,Logistic Regression
hedge_E_count,0.16230570640286313,4,FAVOR,Logistic Regression
C_ratio,0.1607701563140528,4,FAVOR,Logistic Regression
hedge_C_count,0.15287415384577743,4,FAVOR,Logistic Regression
doubt_verbs_count,0.1192877058578929,4,FAVOR,Logistic Regression
avg_word_length,0.09393828673619242,4,FAVOR,Logistic Regression
sadness,0.09254764878971511,4,FAVOR,Logistic Regression
sentiment_subjectivity,0.0847712695645901,4,FAVOR,Logistic Regression
hedges_score,0.08319511982210626,4,FAVOR,Logistic Regression
E_ratio,0.08171502289060363,4,FAVOR,Logistic Regression
D_ratio,0.07898068715302646,4,FAVOR,Logistic Regression
punctuation_density,0.07601449374190095,4,FAVOR,Logistic Regression
hedge_D_count,0.07551832306654066,4,FAVOR,Logistic Regression
joy,0.06627730667010721,4,FAVOR,Logistic Regression
std_word_length,0.052613969080128456,4,FAVOR,Logistic Regression
sentence_length_variation,0.04759012382682112,4,FAVOR,Logistic Regression
N_ratio,0.03285470531557441,4,FAVOR,Logistic Regression
hedge_N_count,0.025163520606530106,4,FAVOR,Logistic Regression
readability_score,0.023627463605537895,4,FAVOR,Logistic Regression
disgust,0.018582394939322042,4,FAVOR,Logistic Regression
doubt_adjectives_count,0.01659349462792616,4,FAVOR,Logistic Regression
hedge_I_count,0.014504581470532265,4,FAVOR,Logistic Regression
I_ratio,0.014504581470532265,4,FAVOR,Logistic Regression
avg_dependency_depth,0.0,4,FAVOR,Logistic Regression
