feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio*,-0.4476787823486526,0.060743287205696106,0.9853 ± 0.0335,0.9913 ± 0.0234
D_ratio,-0.10606970675796312,0.0,0.0022 ± 0.0106,0.0022 ± 0.0115
E_ratio,0.17028805965471078,0.1022951602935791,0.0058 ± 0.0203,0.0049 ± 0.0182
I_ratio,0.45140783717352095,0.0,0.0004 ± 0.0046,0.0002 ± 0.0033
N_ratio*,0.4532119088526369,0.0,0.0063 ± 0.0256,0.0014 ± 0.0094
adj_ratio*,0.34635750203008153,0.014550410211086273,0.062 ± 0.0485,0.054 ± 0.0503
adv_ratio*,0.11205611441877453,0.019348984584212303,0.0276 ± 0.0414,0.0202 ± 0.0332
anger*,-0.2966906939902004,0.01740424521267414,0.077 ± 0.1545,0.131 ± 0.2082
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-1.2527773469387167,0.038073666393756866,4.5133 ± 0.6491,4.9631 ± 0.903
certainty_adjectives_count*,0.2732428469697435,0.024892184883356094,0.3189 ± 0.5633,0.13 ± 0.3548
certainty_adverbs_count*,0.03063938241809001,0.0928022637963295,0.1827 ± 0.467,0.0898 ± 0.297
certainty_verbs_count*,0.34332298890348195,0.01494149211794138,0.3065 ± 0.5422,0.195 ± 0.4619
disgust*,0.15940338287197672,0.021392520517110825,0.0192 ± 0.0903,0.0076 ± 0.0531
doubt_adjectives_count*,-0.3541712924704231,0.03328651562333107,0.0588 ± 0.2485,0.1084 ± 0.3211
doubt_adverbs_count,0.09851555606424335,0.012422977946698666,0.2879 ± 0.5293,0.2136 ± 0.493
doubt_verbs_count*,0.12231897656484637,0.0,0.0372 ± 0.1894,0.0124 ± 0.1108
fear*,-0.5620487996985939,0.06705927103757858,0.1597 ± 0.2795,0.3527 ± 0.3803
function_word_ratio*,0.46947901440462003,0.02734106406569481,0.2979 ± 0.1379,0.2432 ± 0.1332
hapax_legomena,0.47790354327040235,0.02084525115787983,0.838 ± 0.1296,0.8478 ± 0.1352
hedge_C_count,-0.32401878864477596,0.041613634675741196,17.3715 ± 4.5422,16.7307 ± 7.3382
hedge_D_count,0.004106624590128645,0.0,0.0433 ± 0.2039,0.0433 ± 0.2039
hedge_E_count,-0.2735629979361169,0.0,0.0898 ± 0.297,0.0805 ± 0.2725
hedge_I_count,-0.46736740555231104,0.0,0.0062 ± 0.0786,0.0093 ± 0.1669
hedge_N_count*,-0.32620629973219784,0.0,0.1115 ± 0.4316,0.0372 ± 0.2464
hedges_score,-0.24198042610161724,0.00996041763573885,0.1816 ± 0.3735,0.1444 ± 0.3387
joy*,0.23802920125934457,0.016113482415676117,0.1609 ± 0.234,0.0775 ± 0.1376
noun_ratio,0.5844602992547804,0.026648597791790962,0.4356 ± 0.1294,0.4568 ± 0.1498
pronoun_ratio*,0.06492094407847472,0.012911627069115639,0.0305 ± 0.0398,0.0201 ± 0.0371
punctuation_density*,-0.05885120204239486,0.023336229845881462,0.3601 ± 0.169,0.4071 ± 0.1681
punctuation_usage,0.17019175397169067,0.018694547936320305,0.0829 ± 0.0651,0.084 ± 0.0569
readability_score*,0.06269721191351267,0.013142854906618595,8.4895 ± 3.6147,9.938 ± 3.9033
sadness,0.10624742429415014,0.013151813298463821,0.1164 ± 0.2095,0.0984 ± 0.1787
sentence_count,-0.5014593247848248,0.0047974493354558945,1.5108 ± 0.7408,1.582 ± 1.1237
sentence_length_variation,0.19235856744008942,0.027363477274775505,1.6906 ± 2.6316,1.6253 ± 2.9837
sentiment_polarity*,0.09389350580989238,0.04564846307039261,0.0924 ± 0.2565,0.0299 ± 0.1967
sentiment_subjectivity*,0.34482962558159796,0.029046399518847466,0.3539 ± 0.3341,0.2353 ± 0.3094
std_word_length*,0.5128904142003143,0.01760726608335972,3.4577 ± 0.7901,3.777 ± 0.8245
stopword_ratio*,0.24446639150987282,0.023900635540485382,0.2364 ± 0.1226,0.1937 ± 0.119
subordinate_clause_ratio,-0.15443742091004453,0.0061391806229949,0.0442 ± 0.0537,0.0384 ± 0.047
surprise*,-0.041255045531623034,0.03496124967932701,0.1695 ± 0.1851,0.1193 ± 0.1575
type_token_ratio,-0.5402362363301839,0.020468497648835182,0.9074 ± 0.0832,0.9132 ± 0.0846
verb_ratio,-0.018795658735410323,0.013373680412769318,0.1068 ± 0.0711,0.1131 ± 0.0735
word_count,0.005102641442663998,0.03372121974825859,22.9969 ± 5.6511,22.6161 ± 11.4662
