feature,mi_score
joy,0.0648087439580467
verb_ratio,0.04471102449422437
word_count,0.03798282011379639
noun_ratio,0.03707547152842916
certainty_adverbs_count,0.03413740376634311
hapax_legomena,0.02915382430910385
avg_dependency_depth,0.027291982160883244
avg_word_length,0.02678994244167976
std_word_length,0.024934109738516064
sentence_count,0.024166763676860104
hedges_score,0.023158621492247455
subordinate_clause_ratio,0.02258008654431376
adj_ratio,0.02138800282238451
pronoun_ratio,0.020106883700708122
certainty_verbs_count,0.01945737562768879
D_ratio,0.017487912863768162
hedge_I_count,0.015254800571671945
I_ratio,0.014858588823930319
punctuation_density,0.014500598096603978
stopword_ratio,0.014153968569136977
hedge_C_count,0.013841550719169815
C_ratio,0.012891106929067142
anger,0.010711181480863363
doubt_verbs_count,0.010352539409645534
sentiment_subjectivity,0.008372887562687392
type_token_ratio,0.005552056157486662
hedge_N_count,0.005247272839685735
N_ratio,0.005157933803900727
fear,0.0025078704357064385
surprise,0.0019548503376596305
function_word_ratio,0.00031493323721609734
adv_ratio,0.0
punctuation_usage,0.0
readability_score,0.0
sentence_length_variation,0.0
sentiment_polarity,0.0
sadness,0.0
disgust,0.0
certainty_adjectives_count,0.0
doubt_adverbs_count,0.0
hedge_D_count,0.0
doubt_adjectives_count,0.0
hedge_E_count,0.0
E_ratio,0.0
