target,text,stance,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_count,possibility_modals_count,necessity_modals_count,predictive_modals_count
Atheism,"Psalm 86:17 Is. 7:14 God will give you a sign. ""Father, within the next 3 days, show me a sign; a token. #SemST",0,31.0,4.0,2.903225806451613,1.691627174467986,0.8064516129032258,0.6774193548387096,0.25806451612903225,0.3225806451612903,0.2903225806451613,0.06451612903225806,0.03225806451612903,0.0,0.06451612903225806,1.0,0.3870967741935484,0.0967741935483871,0.4,4.205650960315181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Atheism,In other related news. Boko Haram has killed over 200 people in the last 48hrs. #SemST,2,19.0,3.0,3.736842105263158,1.7424153007628262,0.9473684210526315,0.8947368421052632,0.3157894736842105,0.15789473684210525,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.0,0.0,1.0,0.3684210526315789,0.10526315789473684,2.9,4.189935029992179,0.0,-0.08125,0.21041666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atheism,Yeah I think maybe words just stopped mattering #SemST,2,10.0,1.0,4.6,2.2891046284519194,1.0,1.0,0.2,0.1,0.2,0.3,0.0,0.2,0.1,1.0,0.2,0.0,2.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Atheism,Every religion is good that teaches man to be good and I know of none that instructs him to be bad. ~Thomas Paine #SemST,0,26.0,2.0,3.730769230769231,2.1041660563984506,0.8461538461538461,0.6923076923076923,0.4230769230769231,0.11538461538461539,0.19230769230769232,0.23076923076923078,0.15384615384615385,0.0,0.07692307692307693,1.0,0.5,0.038461538461538464,3.3,9.0,0.07692307692307693,0.23333333333333336,0.6222222222222222,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Atheism,Best feeling is when you think you can't do it but you did! #Will #SemST,2,19.0,2.0,3.0526315789473686,1.5034586165353367,0.8421052631578947,0.7368421052631579,0.5263157894736842,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.21052631578947367,1.0,0.631578947368421,0.05263157894736842,3.2,5.5,0.10526315789473684,1.0,0.3,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Atheism,"My Jesus, I wish to do nothing but Thy most holy will. #Saint Philip Neri #Catholic #SemST",0,22.0,2.0,3.3636363636363638,2.034820844145399,0.9090909090909091,0.8636363636363636,0.3181818181818182,0.22727272727272727,0.4090909090909091,0.09090909090909091,0.045454545454545456,0.0,0.09090909090909091,1.0,0.36363636363636365,0.045454545454545456,0.7,3.5,0.045454545454545456,0.25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Atheism,@BJPScams @ANI_news Elections were nearing in Bihar / UP / TN so he may be so sickularism sorry #SemST,2,22.0,1.0,3.8181818181818183,2.9485954073139733,0.8636363636363636,0.7272727272727273,0.3181818181818182,0.2727272727272727,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.045454545454545456,1.0,0.4,0.0,8.7,0.0,0.09090909090909091,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Atheism,"I love God  but ""We get raped in life by demons and then judged for being negative and complaining"" by Christians. #God #SemST",0,28.0,2.0,3.75,2.516020099851578,0.8571428571428571,0.7142857142857143,0.39285714285714285,0.17857142857142858,0.21428571428571427,0.21428571428571427,0.03571428571428571,0.03571428571428571,0.07142857142857142,1.0,0.41379310344827586,0.03571428571428571,8.7,9.5,0.0,0.1,0.5,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atheism,Never debate with the devil... Give him an instruction to get behind you!!  #SemST,0,18.0,2.0,3.7777777777777777,2.3465235646603193,0.9444444444444444,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,1.0,0.5263157894736842,0.2777777777777778,3.7,6.0,0.0,-0.625,0.7,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atheism,@Pseud0_Anon @SuhaibSaqib1 very true. Raising awareness and compassion is our goal. #SemST,2,17.0,3.0,4.647058823529412,3.66126266343422,0.8823529411764706,0.7647058823529411,0.23529411764705882,0.35294117647058826,0.47058823529411764,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,0.26666666666666666,0.11764705882352941,3.3,2.449489742783178,0.0,0.45499999999999996,0.8450000000000001,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Atheism,"I have my work and my faith... If that's boring to some people, I can't tell you how much I don't care. ~Madonna Ciccone #SemST",0,32.0,3.0,3.21875,1.7981652976019753,0.875,0.78125,0.4375,0.3125,0.15625,0.1875,0.0625,0.0625,0.1875,1.0,0.59375,0.125,1.8,4.988876515698588,0.09375,-0.4,0.6,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Atheism,Proverbs 28:5 (KJV) Evil men understand not judgment: but they that seek the Lord understand all things. #heart #SemST,0,25.0,2.0,4.0,2.6076809620810595,0.92,0.84,0.24,0.28,0.32,0.12,0.0,0.04,0.04,1.0,0.24,0.04,7.2,7.5,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Atheism,I think my username would be cool but now it looks stupid. #SemST,2,15.0,2.0,3.533333333333333,2.0286832072937253,1.0,1.0,0.4,0.13333333333333333,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.2,1.0,0.4666666666666667,0.06666666666666667,2.5,5.5,0.06666666666666667,-0.22499999999999998,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
