feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
hedge_D_count,0.844048103061328,,0.0537,0.0496,0.0537 ± 0.2436,0.0496 ± 0.2175,0.14161498844623566
sentiment_polarity*,0.029458800504536586,*,0.0139,0.0628,0.0139 ± 0.2461,0.0628 ± 0.2466,0.05245329067111015
C_ratio,0.49859238066046463,,0.9896,0.9879,0.9896 ± 0.0273,0.9879 ± 0.0283,0.047486480325460434
sentence_count*,0.030160515483315782,*,1.9628,2.1942,1.9628 ± 0.9951,2.1942 ± 1.3231,0.044904451817274094
function_word_ratio*,0.016465312410227213,*,0.3065,0.3371,0.3065 ± 0.1423,0.3371 ± 0.1373,0.039179619401693344
hedges_score,0.610334500634109,,0.1586,0.1753,0.1586 ± 0.3525,0.1753 ± 0.3689,0.037580881267786026
sentence_length_variation,0.37533145984306815,,3.2962,3.0208,3.2962 ± 3.4629,3.0208 ± 3.364,0.03297846391797066
certainty_verbs_count,0.44371340693552774,,0.3512,0.3967,0.3512 ± 0.6082,0.3967 ± 0.6935,0.032221417874097824
disgust,0.5393817856997727,,0.0116,0.0086,0.0116 ± 0.0694,0.0086 ± 0.0275,0.0314038023352623
anger*,0.00011785339487336701,*,0.2554,0.1658,0.2554 ± 0.29,0.1658 ± 0.2118,0.030368972569704056
avg_word_length,0.3864917330999953,,4.4997,4.4348,4.4997 ± 0.843,4.4348 ± 0.8027,0.030317164957523346
surprise*,1.2197045835741345e-06,*,0.0269,0.0783,0.0269 ± 0.0613,0.0783 ± 0.1506,0.02936965972185135
verb_ratio*,0.001653840111999694,*,0.1172,0.1356,0.1172 ± 0.0663,0.1356 ± 0.0615,0.02735338732600212
doubt_adjectives_count,0.6744364787471777,,0.1198,0.1074,0.1198 ± 0.3254,0.1074 ± 0.3234,0.0268128402531147
sadness,0.5160772818280905,,0.09,0.1004,0.09 ± 0.1784,0.1004 ± 0.1739,0.026185564696788788
certainty_adverbs_count,0.6730659186644825,,0.1818,0.1653,0.1818 ± 0.4369,0.1653 ± 0.4243,0.02567765861749649
hedge_C_count*,0.004788898033911334,*,18.5785,20.8471,18.5785 ± 8.0189,20.8471 ± 9.5268,0.025176212191581726
doubt_adverbs_count*,0.0024462567005148106,*,0.2066,0.3554,0.2066 ± 0.463,0.3554 ± 0.6023,0.024828467518091202
readability_score,0.05055720307274366,,9.1989,8.5089,9.1989 ± 3.8703,8.5089 ± 3.8744,0.024679243564605713
hapax_legomena,0.364438532388877,,0.7956,0.8066,0.7956 ± 0.1382,0.8066 ± 0.1279,0.023985369130969048
joy,0.29532791999061486,,0.0507,0.0664,0.0507 ± 0.1558,0.0664 ± 0.1736,0.022961396723985672
word_count*,0.004199623404006046,*,24.4008,27.2025,24.4008 ± 9.5104,27.2025 ± 11.7951,0.02205425314605236
fear,0.09159637399087679,,0.5074,0.45,0.5074 ± 0.3699,0.45 ± 0.3765,0.01996464468538761
noun_ratio,0.15988342455327273,,0.3761,0.3593,0.3761 ± 0.1351,0.3593 ± 0.1279,0.019813887774944305
adj_ratio,0.2922859256599612,,0.0576,0.0624,0.0576 ± 0.0497,0.0624 ± 0.0493,0.019789066165685654
std_word_length,0.24571570587413263,,3.3844,3.2688,3.3844 ± 1.2371,3.2688 ± 0.9298,0.018248405307531357
sentiment_subjectivity,0.34815066023628605,,0.2855,0.3112,0.2855 ± 0.3207,0.3112 ± 0.2814,0.01743200421333313
punctuation_usage,0.6504793622008331,,0.0779,0.0807,0.0779 ± 0.0738,0.0807 ± 0.0609,0.01730853132903576
pronoun_ratio,0.7240172851499628,,0.0429,0.0445,0.0429 ± 0.0506,0.0445 ± 0.0515,0.016256049275398254
punctuation_density,0.31871252097908315,,0.3267,0.3109,0.3267 ± 0.1831,0.3109 ± 0.1645,0.01557675376534462
stopword_ratio,0.21060902888736296,,0.2585,0.2727,0.2585 ± 0.1286,0.2727 ± 0.1208,0.01508168876171112
type_token_ratio,0.4906104512100995,,0.881,0.8863,0.881 ± 0.0864,0.8863 ± 0.0813,0.014912575483322144
adv_ratio*,0.01624168225152879,*,0.028,0.0377,0.028 ± 0.0406,0.0377 ± 0.0474,0.013445274904370308
subordinate_clause_ratio,0.48064476601854533,,0.0449,0.048,0.0449 ± 0.0516,0.048 ± 0.047,0.012577514164149761
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.36123170322527587,,0.0165,0.0289,0.0165 ± 0.1278,0.0289 ± 0.1679,
certainty_adjectives_count,0.0657038045667347,,0.2397,0.3306,0.2397 ± 0.5237,0.3306 ± 0.5599,
hedge_E_count,0.6306990598119262,,0.062,0.0744,0.062 ± 0.2886,0.0744 ± 0.2783,
hedge_I_count,0.2559908404621418,,0.0041,0.0165,0.0041 ± 0.0643,0.0165 ± 0.1569,
hedge_N_count,0.5889334063072207,,0.0992,0.1198,0.0992 ± 0.4254,0.1198 ± 0.4151,
D_ratio,0.9611268077960216,,0.0022,0.0022,0.0022 ± 0.0105,0.0022 ± 0.0104,
E_ratio,0.4728631234540017,,0.003,0.004,0.003 ± 0.0135,0.004 ± 0.0164,
I_ratio,0.3143569669674446,,0.0002,0.0007,0.0002 ± 0.0026,0.0007 ± 0.0072,
N_ratio,0.9178188144072419,,0.005,0.0052,0.005 ± 0.0218,0.0052 ± 0.0188,
