index,confidence_score,actual_outcome
0,0.5258979147214442,Correct
1,0.5506316539211277,Correct
2,0.48034216260340107,Correct
3,0.6144892144892146,Correct
4,0.49346078557378864,Correct
5,0.4684640522875817,Correct
6,0.49828374039674356,Correct
7,0.5075763597224104,Correct
8,0.46787368748669056,Correct
9,0.34364088325388636,Correct
10,0.4354959279537587,Correct
11,0.39542659753960063,Correct
12,0.4143215600416412,Correct
13,0.5478871292106586,Correct
14,0.4625592482793294,Correct
15,0.4781437112049901,Correct
16,0.4548555338650887,Correct
17,0.3646042111137659,Correct
18,0.4791531859485859,Correct
19,0.3851387850966158,Correct
20,0.5985952170434929,Correct
21,0.38603278254233736,Correct
22,0.33317281540565413,Correct
23,0.5713518843938283,Correct
24,0.5678183250901304,Correct
25,0.5672572960808255,Correct
26,0.4692244500139237,Correct
27,0.42942449938233007,Correct
28,0.6157858967341727,Correct
29,0.3848555338650887,Correct
30,0.5235763018657755,Correct
31,0.4998730769860801,Correct
32,0.3677126767222315,Correct
33,0.5606530214424952,Correct
34,0.4780763790664781,Correct
35,0.5357765864966677,Correct
36,0.37699839100794585,Correct
37,0.5346461742591774,Correct
38,0.5316303012433043,Correct
39,0.4253538853645018,Correct
40,0.460168120888202,Correct
41,0.5681530214424952,Correct
42,0.5866309014027067,Correct
43,0.638960113960114,Correct
44,0.5666104898999637,Correct
45,0.47111666801107793,Correct
46,0.49164545558371275,Correct
47,0.5642879210256706,Correct
48,0.4949525634008392,Correct
49,0.4904744613894941,Correct
50,0.5412747145641882,Misclassified
51,0.5734166156884208,Correct
52,0.39717870289878404,Correct
53,0.5579641733236504,Correct
54,0.5842511192511193,Correct
55,0.42912823484831597,Correct
56,0.42529587858535234,Correct
57,0.3842470682566231,Correct
58,0.478778245891249,Correct
59,0.5621413009648304,Correct
60,0.386641248150803,Correct
61,0.46010556690096693,Correct
62,0.4988392959522991,Correct
63,0.5782680605398658,Correct
64,0.4937811235605353,Correct
65,0.5904124738607497,Correct
66,0.41321760283060593,Correct
67,0.5299456025014893,Misclassified
68,0.5860749598984893,Correct
69,0.5710749598984892,Correct
70,0.5510997043891781,Correct
71,0.4786836978505135,Correct
72,0.4266644734566991,Correct
73,0.5053620161514898,Correct
