feature,mi_score
fear,0.08561306709066518
joy,0.07734230426505695
hedge_C_count,0.07543269634190053
readability_score,0.06656201828869657
word_count,0.06330267136355472
function_word_ratio,0.058443580497878456
surprise,0.04959370364865623
hedges_score,0.044293161548899285
sentiment_polarity,0.04402829777580686
C_ratio,0.043538048161092746
punctuation_usage,0.039217392765138026
pronoun_ratio,0.038578975985881225
std_word_length,0.037518544107724594
punctuation_density,0.020476880018858834
certainty_adjectives_count,0.01953329792975378
hedge_E_count,0.018180244151140057
sentence_length_variation,0.01609236855913343
N_ratio,0.015531731338400245
subordinate_clause_ratio,0.012675703971677388
anger,0.011406860414053144
sentence_count,0.01066020318318417
adv_ratio,0.01013672766540008
avg_word_length,0.01012299416765683
adj_ratio,0.009635958048121784
hedge_D_count,0.008712760335860326
I_ratio,0.008344053669587348
type_token_ratio,0.008337032556677615
stopword_ratio,0.005983323247927164
noun_ratio,0.005208895484119402
doubt_verbs_count,0.004824155795051688
certainty_adverbs_count,0.004237661535956727
disgust,0.0023168361157928086
doubt_adjectives_count,0.0019784321425537765
hapax_legomena,0.0
verb_ratio,0.0
avg_dependency_depth,0.0
sadness,0.0
sentiment_subjectivity,0.0
certainty_verbs_count,0.0
doubt_adverbs_count,0.0
hedge_N_count,0.0
hedge_I_count,0.0
E_ratio,0.0
D_ratio,0.0
