feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
N_ratio*,1.771131250632143e-05,*,0.0082,0.0014,0.0082 ± 0.0269,0.0014 ± 0.0094,0.08563566952943802
fear*,3.750980361063189e-11,*,0.1743,0.3527,0.1743 ± 0.2871,0.3527 ± 0.3803,0.07352810353040695
avg_word_length*,1.2874723958308752e-12,*,4.5146,4.9631,4.5146 ± 0.6516,4.9631 ± 0.903,0.05356018617749214
E_ratio,0.7596445423103836,,0.0054,0.0049,0.0054 ± 0.0185,0.0049 ± 0.0182,0.05027083680033684
sentiment_polarity,0.13042399192887863,,0.0576,0.0299,0.0576 ± 0.2641,0.0299 ± 0.1967,0.0409863255918026
hedge_D_count,0.4061369155580292,,0.031,0.0433,0.031 ± 0.1735,0.0433 ± 0.2039,0.035820771008729935
pronoun_ratio*,1.4751039088697673e-05,*,0.0332,0.0201,0.0332 ± 0.0393,0.0201 ± 0.0371,0.033852268010377884
C_ratio*,0.002089400223584473,*,0.9842,0.9913,0.9842 ± 0.0337,0.9913 ± 0.0234,0.032378677278757095
doubt_adverbs_count*,0.04123157554071458,*,0.2972,0.2136,0.2972 ± 0.5445,0.2136 ± 0.493,0.032309554517269135
verb_ratio,0.07182810747377473,,0.1032,0.1131,0.1032 ± 0.0666,0.1131 ± 0.0735,0.03148411586880684
function_word_ratio*,1.0396130295861259e-08,*,0.3041,0.2432,0.3041 ± 0.134,0.2432 ± 0.1332,0.03099455125629902
surprise*,1.3705258698448635e-06,*,0.1886,0.1193,0.1886 ± 0.2011,0.1193 ± 0.1575,0.02829887345433235
word_count,0.4982027165232902,,23.0898,22.6161,23.0898 ± 5.1307,22.6161 ± 11.4662,0.0276538897305727
certainty_verbs_count,0.06626992237399745,,0.2663,0.195,0.2663 ± 0.5201,0.195 ± 0.4619,0.02765255607664585
type_token_ratio,0.7025457622803559,,0.9155,0.9132,0.9155 ± 0.0743,0.9132 ± 0.0846,0.027119355276226997
noun_ratio,0.068044534785375,,0.4372,0.4568,0.4372 ± 0.1207,0.4568 ± 0.1498,0.02613641694188118
anger*,0.00010492595606273586,*,0.0737,0.131,0.0737 ± 0.1625,0.131 ± 0.2082,0.026046672835946083
punctuation_usage,0.19623401691442993,,0.0781,0.084,0.0781 ± 0.059,0.084 ± 0.0569,0.025710329413414
sentence_count,0.9088277575238757,,1.5728,1.582,1.5728 ± 0.9276,1.582 ± 1.1237,0.025493798777461052
joy*,1.1683549316218804e-07,*,0.1558,0.0775,0.1558 ± 0.2235,0.0775 ± 0.1376,0.025420619174838066
readability_score*,4.993038527050985e-07,*,8.4443,9.938,8.4443 ± 3.565,9.938 ± 3.9033,0.023322993889451027
sentence_length_variation,0.9126275508813753,,1.6013,1.6253,1.6013 ± 2.5523,1.6253 ± 2.9837,0.021957429125905037
subordinate_clause_ratio,0.0915750318248562,,0.0451,0.0384,0.0451 ± 0.054,0.0384 ± 0.047,0.021182261407375336
std_word_length*,1.7900164876030307e-05,*,3.5142,3.777,3.5142 ± 0.7169,3.777 ± 0.8245,0.02102382853627205
sadness,0.1672271156362393,,0.1198,0.0984,0.1198 ± 0.213,0.0984 ± 0.1787,0.018843023106455803
hedge_C_count,0.17211022832650555,,17.3746,16.7307,17.3746 ± 4.2227,16.7307 ± 7.3382,0.017894519492983818
disgust,0.9419138385675383,,0.0073,0.0076,0.0073 ± 0.0379,0.0076 ± 0.0531,0.01788174733519554
hapax_legomena,0.751573969616933,,0.8509,0.8478,0.8509 ± 0.1202,0.8478 ± 0.1352,0.01758003793656826
hedge_N_count*,0.00013191747844575944,*,0.1579,0.0372,0.1579 ± 0.5075,0.0372 ± 0.2464,0.01620289869606495
adv_ratio*,0.015738600501771723,*,0.0271,0.0202,0.0271 ± 0.0387,0.0202 ± 0.0332,0.015135322697460651
adj_ratio,0.10502901369254071,,0.0604,0.054,0.0604 ± 0.0487,0.054 ± 0.0503,0.014582213945686817
punctuation_density*,0.0004394926335522353,*,0.3628,0.4071,0.3628 ± 0.1501,0.4071 ± 0.1681,0.01304449699819088
certainty_adjectives_count*,0.0007940711542291046,*,0.2415,0.13,0.2415 ± 0.4767,0.13 ± 0.3548,0.010807211510837078
sentiment_subjectivity*,0.0040629704597713034,*,0.307,0.2353,0.307 ± 0.3226,0.2353 ± 0.3094,0.009982015937566757
hedges_score*,0.0447469996337004,*,0.2019,0.1444,0.2019 ± 0.3865,0.1444 ± 0.3387,0.008567866869270802
stopword_ratio*,4.673689472385898e-06,*,0.2366,0.1937,0.2366 ± 0.1174,0.1937 ± 0.119,0.008563468232750893
doubt_adjectives_count,0.7082965870469402,,0.0991,0.1084,0.0991 ± 0.3094,0.1084 ± 0.3211,0.003075007116422057
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
certainty_adverbs_count*,0.02800842109403335,*,0.1548,0.0898,0.1548 ± 0.4397,0.0898 ± 0.297,
doubt_verbs_count,0.105287906988595,,0.031,0.0124,0.031 ± 0.1735,0.0124 ± 0.1108,
hedge_E_count,0.5908083426534209,,0.0929,0.0805,0.0929 ± 0.3113,0.0805 ± 0.2725,
hedge_I_count,0.7812945726562521,,0.0124,0.0093,0.0124 ± 0.1108,0.0093 ± 0.1669,
D_ratio,0.4386356037811896,,0.0016,0.0022,0.0016 ± 0.0091,0.0022 ± 0.0115,
I_ratio,0.2683766145919485,,0.0006,0.0002,0.0006 ± 0.0051,0.0002 ± 0.0033,
