feature,mi_score
std_word_length,0.13153980741462856
avg_word_length,0.08604635760207224
readability_score,0.06438763236477318
noun_ratio,0.062345466976506
punctuation_density,0.05964860326695898
disgust,0.051276282504340465
subordinate_clause_ratio,0.04954896856135771
sadness,0.04425558196631818
function_word_ratio,0.04401976136131558
sentence_count,0.04226275603757368
hedge_C_count,0.04037561443479509
pronoun_ratio,0.039921353341430654
hapax_legomena,0.03906147052220654
anger,0.037552259287956025
stopword_ratio,0.0370625084858891
punctuation_usage,0.03625018162865379
type_token_ratio,0.02893330296513774
surprise,0.027685419157701174
adv_ratio,0.026831531409415854
hedge_D_count,0.026548161098955525
certainty_adverbs_count,0.026083993150283424
word_count,0.023257921066766274
sentence_length_variation,0.021948135321243845
fear,0.021580432489714196
sentiment_subjectivity,0.016605543398089395
certainty_adjectives_count,0.013154476891843014
E_ratio,0.011250117504242096
hedge_I_count,0.010158457786549446
certainty_verbs_count,0.008447083761125684
adj_ratio,0.0069500663899588755
verb_ratio,0.00479530202992029
joy,0.004697951809514489
doubt_adverbs_count,0.004598211616815062
sentiment_polarity,0.004417315320200288
avg_dependency_depth,0.0
doubt_verbs_count,0.0
doubt_adjectives_count,0.0
hedges_score,0.0
hedge_N_count,0.0
hedge_E_count,0.0
C_ratio,0.0
D_ratio,0.0
I_ratio,0.0
N_ratio,0.0
