feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
avg_word_length*,1.554795204586045e-14,*,5.1001,4.4348,5.1001 ± 1.0292,4.4348 ± 0.8027,0.0591890849173069
doubt_adjectives_count,0.8932023365555323,,0.1116,0.1074,0.1116 ± 0.3527,0.1074 ± 0.3234,0.058749984949827194
sentence_count*,0.0004061886314861188,*,1.7645,2.1942,1.7645 ± 1.332,2.1942 ± 1.3231,0.05394870042800903
sentiment_polarity,0.11333157509726505,,0.0283,0.0628,0.0283 ± 0.2319,0.0628 ± 0.2466,0.048380494117736816
noun_ratio*,2.6717805854458754e-10,*,0.4448,0.3593,0.4448 ± 0.1615,0.3593 ± 0.1279,0.047522854059934616
std_word_length*,8.815257931024433e-10,*,3.7938,3.2688,3.7938 ± 0.9169,3.2688 ± 0.9298,0.04411371052265167
E_ratio,0.7201415875609428,,0.0046,0.004,0.0046 ± 0.0174,0.004 ± 0.0164,0.0419556088745594
adv_ratio*,1.4612213386557573e-05,*,0.0216,0.0377,0.0216 ± 0.0323,0.0377 ± 0.0474,0.03892285004258156
hapax_legomena*,4.854554204362806e-05,*,0.8544,0.8066,0.8544 ± 0.1287,0.8066 ± 0.1279,0.03642723336815834
anger*,1.0531739034608317e-06,*,0.2758,0.1658,0.2758 ± 0.2734,0.1658 ± 0.2118,0.035033583641052246
surprise*,0.0007321609196508922,*,0.0417,0.0783,0.0417 ± 0.073,0.0783 ± 0.1506,0.03427944704890251
disgust,0.7764188706935098,,0.0096,0.0086,0.0096 ± 0.0422,0.0086 ± 0.0275,0.03374283015727997
punctuation_density*,4.368007967807468e-09,*,0.408,0.3109,0.408 ± 0.192,0.3109 ± 0.1645,0.0332840271294117
punctuation_usage,0.16381744343932825,,0.0881,0.0807,0.0881 ± 0.057,0.0807 ± 0.0609,0.02994341216981411
function_word_ratio*,6.619012378910079e-11,*,0.2483,0.3371,0.2483 ± 0.1546,0.3371 ± 0.1373,0.029121020808815956
hedge_N_count*,0.030238135739809664,*,0.0496,0.1198,0.0496 ± 0.2838,0.1198 ± 0.4151,0.026879483833909035
joy*,0.030775152005986576,*,0.0369,0.0664,0.0369 ± 0.122,0.0664 ± 0.1736,0.02581496722996235
adj_ratio,0.65592931198034,,0.0602,0.0624,0.0602 ± 0.0559,0.0624 ± 0.0493,0.024729076772928238
subordinate_clause_ratio,0.3299031823042615,,0.0438,0.048,0.0438 ± 0.0488,0.048 ± 0.047,0.024481186643242836
word_count*,8.854227712812768e-05,*,23.157,27.2025,23.157 ± 10.6891,27.2025 ± 11.7951,0.022788988426327705
stopword_ratio*,7.044786947996913e-09,*,0.2045,0.2727,0.2045 ± 0.1335,0.2727 ± 0.1208,0.022097855806350708
sentiment_subjectivity*,0.04619545759041496,*,0.2573,0.3112,0.2573 ± 0.3115,0.3112 ± 0.2814,0.020781340077519417
readability_score*,2.416119226167045e-09,*,10.7783,8.5089,10.7783 ± 4.3221,8.5089 ± 3.8744,0.020589537918567657
verb_ratio*,0.0005822305605563447,*,0.1149,0.1356,0.1149 ± 0.0702,0.1356 ± 0.0615,0.018789220601320267
fear,0.1258751047451917,,0.3985,0.45,0.3985 ± 0.363,0.45 ± 0.3765,0.018528608605265617
doubt_adverbs_count*,6.938304657504622e-05,*,0.1653,0.3554,0.1653 ± 0.4243,0.3554 ± 0.6023,0.017783747985959053
sentence_length_variation*,0.0005384266855163507,*,1.9853,3.0208,1.9853 ± 3.1715,3.0208 ± 3.364,0.01693497784435749
type_token_ratio*,0.000133536042470076,*,0.9147,0.8863,0.9147 ± 0.0807,0.8863 ± 0.0813,0.01680956408381462
sadness,0.05746214075925275,,0.1331,0.1004,0.1331 ± 0.2036,0.1004 ± 0.1739,0.01656990684568882
C_ratio,0.2965418588650926,,0.9905,0.9879,0.9905 ± 0.0269,0.9879 ± 0.0283,0.015707558020949364
certainty_verbs_count*,0.014597208679150207,*,0.2603,0.3967,0.2603 ± 0.5177,0.3967 ± 0.6935,0.015633441507816315
certainty_adverbs_count,0.11999844246273907,,0.1116,0.1653,0.1116 ± 0.3284,0.1653 ± 0.4243,0.013544779270887375
hedges_score,0.3778537296679939,,0.1468,0.1753,0.1468 ± 0.3418,0.1753 ± 0.3689,0.011969096958637238
hedge_C_count*,0.00019836159132888035,*,17.6777,20.8471,17.6777 ± 9.0615,20.8471 ± 9.5268,0.011409774422645569
pronoun_ratio*,8.07344878185526e-07,*,0.0228,0.0445,0.0228 ± 0.0438,0.0445 ± 0.0515,0.011100552044808865
certainty_adjectives_count*,0.002152822212660008,*,0.186,0.3306,0.186 ± 0.4673,0.3306 ± 0.5599,0.0024414847139269114
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.09286136286971247,,0.0083,0.0289,0.0083 ± 0.0907,0.0289 ± 0.1679,
hedge_D_count,0.5042872643623193,,0.0372,0.0496,0.0372 ± 0.1896,0.0496 ± 0.2175,
hedge_I_count,0.47847034072938044,,0.0083,0.0165,0.0083 ± 0.0907,0.0165 ± 0.1569,
hedge_E_count,0.7554260184182158,,0.0826,0.0744,0.0826 ± 0.3045,0.0744 ± 0.2783,
D_ratio,0.8945287544047291,,0.0024,0.0022,0.0024 ± 0.0141,0.0022 ± 0.0104,
I_ratio,0.546035070453976,,0.0003,0.0007,0.0003 ± 0.0038,0.0007 ± 0.0072,
N_ratio*,0.043291147873457406,*,0.0022,0.0052,0.0022 ± 0.0135,0.0052 ± 0.0188,
