feature,mean_mi_score,std_mi_score,median_mi_score,min_mi_score,max_mi_score,num_iterations,cv_mi_score
fear,0.057665364502823634,0.035846267475989485,0.0573764426310998,0.0025078704357064,0.1122301887974488,13,0.6216256115789269
joy,0.04846706018040902,0.021491978301272606,0.0519380032923513,0.0182294813725683,0.0854230972019647,13,0.443434741477469
word_count,0.046443096370105366,0.02054079278345563,0.0379828201137963,0.0176000652313581,0.0866949272991588,13,0.44227871069934493
surprise,0.042465629056317414,0.022583233163770908,0.0495937036486562,0.0019548503376596,0.0880946228571206,13,0.5318002739067232
hedge_C_count,0.03512900959386416,0.025750943447820508,0.0250610221590137,0.0,0.0754326963419005,13,0.7330392671337458
sentiment_polarity,0.028257625108973464,0.017435950795096758,0.0281166837258515,0.0,0.0587988069002347,13,0.6170352507635122
std_word_length,0.02468360910366588,0.010793389452253038,0.024934109738516,0.0,0.0375185441077245,13,0.43726950167307826
avg_word_length,0.023797383069850908,0.01877046373897299,0.0200670033327909,0.0,0.0560178010682022,13,0.7887616753437666
function_word_ratio,0.022375228713613967,0.025245203057930897,0.0102931403879749,0.0,0.0673693162176263,13,1.1282656986907458
readability_score,0.022242852268164928,0.020763770618021003,0.014246596099845,0.0,0.0665620182886965,13,0.9335030583168122
verb_ratio,0.021226095370171415,0.021112256431113162,0.0142942197319946,0.0,0.0729757793784238,13,0.9946368403103367
noun_ratio,0.02094988936128605,0.0156298520408752,0.0147314204430284,0.0010620424354155,0.0488129353160777,13,0.7460589300179354
stopword_ratio,0.019622343499404317,0.01958198056513776,0.0141539685691369,0.0,0.0550320444287975,13,0.9979430115333684
punctuation_density,0.01942991506541874,0.01492796721382235,0.0152293425587779,0.0,0.048437445365687,13,0.768298119861114
adj_ratio,0.01860899789940091,0.013592825231384392,0.0213880028223845,0.0,0.0449173351171967,13,0.7304436974449867
sentiment_subjectivity,0.018600557927293777,0.016508763234705535,0.0134090229655592,0.0,0.0468291861913132,13,0.8875412930749341
subordinate_clause_ratio,0.017305931977731056,0.01302440531005397,0.0131177104667705,0.0,0.0363406140529962,13,0.7525977408679017
disgust,0.016672060529866806,0.013663086890466436,0.0131604292019191,0.0,0.0392047466968656,13,0.8195199907048077
hedges_score,0.01589898768359623,0.015741838917741096,0.006924263719463,0.0,0.0442931615488992,13,0.9901158005162005
C_ratio,0.015163400095682355,0.014472575110905378,0.0128911069290671,0.0,0.0435380481610927,13,0.954441287546473
certainty_adverbs_count,0.015138492927755254,0.013374719579564195,0.0152618169167866,0.0,0.0437484597029653,13,0.8834908232537918
anger,0.013693841519415955,0.01286205828175881,0.0120731322761218,0.0,0.046955835175183,13,0.9392585903321728
sentence_count,0.013200328231826099,0.012805770542500395,0.0098923010141258,0.0,0.0454854552798809,13,0.9701100092061027
pronoun_ratio,0.011919659998829922,0.012979088377270643,0.0091241050970498,0.0,0.0385789759858812,13,1.088880754865887
adv_ratio,0.011870178100503698,0.012404518721865631,0.0075548165171985,0.0,0.0385726037522169,13,1.0450153836646527
hapax_legomena,0.011315836274746761,0.01008320337048705,0.0080537347562472,0.0,0.0297073498889643,13,0.8910701008452602
sentence_length_variation,0.009986227645906193,0.008351575069301335,0.0135892183595132,0.0,0.0212786645039313,13,0.836309301713648
D_ratio,0.009931328057348377,0.010708379264333594,0.0090332615327952,0.0,0.0322241588404292,13,1.0782424266420503
hedge_E_count,0.008953443883762685,0.012025841224468753,0.0,0.0,0.0325764946155022,13,1.3431525768847388
I_ratio,0.008771485647207384,0.009423530829817015,0.0083440536695873,0.0,0.0274809423905564,13,1.0743369149577557
punctuation_usage,0.00859417230240966,0.01223661588229095,0.0,0.0,0.039217392765138,13,1.4238271530651079
avg_dependency_depth,0.008205034439258246,0.011261574302935583,0.0,0.0,0.0304385608569859,13,1.3725200529388217
doubt_verbs_count,0.008165113398007014,0.010008091179196977,0.0048241557950516,0.0,0.0326426107875186,13,1.2257136785926093
sadness,0.006735549483696215,0.008361513286250684,0.0021132738533828,0.0,0.0285672900258018,13,1.2414003202693717
hedge_D_count,0.00648216797802543,0.00767461011505408,0.0026871358172948,0.0,0.0209961226925479,13,1.1839573027220265
doubt_adjectives_count,0.006040047474296747,0.01144301430346261,0.0,0.0,0.0407567839683922,13,1.8945239010385329
doubt_adverbs_count,0.006007774787966446,0.008818062273094831,0.0,0.0,0.028448806857783,13,1.4677751054778854
certainty_verbs_count,0.005961768465774562,0.0061054076792443355,0.0060950505905776,0.0,0.0194573756276887,13,1.0240933901231455
E_ratio,0.005583399612278401,0.0081913344887471,0.0,0.0,0.0259262627524221,13,1.467087268970255
N_ratio,0.005083366456200462,0.007049967952543872,0.0,0.0,0.0190828515204897,13,1.3868699046759925
hedge_I_count,0.004667118266201939,0.005846726379802994,0.0,0.0,0.0152548005716719,13,1.2527487083718172
certainty_adjectives_count,0.00419892583215003,0.006546130433014864,0.0,0.0,0.0195332979297537,13,1.559001205235141
type_token_ratio,0.0039049332923987226,0.004212657735826141,0.0018541575270658,0.0,0.012072849181528,13,1.0788040205517544
hedge_N_count,0.0029275068152243306,0.0071748627173293614,0.0,0.0,0.0272637088460598,13,2.450844069778728
