feature,mi_score
surprise,0.07015155272434526
sentiment_polarity,0.06604258453718215
stopword_ratio,0.05251876844749592
doubt_verbs_count,0.048518944562507604
fear,0.04336950200605649
doubt_adverbs_count,0.04017746109189191
anger,0.036272516387558795
subordinate_clause_ratio,0.03445620869561461
readability_score,0.03325121183609703
certainty_adjectives_count,0.026765474203665596
std_word_length,0.026488022660718036
joy,0.021751009788374853
hedge_N_count,0.021626355739619907
noun_ratio,0.02155483007504544
type_token_ratio,0.02134563206773188
hapax_legomena,0.015899682545153837
avg_word_length,0.014661918324283096
hedge_C_count,0.013105024231231832
function_word_ratio,0.012200961007954092
doubt_adjectives_count,0.01203020946840061
hedge_I_count,0.011871546964696833
sentiment_subjectivity,0.011623347620423052
sadness,0.010759828678391647
I_ratio,0.009509236140426758
adj_ratio,0.008532232468357659
C_ratio,0.006584085917938243
punctuation_density,0.005283076894821992
sentence_count,0.005049534340848982
disgust,0.004383620520158837
avg_dependency_depth,0.0019729973967257397
word_count,0.0
verb_ratio,0.0
adv_ratio,0.0
pronoun_ratio,0.0
punctuation_usage,0.0
sentence_length_variation,0.0
certainty_adverbs_count,0.0
hedge_D_count,0.0
certainty_verbs_count,0.0
hedges_score,0.0
hedge_E_count,0.0
D_ratio,0.0
E_ratio,0.0
N_ratio,0.0
