feature,mi_score
fear,0.04393421409030096
verb_ratio,0.0414773591326143
hedges_score,0.037551221900600895
disgust,0.03308418967752491
joy,0.030377105579938668
sadness,0.028567290025801828
word_count,0.024867753206159637
hedge_C_count,0.024391933218866457
sentence_length_variation,0.021278664503931344
punctuation_usage,0.01899932745861377
hapax_legomena,0.01664133758127373
sentiment_polarity,0.014114770581022507
C_ratio,0.01357113652824915
std_word_length,0.013046404620105534
I_ratio,0.012919833337323716
surprise,0.009239475420487864
certainty_verbs_count,0.009129336657805354
pronoun_ratio,0.009124105097049862
punctuation_density,0.008487584888970057
sentiment_subjectivity,0.008019601560156797
sentence_count,0.007678709609369783
adv_ratio,0.0075548165171985815
adj_ratio,0.006484528875703388
noun_ratio,0.004624493941091767
certainty_adverbs_count,0.0041151232555241
doubt_adverbs_count,0.0027984933466518314
type_token_ratio,0.0018541575270658583
avg_word_length,0.0
stopword_ratio,0.0
anger,0.0
readability_score,0.0
subordinate_clause_ratio,0.0
function_word_ratio,0.0
avg_dependency_depth,0.0
doubt_verbs_count,0.0
certainty_adjectives_count,0.0
hedge_D_count,0.0
doubt_adjectives_count,0.0
hedge_I_count,0.0
hedge_E_count,0.0
hedge_N_count,0.0
D_ratio,0.0
E_ratio,0.0
N_ratio,0.0
