feature,mi_score
joy,0.12586275391073753
fear,0.09234936881878264
punctuation_density,0.08764358566020491
pronoun_ratio,0.08206790926305074
noun_ratio,0.07568109598274253
disgust,0.07501305042263384
anger,0.05962096209696899
stopword_ratio,0.05394661711216031
adv_ratio,0.050972398203795066
avg_dependency_depth,0.05046533193893654
std_word_length,0.03488004393289246
sentiment_subjectivity,0.03433885305529527
word_count,0.029265112106801938
verb_ratio,0.02348530991199449
subordinate_clause_ratio,0.02218017543639217
certainty_adverbs_count,0.022098427880551164
sentiment_polarity,0.021708915572436593
hapax_legomena,0.016169922016812333
hedge_C_count,0.0157629311953138
type_token_ratio,0.01526976431613658
readability_score,0.01477226958289024
sentence_count,0.01443406062768382
hedges_score,0.014209461636662812
doubt_verbs_count,0.010048337786419559
certainty_verbs_count,0.009736894252997397
N_ratio,0.006580928684295717
certainty_adjectives_count,0.005115432464913194
C_ratio,0.004407605461749897
surprise,0.004146506385903637
sentence_length_variation,0.002162350378182909
E_ratio,0.000791241256007158
avg_word_length,0.0
adj_ratio,0.0
sadness,0.0
punctuation_usage,0.0
function_word_ratio,0.0
hedge_D_count,0.0
doubt_adjectives_count,0.0
doubt_adverbs_count,0.0
hedge_E_count,0.0
hedge_N_count,0.0
hedge_I_count,0.0
D_ratio,0.0
I_ratio,0.0
