feature,shap_importance,iteration,stance,model
function_word_ratio,1.2671051,3,AGAINST,XGBoost
std_word_length,0.96298236,3,AGAINST,XGBoost
disgust,0.7197733,3,AGAINST,XGBoost
sentence_length_variation,0.62225026,3,AGAINST,XGBoost
anger,0.53394705,3,AGAINST,XGBoost
joy,0.4980398,3,AGAINST,XGBoost
verb_ratio,0.45711836,3,AGAINST,XGBoost
noun_ratio,0.40564072,3,AGAINST,XGBoost
subordinate_clause_ratio,0.38007298,3,AGAINST,XGBoost
punctuation_density,0.34167993,3,AGAINST,XGBoost
sentiment_subjectivity,0.268997,3,AGAINST,XGBoost
avg_word_length,0.24905008,3,AGAINST,XGBoost
stopword_ratio,0.22907566,3,AGAINST,XGBoost
word_count,0.22229075,3,AGAINST,XGBoost
adv_ratio,0.20605713,3,AGAINST,XGBoost
sentence_count,0.18722013,3,AGAINST,XGBoost
punctuation_usage,0.18542781,3,AGAINST,XGBoost
type_token_ratio,0.12171332,3,AGAINST,XGBoost
hapax_legomena,0.093789384,3,AGAINST,XGBoost
surprise,0.092312776,3,AGAINST,XGBoost
adj_ratio,0.092197485,3,AGAINST,XGBoost
hedge_C_count,0.092007644,3,AGAINST,XGBoost
C_ratio,0.07254539,3,AGAINST,XGBoost
doubt_adjectives_count,0.064585924,3,AGAINST,XGBoost
sadness,0.059864502,3,AGAINST,XGBoost
fear,0.05284542,3,AGAINST,XGBoost
readability_score,0.04534399,3,AGAINST,XGBoost
doubt_adverbs_count,0.038467295,3,AGAINST,XGBoost
sentiment_polarity,0.028235497,3,AGAINST,XGBoost
certainty_adverbs_count,0.0,3,AGAINST,XGBoost
pronoun_ratio,0.0,3,AGAINST,XGBoost
avg_dependency_depth,0.0,3,AGAINST,XGBoost
doubt_verbs_count,0.0,3,AGAINST,XGBoost
certainty_adjectives_count,0.0,3,AGAINST,XGBoost
hedges_score,0.0,3,AGAINST,XGBoost
certainty_verbs_count,0.0,3,AGAINST,XGBoost
hedge_D_count,0.0,3,AGAINST,XGBoost
hedge_E_count,0.0,3,AGAINST,XGBoost
hedge_I_count,0.0,3,AGAINST,XGBoost
hedge_N_count,0.0,3,AGAINST,XGBoost
D_ratio,0.0,3,AGAINST,XGBoost
E_ratio,0.0,3,AGAINST,XGBoost
I_ratio,0.0,3,AGAINST,XGBoost
N_ratio,0.0,3,AGAINST,XGBoost
