target,text,stance
Feminist Movement,Always a delight to see chest-drumming alpha males hiss and scuttle backwards up the wall when a feminist enters the room. #manly #SemST,1
Feminist Movement,Sometimes I overheat and want to take off my shirt but can't because of social expectations of people with breasts. ;n; #SemST,1
Feminist Movement,"If feminists spent 1/2 as much time reading papers as they do tumblr they would be real people, not ignorant sexist bigots. #SemST",0
Feminist Movement,"Stupid Feminists, the civilization you take for granted was built with the labour, blood sweat and tears of men. #SemST",0
Feminist Movement,YOU'RE A GIRL AND HAVE A SEX DRIVE!? YOU MUST BE A SLUT! #feminist #SemST,1
Feminist Movement,Suns out....  Dresses out...  #StreetHarassment out...  This shouldn't be daily life  #YesAllWomen @EverydaySexism #SemST,1
Feminist Movement,Women's rights are #humanrights! Join the #CPDvoices twitter rally at 3pm ET if you agree! #CPD48 #SemST,1
Feminist Movement,So you support unequal pricing based on gender @CamilleBogrand?  Don't you normally call that sexism?  #EqualPayDay #SemST,1
Feminist Movement,These pics of #pornstars with/without makeup? Just perpetuating the myth that women need makeup to be considered pretty. #SemST,1
Feminist Movement,#YesAllWomen should know how to protect herself. Which is why I carry a gun. #republicanvalues #SemST,1
Feminist Movement,links in sauga gotta stop chincing girls and taking away that extra bit #iknowyoudoit  #equality #SemST,1
Feminist Movement,RT @isocynic: I support whatever team buck supports #truefan #socceroos #bodypositive #SemST,2
Feminist Movement,tired of anti-womanist respectability politics. we need a safe space for women can look like they're at the club at an interview #SemST,1
Feminist Movement,"If you're a feminist AND you hate men, please kill yourself. #SemST",0
Feminist Movement,"Women don't make 75% less than men for the same job. Women, on average, make less then men. Look it up feminazis. #EqualPayDay #SemST",0
Feminist Movement,@lucyblakeman12 You need feminism more than you need anything else in your life. You couldn't survive or speak w/o it. #SemST,1
Feminist Movement,"MRAs just tried to ""enlighten"" me, which went about as well as the flight of the Hindenburg. #SemST",1
Feminist Movement,Why do girls/women spend so much time to be pretty and attractive and then complain if they're reduced to a sex symbol? #SemST,0
Feminist Movement,@randomtweetor i hate to break it to u bruh but women do get pretty for us. They get pretty to show other women #feminist #SemST,1
Feminist Movement,"Job should always go to best candidate, regardless of gender. Gender shouldn't even matter anymore, it's 2015! #PaulHenry #SemST",1
Feminist Movement,"What do you say to a woman with two black eyes?  Nothing, she's already been told twice.   #SemST",0
Feminist Movement,Did you know? Gender stereotypes as we know then developed with beginning of the 18. century. #gender #SemST,1
Feminist Movement,the time for gender equality is NOW! #SemST,1
Feminist Movement,"As Chip Kidd announces the readers & asks us to hold their applause, the audience cant hold it back for @GloriaSteinem #poetry #SemST",2
Feminist Movement,Women get paid far more than men to appear in pornography. How come no one is talking about this blatant sexism?!  @amazingatheist #SemST,0
Feminist Movement,You know you're in a patriarchy when women are the ones who are blamed for prostitution #whatisjustice #inequality #SemST,1
Feminist Movement,When is it ok for a married 49-year-old CEO to use his power and influence to shag his 22-year-old intern? #AskHillary #SemST,1
Feminist Movement,I love that girl @EricWynalda on @meganrapinoe_15 What the hell @FOXSports1? Way to diminish women's soccer #USWNT #SemST,1
Feminist Movement,"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced #SemST",1
Feminist Movement,FINALLY A WOMEN RUNNING FOR PRESIDENT #SemST,1
Feminist Movement,"Pissed that I got ""talked to"" but he didn't  #SemST",1
Feminist Movement,"@SirWilliamValen insulting, thinking you can make a switch like that. if it wasn't written for us, it wasn't for us #SemST",2
Feminist Movement,"@Yaahnemba Have you ever thought that maybe ""blue jeans"" hates you? Not everyone in the world is made for each other. #SemST",2
Feminist Movement,I believe that every women should have their own rights!! #SemST,1
Feminist Movement,@TheRuIes @xDirtyDianna why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe #SemST,1
Feminist Movement,It upsets me how people are so narrow-minded when it comes to feminism. STEREOTYPING MEN IS NOT . #SemST,1
Feminist Movement,I am obsessed with becoming a woman comfortable in her skin.  Sandra Cisneros #latinx #woc #SemST,1
