target,text,stance,dataset,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,type,label
healthcare,Report: Justice Dep’t Ready To Block Both Anthem/Cigna And Aetna/Humana Mergers https://t.co/gVj9Fn50sA,0,wtwt,17.0,1.0,5.411764705882353,4.406663717724245,0.9411764705882352,0.8823529411764706,0.2352941176470588,0.4705882352941176,0.6470588235294118,0.0588235294117647,0.0588235294117647,0.0,0.0,1.0,0.1764705882352941,0.0588235294117647,9.2,0.0,0.0588235294117647,0.2,0.5,0.030163126066327,0.0069383583031594,0.0231919698417186,0.5456934571266174,0.0088832238689064,0.0652030035853385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,Icahn to send letter to oppose Cigna-Express Scripts deal: WSJ: Investor Carl Icahn will send an open letter to the… https://t.co/gPgBOJcfK7,0,wtwt,25.0,1.0,4.8,3.566510900025402,0.72,0.52,0.2,0.32,0.48,0.16,0.04,0.0,0.0,1.0,0.2307692307692307,0.04,11.5,0.0,0.04,0.0,0.5,0.731814444065094,0.0066248225048184,0.0719174221158027,0.1180332079529762,0.0036713213194161,0.0250850059092044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
Joe Biden,"#Biden is a racist, rapist and has dementia. He is NEVER getting Americas vote!",0,pstance,18.0,2.0,3.6666666666666665,2.4494897427831783,0.9444444444444444,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3888888888888889,0.2222222222222222,0.0,0.0,0.0555555555555555,1.0,0.3888888888888889,0.1111111111111111,8.211428571428574,1.0,0.0555555555555555,0.0,0.0,0.8022010326385498,0.0017210362711921,0.1294646859169006,0.0095934830605983,0.0347853787243366,0.007065194658935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
Joe Biden,"Omfg #biden please answer the question, stop talking about a Obama, he isnt running -you were... but #yourtimesup #Kamala2020",0,pstance,25.0,1.0,4.28,2.749836358767554,0.88,0.8,0.24,0.36,0.24,0.24,0.04,0.04,0.04,1.0,0.3076923076923077,0.12,7.988684210526319,0.0,0.08,0.0,0.0,0.0377290025353431,0.011440529488027,0.6348419785499573,0.0383258424699306,0.0004251491045579,0.2718559503555298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
Joe Biden,Two questions 1 - Is #FloppyJoe going to talk more than 10 minutes? 2 - If so can The Dr keep her eff trap shut? We all know #Biden will be reading cue cards That's a given,0,pstance,42.0,3.0,3.238095238095238,2.021427169218202,0.9285714285714286,0.8571428571428571,0.3571428571428571,0.1666666666666666,0.1904761904761904,0.2142857142857142,0.0714285714285714,0.0238095238095238,0.0476190476190476,1.0,0.4285714285714285,0.0476190476190476,3.120000000000001,0.4714045207910317,0.0714285714285714,0.5,0.5,0.0921934843063354,0.0191273242235183,0.3495204746723175,0.0384960211813449,0.0020594811066985,0.2241820693016052,0.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,0.972972972972973,0.0,0.0,0.0,0.027027027027027,test,1
Joe Biden,The cruelty in #JoeBiden candidacy is his obvious mental decline &amp; the fact that establish Dems &amp; corporate America continue promoting him regardless of the personal/professional outcome to him &amp; the country. It is shameful. #NoBiden,0,pstance,46.0,3.0,4.565217391304348,3.757034989092164,0.7391304347826086,0.5652173913043478,0.3043478260869565,0.2391304347826087,0.2826086956521739,0.108695652173913,0.108695652173913,0.0217391304347826,0.0869565217391304,1.0,0.2916666666666667,0.0434782608695652,13.718888888888891,14.165686240583852,0.0434782608695652,-0.0333333333333333,0.2333333333333333,0.7380879521369934,0.0030496818944811,0.1400429010391235,0.0533463545143604,0.0624793842434883,0.0013682008720934,2.0,0.0,0.0,1.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
healthcare,"Anthem, Aetna Sued by U.S. Seeking to Block Insurer Mergers https://t.co/Zl1AIntzO3 $ANTM $AET $HUM",0,wtwt,20.0,1.0,4.3,3.579106033634656,0.9,0.85,0.1,0.55,0.6,0.0,0.05,0.0,0.0,1.0,0.1111111111111111,0.15,6.3,0.0,0.1,0.0,0.0,0.0147071480751037,0.0021152263507246,0.0070900754071772,0.9499969482421876,0.0019497270695865,0.0102031091228127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
Joe Biden,"Not enough info to vote and my choice isnt there. Possibly legal, probably not ethical, needs investigation If it was so they could enlist the help of #JoeBiden with the investigation (he got prosecutor fired) #BurismaBiden then also possibly just illegal. If not, then #3",0,pstance,55.0,3.0,4.1454545454545455,3.011602906446284,0.8181818181818182,0.6727272727272727,0.3818181818181818,0.1818181818181818,0.1818181818181818,0.109090909090909,0.0545454545454545,0.2181818181818181,0.0727272727272727,1.0,0.4464285714285714,0.0363636363636363,9.92666666666667,11.575836902790224,0.1272727272727272,-0.08,0.5599999999999999,0.2909486293792724,0.0064487890340387,0.635199248790741,0.0443749129772186,0.0011049482272937,0.0161685105413198,0.0,0.0,2.0,4.0,0.0,1.0,0.972675919532776,39.0,0.0,3.0,0.0,3.0,0.8666666666666667,0.0,0.0666666666666666,0.0,0.0666666666666666,test,1
Hillary Clinton,"@DaGodfather907 @NahBabyNah If Jebb is our candidate, we will hand Hillary the keys to 1600?Penn Ave. #WakeUpAmerica #SemST",0,semeval,25.0,1.0,4.24,3.591991091302984,0.92,0.84,0.28,0.28,0.48,0.04,0.04,0.0,0.08,1.0,0.3181818181818182,0.08,12.407777777777778,0.0,0.08,0.0,0.0,0.0044408682733774,0.0013150532031431,0.9902541041374208,0.001927988952957,0.0001856283633969,0.0010512953158468,0.0,0.0,1.0,0.0,0.0,0.0,0.9673590660095216,16.0,0.0,0.0,0.0,2.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,test,1
healthcare,"Reposted: Anthem-Cigna merger nixed, finally (US) https://t.co/OddHUYc4oY @deetelecare #Anthem #Cigna #mergers",0,wtwt,21.0,1.0,4.761904761904762,4.36331854817345,0.8571428571428571,0.7619047619047619,0.0,0.6666666666666666,0.4285714285714285,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0,1.0,0.05,0.0476190476190476,14.9,0.0,0.0476190476190476,0.0,1.0,0.2857449352741241,0.0643068104982376,0.413590133190155,0.178977370262146,0.0009286357671953,0.0394567102193832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
