feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
N_ratio,0.22887999706016612,,0.0033,0.0052,0.0033 ± 0.0151,0.0052 ± 0.0188,0.09165807068347931
hedge_D_count,0.3280701012340701,,0.0785,0.0496,0.0785 ± 0.4049,0.0496 ± 0.2175,0.06356267631053925
certainty_verbs_count,0.22517802800598746,,0.3223,0.3967,0.3223 ± 0.6533,0.3967 ± 0.6935,0.05611065402626991
certainty_adverbs_count*,0.0012980513402170216,*,0.062,0.1653,0.062 ± 0.2582,0.1653 ± 0.4243,0.04930601269006729
stopword_ratio*,5.4690299008925995e-09,*,0.2051,0.2727,0.2051 ± 0.1294,0.2727 ± 0.1208,0.03398771956562996
avg_word_length*,1.8749537796516958e-10,*,4.9764,4.4348,4.9764 ± 1.0147,4.4348 ± 0.8027,0.03392341732978821
noun_ratio*,2.321641895892322e-09,*,0.4368,0.3593,0.4368 ± 0.1512,0.3593 ± 0.1279,0.033240966498851776
sentence_length_variation,0.14562833260768304,,2.5669,3.0208,2.5669 ± 3.4867,3.0208 ± 3.364,0.03161179646849632
fear*,0.0476558505978432,*,0.3832,0.45,0.3832 ± 0.364,0.45 ± 0.3765,0.030793098732829094
joy*,6.0165714894088186e-05,*,0.0199,0.0664,0.0199 ± 0.043,0.0664 ± 0.1736,0.03077881410717964
punctuation_density*,3.30134769542705e-11,*,0.426,0.3109,0.426 ± 0.2063,0.3109 ± 0.1645,0.030426865443587303
E_ratio,0.346378450662161,,0.0028,0.004,0.0028 ± 0.0128,0.004 ± 0.0164,0.0291752889752388
certainty_adjectives_count*,0.028513650312467564,*,0.2231,0.3306,0.2231 ± 0.5151,0.3306 ± 0.5599,0.028843894600868225
sentiment_polarity*,0.043613777158160574,*,0.0205,0.0628,0.0205 ± 0.2127,0.0628 ± 0.2466,0.02861645817756653
sentence_count*,0.00019003905352519247,*,1.7686,2.1942,1.7686 ± 1.1613,2.1942 ± 1.3231,0.0266912579536438
function_word_ratio*,5.438838663363296e-12,*,0.2467,0.3371,0.2467 ± 0.144,0.3371 ± 0.1373,0.025855716317892075
punctuation_usage*,0.007013743498739556,*,0.0963,0.0807,0.0963 ± 0.0656,0.0807 ± 0.0609,0.02581825852394104
surprise*,0.011502854593865517,*,0.0492,0.0783,0.0492 ± 0.0953,0.0783 ± 0.1506,0.02554316073656082
hedge_C_count*,5.0571607744617e-05,*,17.4504,20.8471,17.4504 ± 8.7268,20.8471 ± 9.5268,0.02533109113574028
disgust,0.7803625363256754,,0.0096,0.0086,0.0096 ± 0.0489,0.0086 ± 0.0275,0.02481834776699543
C_ratio,0.1633800468032366,,0.9913,0.9879,0.9913 ± 0.0246,0.9879 ± 0.0283,0.024371637031435966
adv_ratio*,1.6380162825530632e-05,*,0.0212,0.0377,0.0212 ± 0.0353,0.0377 ± 0.0474,0.021129077300429344
readability_score*,8.405114592987736e-06,*,10.1944,8.5089,10.1944 ± 4.3462,8.5089 ± 3.8744,0.021088840439915657
verb_ratio*,3.6636243856150037e-06,*,0.1088,0.1356,0.1088 ± 0.0644,0.1356 ± 0.0615,0.02042904496192932
hedges_score,0.4046803901243049,,0.1483,0.1753,0.1483 ± 0.3446,0.1753 ± 0.3689,0.019290346652269363
sentiment_subjectivity*,0.0009408317466219432,*,0.2261,0.3112,0.2261 ± 0.281,0.3112 ± 0.2814,0.01920897886157036
std_word_length*,7.400909945110504e-08,*,3.7323,3.2688,3.7323 ± 0.9358,3.2688 ± 0.9298,0.01899896003305912
type_token_ratio*,0.018923866636606387,*,0.9038,0.8863,0.9038 ± 0.082,0.8863 ± 0.0813,0.017852265387773514
adj_ratio,0.43394071478218854,,0.0589,0.0624,0.0589 ± 0.0483,0.0624 ± 0.0493,0.01745549961924553
word_count*,0.00013820602122776657,*,23.2479,27.2025,23.2479 ± 10.827,27.2025 ± 11.7951,0.017317084595561028
doubt_adverbs_count*,7.854084455997472e-05,*,0.1653,0.3554,0.1653 ± 0.434,0.3554 ± 0.6023,0.015993859618902206
anger*,3.1381702958615195e-06,*,0.2714,0.1658,0.2714 ± 0.2764,0.1658 ± 0.2118,0.015434104949235916
subordinate_clause_ratio,0.2160520598223305,,0.0429,0.048,0.0429 ± 0.0448,0.048 ± 0.047,0.014316690154373646
sadness*,0.02329072190066761,*,0.1425,0.1004,0.1425 ± 0.2299,0.1004 ± 0.1739,0.013215964660048485
hapax_legomena*,0.03725981452039576,*,0.8315,0.8066,0.8315 ± 0.1342,0.8066 ± 0.1279,0.010540707968175411
pronoun_ratio*,5.771630971335259e-05,*,0.0264,0.0445,0.0264 ± 0.0469,0.0445 ± 0.0515,0.007263363804668188
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.09286136286971247,,0.0083,0.0289,0.0083 ± 0.0907,0.0289 ± 0.1679,
doubt_adjectives_count,0.21787220329459395,,0.0744,0.1074,0.0744 ± 0.2629,0.1074 ± 0.3234,
hedge_E_count,0.2753887921060759,,0.0496,0.0744,0.0496 ± 0.2175,0.0744 ± 0.2783,
hedge_N_count,0.36245509737779846,,0.0868,0.1198,0.0868 ± 0.3821,0.1198 ± 0.4151,
hedge_I_count,0.10193471093185988,,0.0,0.0165,0.0 ± 0.0,0.0165 ± 0.1569,
D_ratio,0.6992663123874914,,0.0027,0.0022,0.0027 ± 0.0131,0.0022 ± 0.0104,
I_ratio,0.15481819131413735,,0.0,0.0007,0.0 ± 0.0,0.0007 ± 0.0072,
