feature,mi_score
noun_ratio,0.10444571396336011
anger,0.08778728281402359
sentence_length_variation,0.06866511390016816
pronoun_ratio,0.06849155341779478
fear,0.06782066341534398
joy,0.06644674194990507
sentiment_polarity,0.06309237352818453
sentiment_subjectivity,0.06219303286170397
subordinate_clause_ratio,0.060643805933701334
surprise,0.060314600490062764
punctuation_density,0.0572604518410198
word_count,0.05188429851827725
stopword_ratio,0.05104049858319715
disgust,0.047107602051566166
sentence_count,0.04069064495265229
D_ratio,0.03435353748022041
certainty_verbs_count,0.03246893949254814
function_word_ratio,0.02373028476844774
doubt_verbs_count,0.02154096198938582
E_ratio,0.019224445213822605
hedge_C_count,0.018319097231003
hapax_legomena,0.017526402324069545
std_word_length,0.016349942815546914
doubt_adverbs_count,0.014232421629064795
avg_word_length,0.01011208376985473
I_ratio,0.009209061202324342
avg_dependency_depth,0.008570138380758818
readability_score,0.006936854084033772
verb_ratio,0.0059061130921527205
punctuation_usage,0.0019382340156939293
type_token_ratio,0.0
adj_ratio,0.0
adv_ratio,0.0
sadness,0.0
certainty_adverbs_count,0.0
certainty_adjectives_count,0.0
hedge_D_count,0.0
hedges_score,0.0
doubt_adjectives_count,0.0
hedge_E_count,0.0
C_ratio,0.0
hedge_N_count,0.0
hedge_I_count,0.0
N_ratio,0.0
