feature,mi_score
std_word_length,0.08877680011481681
stopword_ratio,0.07894216773341367
joy,0.06804808965983455
avg_word_length,0.06772296506691933
function_word_ratio,0.06447913518745141
hedge_C_count,0.06318661771553646
verb_ratio,0.05812275607507744
anger,0.05796158483800684
readability_score,0.054448253770753574
punctuation_usage,0.05153615722210003
sadness,0.04653211753682118
punctuation_density,0.042481129622484515
noun_ratio,0.037677706114944476
doubt_adverbs_count,0.03670538220658992
fear,0.03463012447534042
disgust,0.0331474374532732
sentiment_subjectivity,0.033112389185728786
adj_ratio,0.031145644416966656
type_token_ratio,0.0306707688630925
surprise,0.030358065464008543
C_ratio,0.028147620523828465
N_ratio,0.026665880844774614
pronoun_ratio,0.025895749953411373
word_count,0.025057682041808915
adv_ratio,0.02423436059180717
sentence_count,0.014290411117882762
sentiment_polarity,0.014223727770543926
certainty_adverbs_count,0.007307839052666187
doubt_adjectives_count,0.001756322731521598
hapax_legomena,0.0
subordinate_clause_ratio,0.0
avg_dependency_depth,0.0
sentence_length_variation,0.0
certainty_adjectives_count,0.0
doubt_verbs_count,0.0
certainty_verbs_count,0.0
hedge_D_count,0.0
hedges_score,0.0
hedge_I_count,0.0
hedge_E_count,0.0
hedge_N_count,0.0
D_ratio,0.0
E_ratio,0.0
I_ratio,0.0
