feature,shap_importance,iteration,stance,model
anger,0.4364858,8,All_Stances,XGBoost
avg_word_length,0.4208103,8,All_Stances,XGBoost
verb_ratio,0.35627228,8,All_Stances,XGBoost
joy,0.3357202,8,All_Stances,XGBoost
sadness,0.3219958,8,All_Stances,XGBoost
disgust,0.31466028,8,All_Stances,XGBoost
subordinate_clause_ratio,0.28749305,8,All_Stances,XGBoost
type_token_ratio,0.2856731,8,All_Stances,XGBoost
hedge_C_count,0.28564256,8,All_Stances,XGBoost
fear,0.27932057,8,All_Stances,XGBoost
surprise,0.2615089,8,All_Stances,XGBoost
std_word_length,0.25816217,8,All_Stances,XGBoost
sentiment_subjectivity,0.24149658,8,All_Stances,XGBoost
readability_score,0.24141432,8,All_Stances,XGBoost
adj_ratio,0.22985712,8,All_Stances,XGBoost
hapax_legomena,0.1949391,8,All_Stances,XGBoost
punctuation_usage,0.18414167,8,All_Stances,XGBoost
function_word_ratio,0.18088771,8,All_Stances,XGBoost
stopword_ratio,0.17099863,8,All_Stances,XGBoost
punctuation_density,0.1648456,8,All_Stances,XGBoost
noun_ratio,0.15729658,8,All_Stances,XGBoost
word_count,0.14316201,8,All_Stances,XGBoost
pronoun_ratio,0.13729721,8,All_Stances,XGBoost
adv_ratio,0.13204516,8,All_Stances,XGBoost
sentiment_polarity,0.119542636,8,All_Stances,XGBoost
sentence_count,0.08806104,8,All_Stances,XGBoost
certainty_adjectives_count,0.086507596,8,All_Stances,XGBoost
certainty_verbs_count,0.06297723,8,All_Stances,XGBoost
sentence_length_variation,0.05177409,8,All_Stances,XGBoost
hedges_score,0.04682242,8,All_Stances,XGBoost
E_ratio,0.0316745,8,All_Stances,XGBoost
doubt_adverbs_count,0.031231495,8,All_Stances,XGBoost
doubt_verbs_count,0.016597707,8,All_Stances,XGBoost
certainty_adverbs_count,0.013770906,8,All_Stances,XGBoost
N_ratio,0.0038627149,8,All_Stances,XGBoost
C_ratio,0.002573248,8,All_Stances,XGBoost
avg_dependency_depth,0.0,8,All_Stances,XGBoost
doubt_adjectives_count,0.0,8,All_Stances,XGBoost
hedge_D_count,0.0,8,All_Stances,XGBoost
hedge_E_count,0.0,8,All_Stances,XGBoost
hedge_N_count,0.0,8,All_Stances,XGBoost
hedge_I_count,0.0,8,All_Stances,XGBoost
D_ratio,0.0,8,All_Stances,XGBoost
I_ratio,0.0,8,All_Stances,XGBoost
