feature,shap_importance,iteration,stance,model
verb_ratio,0.5905515,10,NONE,XGBoost
std_word_length,0.49797684,10,NONE,XGBoost
anger,0.45223078,10,NONE,XGBoost
joy,0.43108204,10,NONE,XGBoost
fear,0.42448157,10,NONE,XGBoost
punctuation_usage,0.40753773,10,NONE,XGBoost
surprise,0.39344934,10,NONE,XGBoost
readability_score,0.34021783,10,NONE,XGBoost
disgust,0.33635145,10,NONE,XGBoost
stopword_ratio,0.26972637,10,NONE,XGBoost
noun_ratio,0.24387775,10,NONE,XGBoost
adj_ratio,0.22710446,10,NONE,XGBoost
sadness,0.22652675,10,NONE,XGBoost
hapax_legomena,0.22535619,10,NONE,XGBoost
punctuation_density,0.2224859,10,NONE,XGBoost
type_token_ratio,0.22224185,10,NONE,XGBoost
hedge_C_count,0.21223022,10,NONE,XGBoost
avg_word_length,0.21188003,10,NONE,XGBoost
adv_ratio,0.17461662,10,NONE,XGBoost
function_word_ratio,0.1675029,10,NONE,XGBoost
subordinate_clause_ratio,0.16410016,10,NONE,XGBoost
sentiment_subjectivity,0.1588231,10,NONE,XGBoost
word_count,0.1351234,10,NONE,XGBoost
sentiment_polarity,0.10518404,10,NONE,XGBoost
pronoun_ratio,0.085135184,10,NONE,XGBoost
certainty_adjectives_count,0.05053076,10,NONE,XGBoost
N_ratio,0.027304709,10,NONE,XGBoost
doubt_verbs_count,0.019895596,10,NONE,XGBoost
sentence_length_variation,0.01661431,10,NONE,XGBoost
C_ratio,0.01309448,10,NONE,XGBoost
hedges_score,0.011322469,10,NONE,XGBoost
doubt_adverbs_count,0.011204604,10,NONE,XGBoost
E_ratio,0.008993225,10,NONE,XGBoost
certainty_adverbs_count,0.008296824,10,NONE,XGBoost
sentence_count,0.0074104606,10,NONE,XGBoost
hedge_N_count,0.0067959754,10,NONE,XGBoost
doubt_adjectives_count,0.006326366,10,NONE,XGBoost
avg_dependency_depth,0.0,10,NONE,XGBoost
hedge_D_count,0.0,10,NONE,XGBoost
certainty_verbs_count,0.0,10,NONE,XGBoost
hedge_E_count,0.0,10,NONE,XGBoost
hedge_I_count,0.0,10,NONE,XGBoost
D_ratio,0.0,10,NONE,XGBoost
I_ratio,0.0,10,NONE,XGBoost
