feature,shap_importance,iteration,stance,model
punctuation_density,1.006202,10,FAVOR,XGBoost
std_word_length,0.7823367,10,FAVOR,XGBoost
joy,0.72524923,10,FAVOR,XGBoost
disgust,0.6431668,10,FAVOR,XGBoost
noun_ratio,0.6208761,10,FAVOR,XGBoost
surprise,0.6179901,10,FAVOR,XGBoost
adj_ratio,0.5615861,10,FAVOR,XGBoost
type_token_ratio,0.41118973,10,FAVOR,XGBoost
sentence_count,0.38397393,10,FAVOR,XGBoost
verb_ratio,0.36498347,10,FAVOR,XGBoost
fear,0.31954345,10,FAVOR,XGBoost
pronoun_ratio,0.3049793,10,FAVOR,XGBoost
sentiment_polarity,0.30447868,10,FAVOR,XGBoost
hedge_C_count,0.26745716,10,FAVOR,XGBoost
sentence_length_variation,0.2662708,10,FAVOR,XGBoost
word_count,0.2640095,10,FAVOR,XGBoost
adv_ratio,0.22815074,10,FAVOR,XGBoost
sentiment_subjectivity,0.18804307,10,FAVOR,XGBoost
sadness,0.18618126,10,FAVOR,XGBoost
avg_word_length,0.17010081,10,FAVOR,XGBoost
anger,0.1576558,10,FAVOR,XGBoost
readability_score,0.09875282,10,FAVOR,XGBoost
function_word_ratio,0.0936409,10,FAVOR,XGBoost
subordinate_clause_ratio,0.08061033,10,FAVOR,XGBoost
hapax_legomena,0.0723532,10,FAVOR,XGBoost
stopword_ratio,0.07216035,10,FAVOR,XGBoost
hedges_score,0.06996111,10,FAVOR,XGBoost
punctuation_usage,0.0644283,10,FAVOR,XGBoost
doubt_adverbs_count,0.049431417,10,FAVOR,XGBoost
certainty_adverbs_count,0.04813717,10,FAVOR,XGBoost
doubt_adjectives_count,0.02667457,10,FAVOR,XGBoost
avg_dependency_depth,0.0,10,FAVOR,XGBoost
doubt_verbs_count,0.0,10,FAVOR,XGBoost
certainty_adjectives_count,0.0,10,FAVOR,XGBoost
certainty_verbs_count,0.0,10,FAVOR,XGBoost
hedge_D_count,0.0,10,FAVOR,XGBoost
hedge_E_count,0.0,10,FAVOR,XGBoost
hedge_I_count,0.0,10,FAVOR,XGBoost
hedge_N_count,0.0,10,FAVOR,XGBoost
C_ratio,0.0,10,FAVOR,XGBoost
D_ratio,0.0,10,FAVOR,XGBoost
E_ratio,0.0,10,FAVOR,XGBoost
I_ratio,0.0,10,FAVOR,XGBoost
N_ratio,0.0,10,FAVOR,XGBoost
