feature,shap_importance,iteration,stance,model
certainty_verbs_count,0.8166227137731257,5,FAVOR,Logistic Regression
function_word_ratio,0.7938775832113523,5,FAVOR,Logistic Regression
hapax_legomena,0.6370456452326991,5,FAVOR,Logistic Regression
sentence_count,0.5618505709255937,5,FAVOR,Logistic Regression
doubt_adverbs_count,0.5509037921486083,5,FAVOR,Logistic Regression
type_token_ratio,0.541283454900618,5,FAVOR,Logistic Regression
pronoun_ratio,0.47691949442983483,5,FAVOR,Logistic Regression
word_count,0.4289038194335335,5,FAVOR,Logistic Regression
stopword_ratio,0.4275867198290188,5,FAVOR,Logistic Regression
noun_ratio,0.3513500538351388,5,FAVOR,Logistic Regression
certainty_adverbs_count,0.34915939915875144,5,FAVOR,Logistic Regression
hedge_E_count,0.30237024032230314,5,FAVOR,Logistic Regression
adj_ratio,0.2929979019358861,5,FAVOR,Logistic Regression
surprise,0.28519404642250884,5,FAVOR,Logistic Regression
anger,0.23881493332229223,5,FAVOR,Logistic Regression
subordinate_clause_ratio,0.18854871217810254,5,FAVOR,Logistic Regression
fear,0.1620969483867868,5,FAVOR,Logistic Regression
readability_score,0.14667713377454342,5,FAVOR,Logistic Regression
doubt_adjectives_count,0.13140347570912092,5,FAVOR,Logistic Regression
hedge_D_count,0.13004042061544274,5,FAVOR,Logistic Regression
punctuation_usage,0.1168312431095249,5,FAVOR,Logistic Regression
joy,0.11156879730581687,5,FAVOR,Logistic Regression
hedges_score,0.09032353472841824,5,FAVOR,Logistic Regression
hedge_C_count,0.0771509914099984,5,FAVOR,Logistic Regression
certainty_adjectives_count,0.07309350337254865,5,FAVOR,Logistic Regression
C_ratio,0.06961993907620911,5,FAVOR,Logistic Regression
E_ratio,0.06504280116637381,5,FAVOR,Logistic Regression
sentence_length_variation,0.059547314480753386,5,FAVOR,Logistic Regression
D_ratio,0.05309620387864851,5,FAVOR,Logistic Regression
adv_ratio,0.049373324650820824,5,FAVOR,Logistic Regression
avg_word_length,0.048297746927241154,5,FAVOR,Logistic Regression
verb_ratio,0.035942555080875904,5,FAVOR,Logistic Regression
sentiment_polarity,0.03502289035795913,5,FAVOR,Logistic Regression
sadness,0.029147997441026103,5,FAVOR,Logistic Regression
N_ratio,0.022747563798199005,5,FAVOR,Logistic Regression
hedge_N_count,0.018486525621668293,5,FAVOR,Logistic Regression
std_word_length,0.017623353452569428,5,FAVOR,Logistic Regression
disgust,0.011617006480149633,5,FAVOR,Logistic Regression
sentiment_subjectivity,0.007595782780345252,5,FAVOR,Logistic Regression
punctuation_density,0.003319258459038901,5,FAVOR,Logistic Regression
doubt_verbs_count,0.001727391080801276,5,FAVOR,Logistic Regression
avg_dependency_depth,0.0,5,FAVOR,Logistic Regression
hedge_I_count,0.0,5,FAVOR,Logistic Regression
I_ratio,0.0,5,FAVOR,Logistic Regression
