feature,shap_importance,iteration,stance,model
noun_ratio,1.7159764,9,FAVOR,XGBoost
punctuation_density,1.3056396,9,FAVOR,XGBoost
sentiment_polarity,0.72404766,9,FAVOR,XGBoost
stopword_ratio,0.47909993,9,FAVOR,XGBoost
surprise,0.4576346,9,FAVOR,XGBoost
adj_ratio,0.44306374,9,FAVOR,XGBoost
avg_word_length,0.4263118,9,FAVOR,XGBoost
type_token_ratio,0.3845515,9,FAVOR,XGBoost
sentence_count,0.38109475,9,FAVOR,XGBoost
sentence_length_variation,0.34842238,9,FAVOR,XGBoost
hedge_C_count,0.33003417,9,FAVOR,XGBoost
verb_ratio,0.32907897,9,FAVOR,XGBoost
fear,0.21610665,9,FAVOR,XGBoost
word_count,0.19656321,9,FAVOR,XGBoost
sadness,0.18373388,9,FAVOR,XGBoost
std_word_length,0.18198459,9,FAVOR,XGBoost
joy,0.1664896,9,FAVOR,XGBoost
pronoun_ratio,0.16547202,9,FAVOR,XGBoost
disgust,0.15627591,9,FAVOR,XGBoost
function_word_ratio,0.1465429,9,FAVOR,XGBoost
subordinate_clause_ratio,0.14133684,9,FAVOR,XGBoost
adv_ratio,0.13727047,9,FAVOR,XGBoost
punctuation_usage,0.10198726,9,FAVOR,XGBoost
sentiment_subjectivity,0.09632622,9,FAVOR,XGBoost
readability_score,0.09448853,9,FAVOR,XGBoost
anger,0.08849796,9,FAVOR,XGBoost
certainty_verbs_count,0.0729028,9,FAVOR,XGBoost
hapax_legomena,0.03741975,9,FAVOR,XGBoost
doubt_adverbs_count,0.036689408,9,FAVOR,XGBoost
avg_dependency_depth,0.0,9,FAVOR,XGBoost
certainty_adverbs_count,0.0,9,FAVOR,XGBoost
certainty_adjectives_count,0.0,9,FAVOR,XGBoost
doubt_verbs_count,0.0,9,FAVOR,XGBoost
doubt_adjectives_count,0.0,9,FAVOR,XGBoost
hedges_score,0.0,9,FAVOR,XGBoost
hedge_D_count,0.0,9,FAVOR,XGBoost
hedge_E_count,0.0,9,FAVOR,XGBoost
hedge_I_count,0.0,9,FAVOR,XGBoost
hedge_N_count,0.0,9,FAVOR,XGBoost
C_ratio,0.0,9,FAVOR,XGBoost
D_ratio,0.0,9,FAVOR,XGBoost
E_ratio,0.0,9,FAVOR,XGBoost
I_ratio,0.0,9,FAVOR,XGBoost
N_ratio,0.0,9,FAVOR,XGBoost
