feature,shap_importance,iteration,stance,model
punctuation_density,1.4710126,9,AGAINST,XGBoost
hedge_C_count,0.75151116,9,AGAINST,XGBoost
joy,0.6033372,9,AGAINST,XGBoost
avg_word_length,0.37354743,9,AGAINST,XGBoost
noun_ratio,0.33020568,9,AGAINST,XGBoost
function_word_ratio,0.31309405,9,AGAINST,XGBoost
sentiment_subjectivity,0.28893563,9,AGAINST,XGBoost
stopword_ratio,0.25770125,9,AGAINST,XGBoost
fear,0.25638583,9,AGAINST,XGBoost
anger,0.25625056,9,AGAINST,XGBoost
disgust,0.25241444,9,AGAINST,XGBoost
sadness,0.24305445,9,AGAINST,XGBoost
adj_ratio,0.24270569,9,AGAINST,XGBoost
subordinate_clause_ratio,0.2420319,9,AGAINST,XGBoost
surprise,0.2297819,9,AGAINST,XGBoost
std_word_length,0.22291705,9,AGAINST,XGBoost
verb_ratio,0.21067053,9,AGAINST,XGBoost
readability_score,0.18167372,9,AGAINST,XGBoost
word_count,0.16087353,9,AGAINST,XGBoost
type_token_ratio,0.15458836,9,AGAINST,XGBoost
hapax_legomena,0.15196478,9,AGAINST,XGBoost
adv_ratio,0.13199888,9,AGAINST,XGBoost
pronoun_ratio,0.11763829,9,AGAINST,XGBoost
sentence_count,0.09809811,9,AGAINST,XGBoost
punctuation_usage,0.08406451,9,AGAINST,XGBoost
sentence_length_variation,0.0760605,9,AGAINST,XGBoost
certainty_adjectives_count,0.056054775,9,AGAINST,XGBoost
sentiment_polarity,0.03953383,9,AGAINST,XGBoost
doubt_adverbs_count,0.03722511,9,AGAINST,XGBoost
C_ratio,0.023627073,9,AGAINST,XGBoost
certainty_verbs_count,0.013775763,9,AGAINST,XGBoost
avg_dependency_depth,0.0,9,AGAINST,XGBoost
certainty_adverbs_count,0.0,9,AGAINST,XGBoost
doubt_verbs_count,0.0,9,AGAINST,XGBoost
hedges_score,0.0,9,AGAINST,XGBoost
doubt_adjectives_count,0.0,9,AGAINST,XGBoost
hedge_D_count,0.0,9,AGAINST,XGBoost
hedge_E_count,0.0,9,AGAINST,XGBoost
hedge_I_count,0.0,9,AGAINST,XGBoost
hedge_N_count,0.0,9,AGAINST,XGBoost
D_ratio,0.0,9,AGAINST,XGBoost
E_ratio,0.0,9,AGAINST,XGBoost
I_ratio,0.0,9,AGAINST,XGBoost
N_ratio,0.0,9,AGAINST,XGBoost
