feature,mean_feat_when_shap_positive,std_feat_when_shap_positive,count_shap_positive,mean_feat_when_shap_negative,std_feat_when_shap_negative,count_shap_negative,overall_mean_feat,overall_std_feat,feature_shap_correlation,total_observations
word_count,-0.2844935152481224,0.8948085421358082,512,0.2175467572505835,0.988525723803667,780,0.018595813350167578,0.9833162051797815,-0.19850814516939544,1292
sentence_count,-0.1720591042069491,0.8181872559084995,741,0.5379753363499238,1.1788289994898915,551,0.13074970132465843,1.048401737919625,0.0642646053204273,1292
avg_word_length,-0.10451487120427498,0.8063514492504601,601,0.06291251492725401,1.0343640374201912,691,-0.014969728931142982,0.9386152420830192,-0.10626065356306057,1292
std_word_length,-0.31383455899677,0.9354574918644571,576,0.46604462948889747,1.1050083244249282,716,0.11835855165008596,1.1029019842734151,-0.4411757079967231,1292
type_token_ratio,-0.44820488454783225,1.0702899396365537,532,0.20555490760360387,0.8716468548309791,760,-0.06364030092934045,1.0106662569121367,-0.41996946722844974,1292
hapax_legomena,-0.26145271450005153,0.9844459397571962,607,0.1013079273539696,0.9633854129678857,685,-0.06912218843967655,0.9896731220162869,-0.20870888739156176,1292
stopword_ratio,-0.5160934193187277,0.951778446354417,503,0.23681359499750773,0.8962852448084376,789,-0.056307324662760325,0.9886659601129294,-0.4768347915485407,1292
punctuation_density,0.186768701212955,0.9940230287048846,600,-0.0511024967101312,0.9957981530465891,692,0.05936400387334542,1.0016445731099775,-0.0676025930313359,1292
noun_ratio,-0.5170237661641622,0.7691401541927134,665,0.2797311407422675,0.9100745135833634,627,-0.1303632966360419,0.9298189969197106,-0.4423174657413015,1292
verb_ratio,-0.16243643673673633,0.8828988322681518,737,0.43780595139460815,1.3067983710009312,555,0.09540762318036598,1.124979489955931,-0.18758454130253271,1292
adj_ratio,-0.5094651587051839,0.7626737286183868,608,0.4433126962718095,0.8581173864771806,684,-0.005053353129128595,0.9430787493737748,-0.6034249857717838,1292
