index,confidence_score,actual_outcome
0,0.35714285714285715,Correct
1,0.4074074074074074,Correct
3,0.3793103448275862,Correct
4,0.35714285714285715,Correct
5,0.35714285714285715,Correct
6,0.35714285714285715,Correct
7,0.3898305084745763,Correct
8,0.8571428571428571,Correct
9,0.8571428571428571,Correct
10,0.8571428571428571,Correct
11,0.8571428571428571,Correct
12,0.35714285714285715,Correct
13,0.4074074074074074,Correct
14,0.4074074074074074,Correct
15,0.35714285714285715,Correct
16,0.35714285714285715,Correct
17,0.3793103448275862,Correct
19,0.8571428571428571,Correct
20,0.35714285714285715,Correct
21,0.8571428571428571,Correct
22,0.8571428571428571,Correct
23,0.3793103448275862,Correct
24,0.35714285714285715,Correct
25,0.3793103448275862,Correct
26,0.8571428571428571,Correct
27,0.8571428571428571,Correct
28,0.35714285714285715,Correct
29,0.8571428571428571,Correct
30,0.4074074074074074,Correct
31,0.4074074074074074,Correct
32,0.8571428571428571,Correct
33,0.3793103448275862,Correct
35,0.35714285714285715,Correct
36,0.8571428571428571,Correct
37,0.4074074074074074,Correct
38,0.4074074074074074,Correct
39,0.8571428571428571,Correct
40,0.8571428571428571,Correct
41,0.4074074074074074,Correct
42,0.3793103448275862,Correct
43,0.3793103448275862,Correct
44,0.4074074074074074,Correct
47,0.3793103448275862,Correct
48,0.35714285714285715,Correct
49,0.8571428571428571,Correct
50,0.35714285714285715,Misclassified
51,0.35714285714285715,Correct
52,0.8571428571428571,Correct
53,0.3793103448275862,Correct
54,0.3793103448275862,Correct
55,0.8571428571428571,Correct
56,0.35714285714285715,Correct
57,0.8571428571428571,Correct
58,0.35714285714285715,Correct
59,0.35714285714285715,Correct
60,0.35714285714285715,Correct
62,0.35714285714285715,Correct
63,0.35714285714285715,Correct
64,0.8571428571428571,Correct
65,0.3793103448275862,Correct
66,0.8571428571428571,Correct
67,0.5573770491803278,Misclassified
68,0.3793103448275862,Correct
69,0.35714285714285715,Correct
70,0.4074074074074074,Correct
72,0.35714285714285715,Correct
73,0.35714285714285715,Correct
75,0.35714285714285715,Correct
76,0.8571428571428571,Correct
77,0.4074074074074074,Correct
78,0.35714285714285715,Correct
79,0.8571428571428571,Correct
80,0.3793103448275862,Correct
81,0.8571428571428571,Correct
82,0.35714285714285715,Correct
84,0.35714285714285715,Correct
85,0.3793103448275862,Correct
86,0.35714285714285715,Correct
87,0.8571428571428571,Correct
88,0.8571428571428571,Correct
89,0.8571428571428571,Correct
90,0.35714285714285715,Correct
91,0.3793103448275862,Correct
92,0.3793103448275862,Correct
93,0.4074074074074074,Correct
94,0.8571428571428571,Correct
95,0.3793103448275862,Correct
96,0.35714285714285715,Correct
97,0.4074074074074074,Correct
98,0.8571428571428571,Correct
99,0.35714285714285715,Correct
100,0.4074074074074074,Correct
101,0.4074074074074074,Correct
102,0.3793103448275862,Correct
103,0.3793103448275862,Correct
104,0.3793103448275862,Correct
105,0.35714285714285715,Correct
106,0.35714285714285715,Correct
107,0.8571428571428571,Correct
108,0.4074074074074074,Correct
109,0.4074074074074074,Correct
110,0.4074074074074074,Correct
111,0.35714285714285715,Correct
112,0.35714285714285715,Correct
113,0.35714285714285715,Correct
114,0.3793103448275862,Correct
116,0.8571428571428571,Correct
117,0.8571428571428571,Correct
118,0.4074074074074074,Correct
119,0.35714285714285715,Correct
120,0.35714285714285715,Correct
121,0.3793103448275862,Correct
122,0.35714285714285715,Correct
123,0.3793103448275862,Correct
124,0.5573770491803278,Correct
125,0.3793103448275862,Correct
126,0.4074074074074074,Correct
127,0.35714285714285715,Correct
