iteration,stance,feature,correct_mean,incorrect_mean,correct_std,incorrect_std,p_value,significant
1,All_Stances,word_count,21.73502722323049,25.00263852242744,5.800205948473907,11.60137072954882,1.560087290516953e-09,*
1,All_Stances,sentence_count,1.3938294010889292,1.849604221635884,0.678955106246091,1.2113809064386543,3.47984926941038e-15,*
1,All_Stances,avg_word_length,4.748288287703591,4.7132840714519535,0.7659003810468132,0.8786478605373514,0.45305562975650004,
1,All_Stances,std_word_length,3.6948888809562552,3.561413627464631,0.7704180679402902,0.9037344986124003,0.0051168751388453795,*
1,All_Stances,type_token_ratio,0.9130382943040206,0.9018547791172231,0.08118166923452533,0.08209896463481524,0.01462957135386165,*
1,All_Stances,hapax_legomena,0.8465439677572596,0.829148157380702,0.12978449549839632,0.13195635018050098,0.017877189044280824,*
1,All_Stances,stopword_ratio,0.2096291889474211,0.232718921365719,0.11669278308756768,0.12240430044858126,0.0006088509857770669,*
1,All_Stances,punctuation_density,0.4088947891921194,0.35978071772177705,0.17468928704566988,0.1715931546115398,4.45891333125826e-07,*
1,All_Stances,noun_ratio,0.46347777537558454,0.4125169033807513,0.12506886833521008,0.1473696077994998,6.965859436995212e-11,*
1,All_Stances,verb_ratio,0.10036083136180955,0.12105799761136227,0.06708672929719388,0.0705990809476839,1.0548231562164642e-07,*
1,All_Stances,adj_ratio,0.06354065964316646,0.058406259475734405,0.04915183644903228,0.04944637198289846,0.0631882816827273,
1,All_Stances,adv_ratio,0.02269382509858804,0.02810309502910103,0.038070772133461356,0.03971640167497201,0.01343276916375118,*
1,All_Stances,pronoun_ratio,0.019797741750580213,0.030351886479231583,0.034394929303685644,0.04349886553977569,2.5830668637093055e-06,*
1,All_Stances,avg_dependency_depth,1.0,1.0,0.0,0.0,,
1,All_Stances,function_word_ratio,0.2698599199659818,0.289510195029699,0.13348481603542398,0.14001747599530448,0.010690221633078995,*
1,All_Stances,punctuation_usage,0.08427815572160569,0.08321519495141597,0.05750837223077222,0.058730619766806845,0.7443786339631924,
1,All_Stances,readability_score,9.396733212341198,9.38617797353744,3.711342349604475,3.959956706901953,0.9610228331982537,
1,All_Stances,sentence_length_variation,1.2876052598088303,2.3611419745213578,2.369049738918337,3.410383938011464,2.8288749227740083e-10,*
1,All_Stances,subordinate_clause_ratio,0.03972169803382704,0.04276427073927122,0.04916377061332348,0.04735467773179331,0.25896951237749877,
1,All_Stances,sentiment_polarity,0.07739315011717461,0.04934062659037923,0.22714856558797755,0.22589451327809953,0.027066230828604085,*
1,All_Stances,sentiment_subjectivity,0.2856499621824032,0.2817653415674523,0.3253331596795593,0.2997476670606703,0.8233530032119829,
1,All_Stances,anger,0.0894865156357352,0.14111513507983703,0.17075070340964324,0.21631361138943567,3.694336699428961e-06,*
1,All_Stances,joy,0.15852516684229037,0.08255042698087492,0.21458637909924186,0.16742994527814872,1.0776057888816367e-12,*
1,All_Stances,fear,0.16715971585963185,0.38058080447630066,0.27658243128858956,0.3816990717068918,1.0324876882543049e-27,*
1,All_Stances,sadness,0.1163956505686345,0.09487419316620688,0.20507793563946208,0.17495807682937387,0.04131076853029709,*
1,All_Stances,disgust,0.012287515365399631,0.010624384234525249,0.06962022840626123,0.06240100293427584,0.6504064952664574,
1,All_Stances,surprise,0.16550065774577052,0.1124023252811392,0.16892698631931807,0.1670562811742653,1.9580323168560967e-08,*
1,All_Stances,certainty_adverbs_count,0.11978221415607986,0.12532981530343007,0.381609924269889,0.36180537245579786,0.7890290678959919,
1,All_Stances,certainty_verbs_count,0.2014519056261343,0.29155672823219,0.4565460018154082,0.6000505956878289,0.0031619368950620065,*
1,All_Stances,certainty_adjectives_count,0.22686025408348456,0.23087071240105542,0.4873723016704701,0.4747211172268445,0.881406052870781,
1,All_Stances,doubt_adverbs_count,0.2540834845735027,0.29815303430079154,0.5016850010618028,0.5844951917043657,0.1534659276134686,
1,All_Stances,doubt_verbs_count,0.023593466424682397,0.018469656992084433,0.15191675313969655,0.1347311271422393,0.5199784769385541,
1,All_Stances,doubt_adjectives_count,0.07078039927404718,0.12137203166226913,0.27048631095697434,0.34639828842438547,0.004390239498875691,*
1,All_Stances,hedges_score,0.18523831008350353,0.16074339797754716,0.37605748159015573,0.35339014743632824,0.22841970479928114,
1,All_Stances,hedge_C_count,16.297640653357533,18.927440633245382,4.655629423875292,8.767585403682697,1.9810742263697133e-10,*
1,All_Stances,hedge_D_count,0.030852994555353903,0.044854881266490766,0.17307643656940072,0.20712198473688526,0.19645768961667381,
1,All_Stances,hedge_E_count,0.10163339382940109,0.07651715039577836,0.33113724137927947,0.2757528550892765,0.13543512280898073,
1,All_Stances,hedge_I_count,0.003629764065335753,0.009234828496042216,0.06019272791880985,0.14046232494833372,0.3791612608312943,
1,All_Stances,hedge_N_count,0.06715063520871144,0.07651715039577836,0.33714153083420634,0.3515619145446724,0.6283554516505966,
1,All_Stances,C_ratio,0.9874303950883869,0.9902481692601683,0.03144152024494676,0.024787291862266154,0.07026771366282257,
1,All_Stances,D_ratio,0.001803894062184828,0.0021577439368195782,0.010895564469484687,0.010651909405140698,0.5568452929702792,
1,All_Stances,E_ratio,0.006773326029742914,0.004229276966633687,0.02263193719277551,0.016455284138100202,0.018673507019607877,*
1,All_Stances,I_ratio,0.00020525451559934302,0.00029044073849700854,0.003520056461098265,0.00462917410861715,0.7170820024297055,
1,All_Stances,N_ratio,0.0037871303040860993,0.003074369097881461,0.019930897945006833,0.01440385925923644,0.45273008832020367,
1,FAVOR,word_count,20.82442748091603,26.238341968911918,5.337070524649748,10.87740305572129,2.384190750424275e-07,*
1,FAVOR,sentence_count,1.251908396946565,1.8652849740932642,0.5730285460788639,1.0956766586186804,1.0119199790946704e-08,*
1,FAVOR,avg_word_length,4.85387997959283,4.644302103744343,0.623785842183661,0.812395665717275,0.01309864895895693,*
1,FAVOR,std_word_length,3.921401787037219,3.567619359143754,0.6183831325677921,0.8992429726588096,0.00010947300959601706,*
1,FAVOR,type_token_ratio,0.9227627823466719,0.9024500279049814,0.07243840573873021,0.07573921569444315,0.016468702892976837,*
1,FAVOR,hapax_legomena,0.8582152024897887,0.8263247099753211,0.12829280003532814,0.1274673291438103,0.028211282372652146,*
1,FAVOR,stopword_ratio,0.19657276407108695,0.24790504487203946,0.09861972540946529,0.11035545146950267,2.3960605424310143e-05,*
1,FAVOR,punctuation_density,0.45091859595212747,0.3419316432202771,0.1621287463865063,0.16622204619722616,1.2103208561666006e-08,*
1,FAVOR,noun_ratio,0.487193945464609,0.4051598618004924,0.10407729272113214,0.1432643234240444,4.083887004326721e-08,*
1,FAVOR,verb_ratio,0.09085881407905598,0.11604251949807123,0.05820503815869876,0.07374826227751034,0.001166708322407174,*
1,FAVOR,adj_ratio,0.07046143382297088,0.06074171326835531,0.046437861715281366,0.04782137441042204,0.07022607880454312,
1,FAVOR,adv_ratio,0.01923443172497683,0.029196600233010222,0.0351641555089398,0.0365468460866919,0.015026600578840432,*
1,FAVOR,pronoun_ratio,0.005543648519858932,0.029719384180111164,0.016824718237952167,0.03731594582631244,2.0520331267677502e-11,*
1,FAVOR,avg_dependency_depth,1.0,1.0,0.0,0.0,,
1,FAVOR,function_word_ratio,0.2570484840944211,0.30735094194431944,0.11289392131639818,0.1307513563439064,0.00038531071118626335,*
1,FAVOR,punctuation_usage,0.0863495152901749,0.0851190687598557,0.0447255973924925,0.05910190562804446,0.8399085499442323,
1,FAVOR,readability_score,10.05648854961832,9.562675436532109,3.2095554265982607,3.9900075177943632,0.2386233073870862,
1,FAVOR,sentence_length_variation,0.8048603932918882,2.7654927739282473,1.9549397223484488,3.8856682119227615,1.8198479514591577e-07,*
1,FAVOR,subordinate_clause_ratio,0.03073752258216946,0.043446580054187306,0.040396318861830094,0.04801921879789694,0.01329761597490857,*
1,FAVOR,sentiment_polarity,0.07974434916228808,0.06498132267967112,0.16182808372495652,0.2426167716784695,0.5421380752326532,
1,FAVOR,sentiment_subjectivity,0.2040877697366247,0.322613240722049,0.291494457533094,0.29650171856223795,0.0004340652403135385,*
1,FAVOR,anger,0.03570644685799493,0.12705590954795962,0.08142129240108084,0.23318150659343861,2.1971418699446008e-05,*
1,FAVOR,joy,0.2392976128119435,0.11116632635716028,0.19171445592443173,0.1993325966015856,1.9002053770325303e-08,*
1,FAVOR,fear,0.0979932491127259,0.3401409222743199,0.18960919231754872,0.38070406791898725,7.645575676051693e-11,*
1,FAVOR,sadness,0.06835362353923777,0.08210815794867281,0.1414390265365588,0.17015891676481157,0.4458644613372297,
1,FAVOR,disgust,0.001726499736888409,0.01819874885627136,0.0013279993371132037,0.0979748741148994,0.0553332743380635,
1,FAVOR,surprise,0.21317204696886982,0.14368972102622862,0.14101716455937152,0.19341168270318268,0.00048639009065623936,*
1,FAVOR,certainty_adverbs_count,0.030534351145038167,0.13471502590673576,0.17271280286203558,0.3714933919221124,0.0029442633571749068,*
1,FAVOR,certainty_verbs_count,0.030534351145038167,0.32124352331606215,0.17271280286203558,0.6538463980649596,1.0884794087638688e-06,*
1,FAVOR,certainty_adjectives_count,0.13740458015267176,0.27461139896373055,0.367179662136335,0.5023154504336761,0.007792654522000588,*
1,FAVOR,doubt_adverbs_count,0.26717557251908397,0.36787564766839376,0.5087605977866668,0.680382968963773,0.1502615232533891,
1,FAVOR,doubt_verbs_count,0.007633587786259542,0.015544041450777202,0.08737040566610378,0.12402469251053035,0.5283193866802312,
1,FAVOR,doubt_adjectives_count,0.10687022900763359,0.16062176165803108,0.3101341743614693,0.40838047382185616,0.20255347504808313,
1,FAVOR,hedges_score,0.20017582087116387,0.16983695320514816,0.38685549391964824,0.35832664299327166,0.4695171858255075,
1,FAVOR,hedge_C_count,15.702290076335878,20.196891191709845,4.421441909757755,9.190268328598506,3.5157138682601786e-07,*
1,FAVOR,hedge_D_count,0.007633587786259542,0.04145077720207254,0.08737040566610378,0.19984882023648187,0.06945857855368978,
1,FAVOR,hedge_E_count,0.1297709923664122,0.07253886010362694,0.3999412757832848,0.2793636365935574,0.13032369197774116,
1,FAVOR,hedge_I_count,0.0,0.0,0.0,0.0,,
1,FAVOR,hedge_N_count,0.0,0.08808290155440414,0.0,0.40506294954184235,0.013364856448291083,*
1,FAVOR,C_ratio,0.9905528093239317,0.991496689410792,0.02782082284056418,0.022122129663895266,0.7346925461832812,
1,FAVOR,D_ratio,0.0005089058524173023,0.001904156601943815,0.005824693711073579,0.00950773739073371,0.13483231301525703,
1,FAVOR,E_ratio,0.00893828482365102,0.003334342379522762,0.027372223116002795,0.013218433575685189,0.014625617598063129,*
1,FAVOR,I_ratio,0.0,0.0,0.0,0.0,,
1,FAVOR,N_ratio,0.0,0.0032648116077412543,0.0,0.014738445262599533,0.01174692571073765,*
1,AGAINST,word_count,18.762886597938145,27.202479338842974,5.6250429551624475,11.795117935204397,6.79595498313758e-11,*
1,AGAINST,sentence_count,1.1958762886597938,2.1942148760330578,0.4924254439703698,1.3230668208967635,3.3002244890359932e-12,*
1,AGAINST,avg_word_length,5.3881800023631845,4.4348338444901385,0.8977379339138808,0.8026860762524323,2.8086650054086027e-19,*
1,AGAINST,std_word_length,4.178951743321045,3.268771222505437,0.5409247747805758,0.9298140448742056,1.2358704233105747e-17,*
1,AGAINST,type_token_ratio,0.9186697254868104,0.8863036137284036,0.08463291917594018,0.08132754620619273,0.001173491831430436,*
1,AGAINST,hapax_legomena,0.8592218062262608,0.8065625038938179,0.1315869110605466,0.12786958597124493,0.0007588460975551283,*
1,AGAINST,stopword_ratio,0.13820608723695665,0.2727139987307114,0.08147485113638957,0.12080257638134172,4.605507951625619e-21,*
1,AGAINST,punctuation_density,0.5147790277737511,0.3108659221778232,0.14724295020232767,0.1644516021163655,6.30778230694604e-23,*
1,AGAINST,noun_ratio,0.5243062504778703,0.3592898497187667,0.1081633689060872,0.12794726964552333,5.922201362797758e-25,*
1,AGAINST,verb_ratio,0.09183967114663405,0.13564385000165027,0.062406382405515326,0.06150868304277055,8.779531069774646e-09,*
1,AGAINST,adj_ratio,0.059310386473293314,0.06237384956461382,0.054323574649555374,0.04928688609425477,0.6159357776372449,
1,AGAINST,adv_ratio,0.010950236027791523,0.03772874848914163,0.025529789601229362,0.04738187280495573,2.500678785004054e-07,*
1,AGAINST,pronoun_ratio,0.003424383939847856,0.044537589955703026,0.012686426038816093,0.05147619873143661,9.844003618940067e-14,*
1,AGAINST,avg_dependency_depth,1.0,1.0,0.0,0.0,,
1,AGAINST,function_word_ratio,0.19389350672582417,0.33713756529409483,0.11104074601039651,0.1373329741563909,5.905187284399058e-18,*
1,AGAINST,punctuation_usage,0.0861888203535479,0.08067046099006413,0.044765027227318475,0.060904528413807564,0.41920472395965713,
1,AGAINST,readability_score,11.52680412371134,8.508907511522706,3.6318187438687177,3.8743819331034195,1.628482667252416e-10,*
1,AGAINST,sentence_length_variation,0.5977599011422736,3.0207887302156577,1.5507660692066592,3.3639746379841724,4.616808507066292e-11,*
1,AGAINST,subordinate_clause_ratio,0.036945222857959634,0.04803014375675796,0.042344100848856175,0.04695289918536076,0.04428177086269303,*
1,AGAINST,sentiment_polarity,0.024110397048541378,0.06282911669081608,0.18909703860002264,0.2466308149034234,0.16527961267247895,
1,AGAINST,sentiment_subjectivity,0.16860504901742016,0.31121812626461387,0.27972180293625987,0.28136327845591136,3.0818434644670436e-05,*
1,AGAINST,anger,0.20362506800849645,0.16580925156431628,0.2456159705975589,0.21178077109408444,0.1571671733859966,
1,AGAINST,joy,0.041526593848794036,0.0664355424506982,0.08728343236227239,0.17363168082910405,0.1793523021648962,
1,AGAINST,fear,0.2853100822672017,0.4500181009903481,0.32667785142450256,0.37652737649117046,0.00018869895585843703,*
1,AGAINST,sadness,0.1813661846711502,0.10036515075884649,0.24332369320293734,0.17393898257046855,0.0006662860145307056,*
1,AGAINST,disgust,0.003593095058584826,0.008638694285583911,0.0038017530918383717,0.02751772880300363,0.07316017261229885,
1,AGAINST,surprise,0.08794139243947992,0.07829204541022505,0.1112626767442648,0.15062343989231933,0.5681479021835965,
1,AGAINST,certainty_adverbs_count,0.030927835051546393,0.1652892561983471,0.17402156519994635,0.4243052889422199,0.0027509307360986703,*
1,AGAINST,certainty_verbs_count,0.08247422680412371,0.39669421487603307,0.27651488404723595,0.6935307326008192,2.024819336596551e-05,*
1,AGAINST,certainty_adjectives_count,0.041237113402061855,0.3305785123966942,0.19987109247774532,0.559911518677715,1.1163991048513561e-06,*
1,AGAINST,doubt_adverbs_count,0.12371134020618557,0.35537190082644626,0.36106705167816144,0.6023398929118446,0.0004569239701533864,*
1,AGAINST,doubt_verbs_count,0.0,0.028925619834710745,0.0,0.1679448716746462,0.0910389132680983,
1,AGAINST,doubt_adjectives_count,0.061855670103092786,0.10743801652892562,0.28189954585257854,0.3234064768277543,0.22515551814308274,
1,AGAINST,hedges_score,0.17715221520551702,0.1753326984476452,0.3731619991796684,0.36892247141156415,0.9673948734532447,
1,AGAINST,hedge_C_count,13.525773195876289,20.84710743801653,4.0468423480153906,9.52684413818251,2.0311642923992196e-12,*
1,AGAINST,hedge_D_count,0.020618556701030927,0.049586776859504134,0.14284180084530063,0.21753960556734975,0.22693330155772762,
1,AGAINST,hedge_E_count,0.10309278350515463,0.0743801652892562,0.3380253960649699,0.278266395428677,0.42094062405896193,
1,AGAINST,hedge_I_count,0.0,0.01652892561983471,0.0,0.15691375511958436,0.3006960564463372,
1,AGAINST,hedge_N_count,0.010309278350515464,0.11983471074380166,0.10153461651336187,0.41509281763829076,0.01071993969910039,*
1,AGAINST,C_ratio,0.9903491184040001,0.9878981314828755,0.028694694123808345,0.028336117061111412,0.47376346660707125,
1,AGAINST,D_ratio,0.002160039273441334,0.0022438543438127487,0.015942614555955737,0.01040004382796371,0.9545838863663243,
1,AGAINST,E_ratio,0.006975378405032741,0.004014579890687149,0.0230505124279418,0.01638957433656101,0.1846030949835064,
1,AGAINST,I_ratio,0.0,0.0006617937181022004,0.0,0.007224869800547227,0.368046755852245,
1,AGAINST,N_ratio,0.0005154639175257732,0.005181640564522423,0.0050767308256680944,0.018764033355866034,0.01639511888990429,*
1,NONE,word_count,22.9969040247678,22.61609907120743,5.6510860012802615,11.46617985153163,0.5925677016067026,
1,NONE,sentence_count,1.5108359133126934,1.5820433436532508,0.740807169114756,1.1236805255860456,0.3420361145951245,
