feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio*,-0.6368586518510043,0.03816394507884979,0.9822 ± 0.0343,0.9913 ± 0.0234
D_ratio,0.07417237848194454,0.0,0.0026 ± 0.0118,0.0022 ± 0.0115
E_ratio,0.17109413948692767,0.008416642434895039,0.0058 ± 0.0199,0.0049 ± 0.0182
I_ratio,0.49448758111011587,0.0,0.0004 ± 0.0039,0.0002 ± 0.0033
N_ratio*,0.6408853850646221,0.06636063754558563,0.009 ± 0.0272,0.0014 ± 0.0094
adj_ratio,0.3701710361196455,0.018578190356492996,0.0576 ± 0.0445,0.054 ± 0.0503
adv_ratio*,0.3420816488291841,0.026957575231790543,0.0321 ± 0.0419,0.0202 ± 0.0332
anger*,-0.01653044196632754,0.022621724754571915,0.0893 ± 0.1898,0.131 ± 0.2082
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-1.101270025724758,0.06252815574407578,4.5105 ± 0.6329,4.9631 ± 0.903
certainty_adjectives_count*,0.28838212826787984,0.009234779514372349,0.2972 ± 0.5271,0.13 ± 0.3548
certainty_adverbs_count,-0.11362416593246975,0.01145729050040245,0.1269 ± 0.3771,0.0898 ± 0.297
certainty_verbs_count,0.11501046238271369,0.0,0.2508 ± 0.4943,0.195 ± 0.4619
disgust,0.21948112445361073,0.02257598750293255,0.0137 ± 0.0758,0.0076 ± 0.0531
doubt_adjectives_count,-0.20834331379328883,0.02539719082415104,0.096 ± 0.3054,0.1084 ± 0.3211
doubt_adverbs_count*,-0.006499226175589885,0.004282820504158735,0.2972 ± 0.5271,0.2136 ± 0.493
doubt_verbs_count*,0.05092851366520687,0.0,0.0464 ± 0.2108,0.0124 ± 0.1108
fear*,-0.3351748701542784,0.06409475952386856,0.1776 ± 0.2954,0.3527 ± 0.3803
function_word_ratio*,0.9562171786236034,0.06484892219305038,0.3188 ± 0.1307,0.2432 ± 0.1332
hapax_legomena,0.5629146975062674,0.03206821158528328,0.8585 ± 0.1087,0.8478 ± 0.1352
hedge_C_count,-0.01105801714227159,0.009861201047897339,17.4923 ± 4.3054,16.7307 ± 7.3382
hedge_D_count,-0.24420973645716734,0.0,0.0495 ± 0.2173,0.0433 ± 0.2039
hedge_E_count,-0.32792239863241074,0.0,0.096 ± 0.3251,0.0805 ± 0.2725
hedge_I_count,-0.5067230208867489,0.0,0.0093 ± 0.0961,0.0093 ± 0.1669
hedge_N_count*,-0.5568918464162504,0.0,0.1703 ± 0.5157,0.0372 ± 0.2464
hedges_score*,-0.21315585354613384,0.016322296112775803,0.2227 ± 0.4009,0.1444 ± 0.3387
joy*,0.29064531425795076,0.03449103608727455,0.1451 ± 0.2121,0.0775 ± 0.1376
noun_ratio*,0.7116569815519953,0.026856401935219765,0.4327 ± 0.1232,0.4568 ± 0.1498
pronoun_ratio*,0.06786305017531587,0.020961854606866837,0.0313 ± 0.0364,0.0201 ± 0.0371
punctuation_density*,-0.07474504990030997,0.021490316838026047,0.3571 ± 0.1572,0.4071 ± 0.1681
punctuation_usage,0.22316720208818827,0.028484050184488297,0.0839 ± 0.0616,0.084 ± 0.0569
readability_score*,-0.11138828478535547,0.018271952867507935,8.2839 ± 3.3019,9.938 ± 3.9033
sadness,0.15256323129754523,0.015015272423624992,0.1133 ± 0.215,0.0984 ± 0.1787
sentence_count,-0.4302643948093819,0.023204592987895012,1.6006 ± 0.8552,1.582 ± 1.1237
sentence_length_variation,0.10075850673041437,0.03087315335869789,1.9194 ± 2.7243,1.6253 ± 2.9837
sentiment_polarity,-0.054194954960463976,0.03159496188163757,0.0523 ± 0.2617,0.0299 ± 0.1967
sentiment_subjectivity*,0.21288061061839453,0.03422100096940994,0.3239 ± 0.3329,0.2353 ± 0.3094
std_word_length*,0.5813859037675133,0.024432195350527763,3.4873 ± 0.7508,3.777 ± 0.8245
stopword_ratio*,-0.17370634335761953,0.023812836036086082,0.2468 ± 0.1169,0.1937 ± 0.119
subordinate_clause_ratio*,0.10145275803499969,0.014670335687696934,0.0492 ± 0.0573,0.0384 ± 0.047
surprise*,0.12447335526076977,0.03066176362335682,0.1977 ± 0.2176,0.1193 ± 0.1575
type_token_ratio,-0.5327177828330162,0.019613532349467278,0.9204 ± 0.0677,0.9132 ± 0.0846
verb_ratio,-0.2101429176570035,0.04357247054576874,0.1087 ± 0.0682,0.1131 ± 0.0735
word_count,-0.11729747049560876,0.05400190129876137,23.1517 ± 5.3914,22.6161 ± 11.4662
