feature,shap_importance,iteration,stance,model
avg_word_length,0.8114475822155232,2,All_Stances,Logistic Regression
noun_ratio,0.5728036788532799,2,All_Stances,Logistic Regression
fear,0.4913623429438621,2,All_Stances,Logistic Regression
std_word_length,0.398531945903103,2,All_Stances,Logistic Regression
stopword_ratio,0.30248838178209225,2,All_Stances,Logistic Regression
word_count,0.29724310011442595,2,All_Stances,Logistic Regression
punctuation_density,0.24260417183536698,2,All_Stances,Logistic Regression
C_ratio,0.22370101207495666,2,All_Stances,Logistic Regression
adj_ratio,0.2148693582540811,2,All_Stances,Logistic Regression
N_ratio,0.19414396149999769,2,All_Stances,Logistic Regression
hedge_N_count,0.19406597172518275,2,All_Stances,Logistic Regression
hedge_C_count,0.19355682749181954,2,All_Stances,Logistic Regression
sentence_count,0.18517160204042074,2,All_Stances,Logistic Regression
hedges_score,0.10845843887824629,2,All_Stances,Logistic Regression
certainty_adverbs_count,0.10067542793020728,2,All_Stances,Logistic Regression
certainty_adjectives_count,0.0942727723342446,2,All_Stances,Logistic Regression
surprise,0.09397525027637749,2,All_Stances,Logistic Regression
joy,0.08127908350130472,2,All_Stances,Logistic Regression
type_token_ratio,0.07867068374680729,2,All_Stances,Logistic Regression
anger,0.07787045743104255,2,All_Stances,Logistic Regression
doubt_adjectives_count,0.07496359829136665,2,All_Stances,Logistic Regression
sentiment_subjectivity,0.06686799832293142,2,All_Stances,Logistic Regression
hedge_E_count,0.06103458780134813,2,All_Stances,Logistic Regression
sadness,0.05987147230932638,2,All_Stances,Logistic Regression
verb_ratio,0.054328767210491805,2,All_Stances,Logistic Regression
subordinate_clause_ratio,0.05352617005065792,2,All_Stances,Logistic Regression
hapax_legomena,0.04645134801801438,2,All_Stances,Logistic Regression
sentence_length_variation,0.04321946237263338,2,All_Stances,Logistic Regression
adv_ratio,0.04243272112474443,2,All_Stances,Logistic Regression
doubt_adverbs_count,0.041466782002778924,2,All_Stances,Logistic Regression
E_ratio,0.03225330684308249,2,All_Stances,Logistic Regression
function_word_ratio,0.030500943766836184,2,All_Stances,Logistic Regression
readability_score,0.027219060636687126,2,All_Stances,Logistic Regression
sentiment_polarity,0.023180164085249148,2,All_Stances,Logistic Regression
D_ratio,0.013815218470882646,2,All_Stances,Logistic Regression
punctuation_usage,0.013503573428780832,2,All_Stances,Logistic Regression
disgust,0.00977434312597674,2,All_Stances,Logistic Regression
hedge_D_count,0.009161447749256407,2,All_Stances,Logistic Regression
doubt_verbs_count,0.007793140931133979,2,All_Stances,Logistic Regression
I_ratio,0.006858563609452018,2,All_Stances,Logistic Regression
hedge_I_count,0.0063724268512136304,2,All_Stances,Logistic Regression
certainty_verbs_count,0.005080149735477903,2,All_Stances,Logistic Regression
pronoun_ratio,0.0034028035557356322,2,All_Stances,Logistic Regression
avg_dependency_depth,0.0,2,All_Stances,Logistic Regression
