index,confidence_score,actual_outcome
0,0.25952698051270745,Correct
1,0.309964858840421,Correct
2,0.14221181328697735,Correct
3,0.309964858840421,Correct
4,0.22992584091156784,Correct
5,0.23483562248801607,Correct
6,0.25470067247580125,Correct
7,0.1603493125232256,Correct
8,0.25558372301402427,Correct
9,0.18507750112184737,Correct
10,0.19020451525322654,Correct
11,0.17457192510567462,Correct
12,0.20934776904317334,Correct
13,0.2616518370713307,Correct
14,0.2164174945816392,Correct
15,0.22886442273150556,Correct
16,0.2287599928007711,Correct
17,0.13489828965231335,Correct
18,0.12137350423515027,Correct
19,0.17440106546053571,Correct
20,0.3004766784023382,Correct
21,0.17957576979689485,Correct
22,0.14966927692249243,Correct
23,0.27260289414076927,Correct
24,0.3444631772164233,Correct
25,0.298157662471707,Correct
26,0.27804549903122594,Correct
27,0.20934776904317334,Correct
28,0.2701557259690391,Correct
29,0.17974662944203376,Correct
30,0.27125857845234996,Correct
31,0.23305230895135046,Correct
32,0.20041645095020044,Correct
33,0.30486171361454056,Correct
34,0.12242172226450038,Correct
35,0.24950809332677928,Correct
36,0.11931207241455344,Correct
37,0.32560981414054874,Correct
38,0.30709129562203025,Correct
39,0.14515659825907928,Correct
40,0.23483562248801607,Correct
41,0.30486171361454056,Correct
42,0.30764584290978986,Correct
43,0.32560981414054874,Correct
44,0.2863431950960221,Correct
45,0.13363311961976565,Correct
46,0.14116359525762726,Correct
47,0.2790171877700148,Correct
48,0.2444423638690353,Correct
49,0.19301679379798212,Correct
50,0.2523816565451701,Misclassified
51,0.2325166065573849,Correct
52,0.20506362324173755,Correct
53,0.3573086789938364,Correct
54,0.2768550146579392,Correct
55,0.13489828965231335,Correct
56,0.2251078089748918,Correct
57,0.17064445170392195,Correct
58,0.226319130788722,Correct
59,0.2310790087314023,Correct
60,0.17868521126197154,Correct
61,0.12137350423515027,Correct
62,0.22885614663127543,Correct
63,0.3161216337024659,Correct
64,0.17087129693157188,Correct
65,0.24984464070261667,Correct
66,0.21385432824713183,Correct
67,0.17809542351876448,Misclassified
68,0.28903011457234346,Correct
69,0.25845728623241504,Correct
70,0.274535998727308,Correct
71,0.16112102668706443,Correct
72,0.19926328313036598,Correct
73,0.23483562248801607,Correct
74,0.12124745269997526,Misclassified
75,0.18640152858682071,Correct
76,0.13489828965231335,Correct
77,0.2616518370713307,Correct
78,0.17957576979689485,Correct
79,0.17581915604028112,Correct
80,0.23616398362648802,Correct
81,0.14479992585939613,Correct
82,0.17868521126197154,Correct
83,0.12967606145075097,Correct
84,0.30423329215895195,Correct
85,0.26061723019443267,Correct
86,0.3501947438978923,Correct
87,0.18729208712174408,Correct
88,0.13506914929745223,Correct
89,0.20274460731110636,Correct
90,0.1678497036320463,Correct
91,0.29315067107633086,Correct
92,0.2559202703898616,Correct
93,0.28527350081572966,Correct
94,0.20274460731110636,Correct
95,0.27463215255781237,Correct
96,0.23483562248801607,Correct
97,0.32560981414054874,Correct
98,0.24068575011242155,Correct
99,0.2310790087314023,Correct
100,0.310847909378644,Correct
101,0.36583969919802,Correct
102,0.2793920305004926,Correct
103,0.3170848997154105,Correct
104,0.2768550146579392,Correct
105,0.2055911552865596,Correct
106,0.25952698051270745,Correct
107,0.25577036675609366,Correct
108,0.3026388515144137,Correct
109,0.247636914707951,Correct
110,0.36583969919802,Correct
111,0.25216365663324786,Correct
112,0.20934776904317334,Correct
113,0.28061162841455295,Correct
114,0.3004766784023382,Correct
115,0.1554123853302888,Correct
116,0.21463095051800699,Correct
117,0.11931207241455344,Correct
118,0.30709129562203025,Correct
119,0.20041645095020044,Correct
120,0.23483562248801607,Correct
121,0.23699556645003364,Correct
122,0.20359601964036586,Correct
123,0.249940794533121,Correct
124,0.17704849498327763,Correct
125,0.3161216337024659,Correct
126,0.27100808570073937,Correct
127,0.13489828965231335,Correct
128,0.25952698051270745,Correct
129,0.29904071300992996,Correct
130,0.29976528829602295,Correct
131,0.14248090992876497,Correct
132,0.24175544439271393,Correct
133,0.2041730647068142,Correct
134,0.2055911552865596,Correct
135,0.14891321201569305,Correct
136,0.17064445170392195,Correct
137,0.14133093566458746,Correct
138,0.19104870087835782,Correct
139,0.18640152858682071,Correct
140,0.14515659825907928,Correct
141,0.15662952934054225,Correct
142,0.37246987617302457,Correct
143,0.26284009229455946,Correct
144,0.17492859750535775,Correct
145,0.12137350423515027,Correct
146,0.17700767764817707,Correct
147,0.2802750810387156,Correct
148,0.26049866925149623,Correct
149,0.25577036675609366,Correct
150,0.17064445170392195,Correct
151,0.30166716277562494,Correct
152,0.3350864567716142,Correct
153,0.25360125445923043,Correct
154,0.2768550146579392,Correct
155,0.26572501412300636,Correct
156,0.13505341294730164,Correct
157,0.1595419574720247,Correct
158,0.16811547757347542,Correct
159,0.37246987617302457,Correct
160,0.24153689454259508,Correct
161,0.2863431950960221,Correct
162,0.17064445170392195,Correct
163,0.25817965332086507,Correct
164,0.20702875311254218,Correct
165,0.13114167589569956,Correct
166,0.2534513508254625,Correct
167,0.21109288661151207,Correct
168,0.27428888527461215,Correct
169,0.2464837468881165,Correct
170,0.2902771078579401,Correct
171,0.26284009229455946,Correct
172,0.2534513508254625,Correct
173,0.32560981414054874,Correct
174,0.27428888527461215,Correct
175,0.3189951969208567,Correct
176,0.2454643679443477,Correct
177,0.25720796458207623,Correct
178,0.13302837844898677,Correct
179,0.14116359525762726,Correct
180,0.2559202703898616,Correct
181,0.16283353801496037,Correct
182,0.14515659825907928,Correct
183,0.31987824745907967,Correct
184,0.12439210678802558,Correct
185,0.3161216337024659,Correct
186,0.15646060335963893,Correct
187,0.2029154669562453,Correct
188,0.25101048881341337,Correct
189,0.2310790087314023,Correct
190,0.17581915604028112,Correct
191,0.2535475046559668,Correct
192,0.25216365663324786,Correct
193,0.2310790087314023,Correct
194,0.2863431950960221,Correct
195,0.20327213935592844,Correct
196,0.2464837468881165,Correct
197,0.25101048881341337,Correct
198,0.14515659825907928,Correct
199,0.2310790087314023,Correct
200,0.28402417916539086,Correct
201,0.2900998088526358,Correct
202,0.3418970478330962,Correct
203,0.2831486442571064,Correct
204,0.1980048543922719,Correct
205,0.13505341294730164,Correct
206,0.309964858840421,Correct
207,0.3004766784023382,Correct
208,0.2559202703898616,Correct
209,0.32936642789716253,Correct
210,0.14515659825907928,Correct
211,0.25845728623241504,Correct
212,0.12137350423515027,Correct
213,0.20041645095020044,Correct
214,0.25216365663324786,Correct
215,0.205144753445603,Correct
216,0.2559202703898616,Correct
217,0.15662952934054225,Correct
218,0.21484950036812586,Correct
219,0.18132088736523358,Correct
220,0.2535475046559668,Correct
221,0.20041645095020044,Correct
222,0.2841203329958952,Correct
223,0.25577036675609366,Correct
224,0.22992584091156784,Correct
225,0.16038614309715601,Correct
226,0.22992584091156784,Correct
227,0.29791054901901115,Correct
228,0.2533766450108279,Correct
229,0.281358610813078,Correct
230,0.14515659825907928,Correct
231,0.22082070012463637,Correct
232,0.14891321201569305,Correct
233,0.11625846562357477,Correct
234,0.2950369858006204,Correct
235,0.1820787468476367,Correct
236,0.32848337735893957,Correct
237,0.23814873426986813,Correct
238,0.3271302444016087,Correct
239,0.2938911262557636,Correct
240,0.2768550146579392,Correct
241,0.22082070012463637,Correct
242,0.27428888527461215,Correct
243,0.23483562248801607,Correct
244,0.28061162841455295,Correct
245,0.20663730727780666,Correct
246,0.17440106546053571,Correct
247,0.2310790087314023,Correct
248,0.19983940588375212,Correct
249,0.2768550146579392,Correct
250,0.25720796458207623,Correct
251,0.2041730647068142,Correct
252,0.23483562248801607,Correct
253,0.19104870087835782,Correct
254,0.28061162841455295,Correct
255,0.2310790087314023,Correct
256,0.23043241694501893,Correct
257,0.23483562248801607,Correct
258,0.31159489177716904,Correct
259,0.3137214725970348,Correct
260,0.14788190969242723,Correct
261,0.32337852931457767,Correct
262,0.2750151922089637,Correct
263,0.2861565513539526,Correct
264,0.1660569955406912,Correct
265,0.16503507060572278,Correct
266,0.2464837468881165,Correct
267,0.25101048881341337,Correct
268,0.25577036675609366,Correct
269,0.23098927929012883,Correct
270,0.21124279024528003,Correct
271,0.14891321201569305,Correct
272,0.3170848997154105,Correct
273,0.2616518370713307,Correct
274,0.298157662471707,Correct
275,0.13562229430781184,Correct
276,0.26284009229455946,Correct
277,0.298157662471707,Correct
278,0.25216365663324786,Correct
279,0.3196219155579639,Correct
