feature,mi_score
fear,0.07763195347911789
word_count,0.07326728583604791
hedge_C_count,0.060478650408242185
stopword_ratio,0.0550320444287975
joy,0.05193800329235132
surprise,0.051785702780796194
sentiment_subjectivity,0.046829186191313266
avg_word_length,0.04131685000929264
readability_score,0.03766724548505129
adv_ratio,0.03526342541775773
punctuation_density,0.03190024767287669
adj_ratio,0.025604904569335618
certainty_adverbs_count,0.02465564917033447
std_word_length,0.021446953185241258
sentiment_polarity,0.01992098596451286
sentence_length_variation,0.01761448509079888
disgust,0.015345935357079066
certainty_verbs_count,0.01282375423582649
anger,0.012073132276121834
E_ratio,0.010696278757880595
function_word_ratio,0.010293140387974908
N_ratio,0.008978467895560449
hapax_legomena,0.008053734756247266
noun_ratio,0.006141552733692324
hedges_score,0.00588429858029027
pronoun_ratio,0.0027995264619198323
sentence_count,0.0026493655010666473
sadness,0.002113273853382891
hedge_N_count,0.0007391696719105667
type_token_ratio,0.0002564554911468342
verb_ratio,0.0
subordinate_clause_ratio,0.0
punctuation_usage,0.0
avg_dependency_depth,0.0
doubt_verbs_count,0.0
certainty_adjectives_count,0.0
hedge_D_count,0.0
doubt_adjectives_count,0.0
doubt_adverbs_count,0.0
hedge_E_count,0.0
C_ratio,0.0
hedge_I_count,0.0
D_ratio,0.0
I_ratio,0.0
