feature,shap_importance,iteration,stance,model
function_word_ratio,1.2654545090134057,6,AGAINST,Logistic Regression
sentence_count,0.8923804466115283,6,AGAINST,Logistic Regression
hapax_legomena,0.7018460397301348,6,AGAINST,Logistic Regression
type_token_ratio,0.6539335265318417,6,AGAINST,Logistic Regression
noun_ratio,0.6230667142038115,6,AGAINST,Logistic Regression
word_count,0.5469559251799244,6,AGAINST,Logistic Regression
punctuation_density,0.5463939248746537,6,AGAINST,Logistic Regression
verb_ratio,0.5369333441739178,6,AGAINST,Logistic Regression
hedge_C_count,0.522735625083328,6,AGAINST,Logistic Regression
fear,0.4563134559008112,6,AGAINST,Logistic Regression
adv_ratio,0.44466737149103563,6,AGAINST,Logistic Regression
sentence_length_variation,0.42532879129401735,6,AGAINST,Logistic Regression
readability_score,0.33519271400565914,6,AGAINST,Logistic Regression
stopword_ratio,0.31430224835242376,6,AGAINST,Logistic Regression
adj_ratio,0.31163143061466136,6,AGAINST,Logistic Regression
anger,0.3044024343296732,6,AGAINST,Logistic Regression
sadness,0.284964485379179,6,AGAINST,Logistic Regression
subordinate_clause_ratio,0.28003395595610087,6,AGAINST,Logistic Regression
pronoun_ratio,0.27929053053701236,6,AGAINST,Logistic Regression
std_word_length,0.19741956478942532,6,AGAINST,Logistic Regression
sentiment_subjectivity,0.1710592017297001,6,AGAINST,Logistic Regression
disgust,0.1410608552695007,6,AGAINST,Logistic Regression
punctuation_usage,0.11949032978506362,6,AGAINST,Logistic Regression
certainty_verbs_count,0.09797697148563154,6,AGAINST,Logistic Regression
C_ratio,0.09358544965735904,6,AGAINST,Logistic Regression
certainty_adjectives_count,0.09196514601132122,6,AGAINST,Logistic Regression
N_ratio,0.0732053330750182,6,AGAINST,Logistic Regression
D_ratio,0.07109924071666852,6,AGAINST,Logistic Regression
certainty_adverbs_count,0.06751087166240557,6,AGAINST,Logistic Regression
surprise,0.06401969565353682,6,AGAINST,Logistic Regression
hedges_score,0.06258397900439336,6,AGAINST,Logistic Regression
hedge_D_count,0.062416498609654196,6,AGAINST,Logistic Regression
sentiment_polarity,0.05594457640366849,6,AGAINST,Logistic Regression
hedge_N_count,0.05306738096624153,6,AGAINST,Logistic Regression
doubt_verbs_count,0.04771562005502524,6,AGAINST,Logistic Regression
doubt_adjectives_count,0.02884443485280688,6,AGAINST,Logistic Regression
avg_word_length,0.027843377710899956,6,AGAINST,Logistic Regression
joy,0.02507676886178886,6,AGAINST,Logistic Regression
doubt_adverbs_count,0.023404143842713526,6,AGAINST,Logistic Regression
E_ratio,0.01858961276775577,6,AGAINST,Logistic Regression
hedge_I_count,0.01547752097580861,6,AGAINST,Logistic Regression
I_ratio,0.009339602638587111,6,AGAINST,Logistic Regression
hedge_E_count,0.0030529481720757323,6,AGAINST,Logistic Regression
avg_dependency_depth,0.0,6,AGAINST,Logistic Regression
