true_outcome,predicted_correctness_probability
1,0.8930600854791169
1,0.867761325421756
1,0.9078082889211504
1,0.859063080133287
1,0.8905302577912471
1,0.8830133843338601
1,0.8962296867891199
1,0.8473758747626512
1,0.907545299007273
1,0.8716534255450883
1,0.860521536575822
1,0.8898302143273797
1,0.8816638695647026
1,0.857750473434653
1,0.8413312198777796
1,0.891198740946811
1,0.8320109836162194
1,0.9020878781590348
1,0.9059091140865768
1,0.9148533354360089
1,0.887073669612451
1,0.9009468838113506
1,0.8910020029241815
1,0.8655075896819565
1,0.8166401079182972
1,0.8346047783490897
1,0.8864984965650832
1,0.9009234173808149
1,0.8401625206424599
1,0.8787476681550452
1,0.843185122035386
1,0.8791046459899051
1,0.8960595640479552
1,0.8621579325960015
1,0.9076238942826166
1,0.8620368358631272
1,0.9279298520140868
1,0.8271448273980997
1,0.8741014252268767
1,0.9204019180948138
1,0.8946062588700797
1,0.8655847466797874
1,0.7988945002070293
1,0.8693973656148325
1,0.8624933495723779
1,0.8937201712359674
1,0.8877604378288906
1,0.8741447862954523
1,0.8677392123540145
1,0.8643311902242695
0,0.8365627296967924
1,0.839043110215014
1,0.901508057165983
1,0.8745839162968928
1,0.8890014945644067
1,0.9143482670389559
1,0.9013733311878549
1,0.9047858284697899
1,0.8896292124363094
1,0.9019979987537023
1,0.8733002603184672
1,0.9094615081162272
1,0.8831447081059696
1,0.8843814580355993
1,0.9206390301276298
1,0.8378554352355606
1,0.912679115930718
0,0.866699734870272
1,0.8692981075306833
1,0.9112285956523123
1,0.8453666795023458
1,0.842374929116933
1,0.8741951592925225
1,0.8922111765050541
0,0.8831135407087158
1,0.8780273370605396
1,0.9194353850691307
1,0.86780111576527
1,0.906540556913154
1,0.9189311855673995
1,0.8662256137192832
1,0.9134812959876595
1,0.8928875177324471
1,0.8688530711727409
1,0.8941737517616923
1,0.8313062574070818
1,0.767471657750449
1,0.8762443417664734
1,0.887460694410178
1,0.8544751933687642
1,0.8424476501861512
1,0.8845416387431958
1,0.8814234244669996
1,0.8644638950903025
1,0.8710502878579213
1,0.8833674430149895
1,0.8993047136684731
1,0.8804561087069712
1,0.8798615810537386
1,0.898550198463602
1,0.8487454121571731
1,0.7960698915072353
1,0.8896800937281131
1,0.8144877018108128
1,0.8835214401393514
1,0.8987865451719776
1,0.8975275401904899
1,0.9116816758055377
1,0.8578526341625359
1,0.8648868420743107
1,0.765921250924944
1,0.8748071391163001
1,0.8931714551392654
1,0.8868350825996751
1,0.8893327755777584
1,0.8833274787951182
1,0.8512956379357478
1,0.9243920879720914
1,0.8751638897328657
1,0.8942657855728595
1,0.8956165807986007
1,0.8787249945541811
1,0.8693507266952761
1,0.8876353697494034
1,0.8640688135250246
1,0.8839887791983128
1,0.8375188336936913
1,0.8964226916055104
1,0.8962111513382587
1,0.8211736111933352
1,0.8642572515961506
1,0.8817065966499431
1,0.8711894867304675
1,0.8853079318874867
1,0.9054794516801145
1,0.9044574521624023
1,0.9015600716206804
1,0.8464363352182672
1,0.8954572188850581
1,0.8868419321951515
1,0.9096140374884772
1,0.8742762800676814
1,0.7701464294681252
1,0.8123902030762558
1,0.8910071925823657
1,0.8999319463432474
1,0.8827829098705804
1,0.8924134146288142
1,0.862602405382967
1,0.8969823897315659
1,0.9127696716193766
1,0.8755966864342961
1,0.8739378304587314
1,0.8569222711533724
1,0.8833535799872242
1,0.8807031141047083
1,0.8875588094355862
1,0.8684093314416678
1,0.8815640375781953
1,0.7623436864832168
1,0.8503280206625491
1,0.8662375298490245
1,0.9015456788463421
1,0.8036492358984257
1,0.8513562151357355
1,0.8934792558614818
1,0.8694165705359765
1,0.8722819125895206
1,0.8970192118286148
1,0.8283510546767786
1,0.8701546865397702
1,0.8746284065281261
1,0.8535764751278695
1,0.871652728562068
1,0.8995955705212821
1,0.8636208553247228
1,0.849715998242889
1,0.8332925232845829
1,0.8969281773373137
1,0.9055322971466011
1,0.8714135397123243
1,0.8623046682774078
1,0.9146791685100251
1,0.8490317038619777
1,0.8854596945169879
1,0.8841292843184744
1,0.88531075559729
1,0.8301756935256897
1,0.8858286865963435
1,0.8885296885433491
1,0.8718592425187972
1,0.8936015579896249
1,0.8875436239027193
1,0.9029582343874036
1,0.8706263561046421
1,0.8599383378638185
1,0.8604468220959227
1,0.8865411426799328
1,0.9108490139379504
1,0.9038141026611718
1,0.8463758009961924
1,0.8622124992416118
1,0.838450354850757
1,0.8882769779812049
1,0.8708938873584547
1,0.8906033166460081
1,0.8612048047314951
1,0.8680902158431275
1,0.8813475511521044
1,0.8476143644987265
1,0.9247938787286143
1,0.899660649164775
1,0.8957785499312464
1,0.8828668610221635
1,0.8832429566158957
1,0.8372461748840441
1,0.8920471821831835
1,0.893333526073264
1,0.8669772340529545
1,0.9160079909895387
1,0.852265727417509
1,0.8987307389659496
