target,text,stance
Climate Change is a Real Concern,@climasphere Stocker: Fish catch potential could drop by as much as 50% in some areas due to #oceanacidification. #CFCC15 #SemST,1
Climate Change is a Real Concern,"Boni ""Future Sea level rise will not be uniform & different for coasts"" #CCFC15 #Journey2015 #SemST",1
Climate Change is a Real Concern,"@climasphere Bony: Extreme weather events (heat waves, drought, flooding, windstorms) made more frequent/intense by #CFCC15 #SemST",1
Climate Change is a Real Concern,Camille Parmesan: 2/3 of species have changed #habitat because of #H12 #CFCC15 #SemST,1
Climate Change is a Real Concern,"Grubb: state of energy: shift US & EU from net-producer to net-importer of emissions"" #CCFC15 #journey2015 #SemST",1
Climate Change is a Real Concern,Interesting speaker Maarten Van Aalst @Federation how their humanitarian experience can help Climate scientists #CCFC15 #SemST,1
Climate Change is a Real Concern,This halcyon summer is over. Climate is on the move. Doug Kelbaugh #CNU23 #declarationsignee #SemST,1
Climate Change is a Real Concern,That moment when Canadians realised global warming doesn't equal a tropical vacation #BCwildfire #Canadaburns #SemST,1
Climate Change is a Real Concern,"We NEED alternatives to #fossilfuel, but also need to maintain our #economy! This change will be gradual so lets START NOW! #SemST",1
Climate Change is a Real Concern,#Defrance: displacements due to natural disasters higher than those caused by conflicts #migration #development #CFCC #S2242 #SemST,1
Climate Change is a Real Concern,We don't inherit the earth from our parents we borrow it from our children #Conservation #Perspective #SemST,1
Climate Change is a Real Concern,.@vj44 @POTUS Yay! We'd love to convert to solar power! PG&E plan to raise our rates again. #ActOnClimate #p2 #SemST,1
Climate Change is a Real Concern,#rsaeconomy: #tax can surely play a greater role in helping richer countries slow emissions and poor countries transition. #SemST,1
Climate Change is a Real Concern,We can address both climate change and sustainable development with the same measures @CFigueres #SDGs #climateaction #COP21 #SemST,1
Climate Change is a Real Concern,@RachelNotley what's the plan for getting job-creating big green energy corps located here in #alberta? #taxbreaks #jobs #SemST,1
Climate Change is a Real Concern,#Mission:#Climate @ home > Purchase renewable power from your utility (by @AveKathleen) #Tip #ImpactIsReal #SemST,1
Climate Change is a Real Concern,"There's no more normal rains anymore. Always storms, heavy and flooding. #SemST",1
Climate Change is a Real Concern,Also what's up with this ridiculous weather?? It was raining this morning and now it's like super hot! #weatherproblems #lame #SemST,1
Climate Change is a Real Concern,Eager to learn at the Modern Prosperity event at the @hfxpublib hosted by  @EcologyAction #carbonpricing #jobsjusticeclimate #SemST,1
