feature,shap_importance,iteration,stance,model
avg_word_length,0.34559399821280357,10,NONE,Logistic Regression
type_token_ratio,0.3306607740220264,10,NONE,Logistic Regression
std_word_length,0.2941377415957638,10,NONE,Logistic Regression
hapax_legomena,0.27902815286877813,10,NONE,Logistic Regression
verb_ratio,0.22450705560253273,10,NONE,Logistic Regression
stopword_ratio,0.22254885249120532,10,NONE,Logistic Regression
function_word_ratio,0.1820073963998783,10,NONE,Logistic Regression
sentence_count,0.1368336861608054,10,NONE,Logistic Regression
fear,0.12890245430429634,10,NONE,Logistic Regression
adj_ratio,0.12817440661287818,10,NONE,Logistic Regression
anger,0.10163187169516556,10,NONE,Logistic Regression
C_ratio,0.0970710525980061,10,NONE,Logistic Regression
sentiment_polarity,0.09492892060821112,10,NONE,Logistic Regression
certainty_adjectives_count,0.0890389446252796,10,NONE,Logistic Regression
hedge_D_count,0.0858991961794278,10,NONE,Logistic Regression
doubt_verbs_count,0.08018185717652426,10,NONE,Logistic Regression
certainty_verbs_count,0.07951315368469797,10,NONE,Logistic Regression
E_ratio,0.07591508045286562,10,NONE,Logistic Regression
surprise,0.07499251058844242,10,NONE,Logistic Regression
N_ratio,0.07430303469229531,10,NONE,Logistic Regression
hedge_E_count,0.054577703313125205,10,NONE,Logistic Regression
hedge_N_count,0.05410127977897477,10,NONE,Logistic Regression
doubt_adverbs_count,0.05267691761495284,10,NONE,Logistic Regression
joy,0.04724583573206859,10,NONE,Logistic Regression
pronoun_ratio,0.042495153450340585,10,NONE,Logistic Regression
I_ratio,0.04155538078186587,10,NONE,Logistic Regression
punctuation_usage,0.037843724410806835,10,NONE,Logistic Regression
certainty_adverbs_count,0.035458258880941215,10,NONE,Logistic Regression
sadness,0.03200959155812643,10,NONE,Logistic Regression
hedge_I_count,0.030121308485008443,10,NONE,Logistic Regression
noun_ratio,0.028522399273503588,10,NONE,Logistic Regression
disgust,0.02419302262149527,10,NONE,Logistic Regression
punctuation_density,0.0236865428998922,10,NONE,Logistic Regression
sentence_length_variation,0.01959716871022996,10,NONE,Logistic Regression
D_ratio,0.015888434479423216,10,NONE,Logistic Regression
readability_score,0.01527715235494409,10,NONE,Logistic Regression
adv_ratio,0.014118026121099077,10,NONE,Logistic Regression
hedge_C_count,0.013254699158223146,10,NONE,Logistic Regression
sentiment_subjectivity,0.011543730532411851,10,NONE,Logistic Regression
subordinate_clause_ratio,0.011283870522696205,10,NONE,Logistic Regression
word_count,0.007385446459523233,10,NONE,Logistic Regression
doubt_adjectives_count,0.0028716396755443627,10,NONE,Logistic Regression
hedges_score,0.0013462379099156185,10,NONE,Logistic Regression
avg_dependency_depth,0.0,10,NONE,Logistic Regression
