feature,shap_importance,iteration,stance,model
type_token_ratio,0.3295517468692414,9,NONE,Logistic Regression
stopword_ratio,0.3209477411646563,9,NONE,Logistic Regression
verb_ratio,0.2993408622925081,9,NONE,Logistic Regression
function_word_ratio,0.2544527764628505,9,NONE,Logistic Regression
hedge_C_count,0.23562087352535752,9,NONE,Logistic Regression
hapax_legomena,0.23276938496495864,9,NONE,Logistic Regression
word_count,0.2306987111526599,9,NONE,Logistic Regression
N_ratio,0.21362593906969313,9,NONE,Logistic Regression
std_word_length,0.19826942394803518,9,NONE,Logistic Regression
subordinate_clause_ratio,0.18925852512449895,9,NONE,Logistic Regression
avg_word_length,0.1859371088472475,9,NONE,Logistic Regression
certainty_adjectives_count,0.1620592973886864,9,NONE,Logistic Regression
adj_ratio,0.15831737325685744,9,NONE,Logistic Regression
hedge_N_count,0.11721759247899453,9,NONE,Logistic Regression
joy,0.10806654166057843,9,NONE,Logistic Regression
sentiment_polarity,0.0912512524674229,9,NONE,Logistic Regression
sadness,0.09021398770927591,9,NONE,Logistic Regression
certainty_verbs_count,0.08574077542008832,9,NONE,Logistic Regression
anger,0.08171415800218941,9,NONE,Logistic Regression
E_ratio,0.0784243212247519,9,NONE,Logistic Regression
sentiment_subjectivity,0.07689443440820994,9,NONE,Logistic Regression
sentence_length_variation,0.06995115249923055,9,NONE,Logistic Regression
adv_ratio,0.06907612381970359,9,NONE,Logistic Regression
punctuation_usage,0.06065396667254335,9,NONE,Logistic Regression
hedges_score,0.05864181663420498,9,NONE,Logistic Regression
D_ratio,0.0496859450446266,9,NONE,Logistic Regression
sentence_count,0.04656674709002393,9,NONE,Logistic Regression
pronoun_ratio,0.044643039596357605,9,NONE,Logistic Regression
readability_score,0.044623693955647366,9,NONE,Logistic Regression
punctuation_density,0.04442700679177053,9,NONE,Logistic Regression
fear,0.037228181203658825,9,NONE,Logistic Regression
doubt_adverbs_count,0.03637222944847826,9,NONE,Logistic Regression
hedge_E_count,0.028924393037262467,9,NONE,Logistic Regression
certainty_adverbs_count,0.028440505658018204,9,NONE,Logistic Regression
disgust,0.027462905261337777,9,NONE,Logistic Regression
noun_ratio,0.021534866947170127,9,NONE,Logistic Regression
doubt_adjectives_count,0.019918650336601656,9,NONE,Logistic Regression
surprise,0.014067992830615118,9,NONE,Logistic Regression
doubt_verbs_count,0.012206587951376123,9,NONE,Logistic Regression
I_ratio,0.009392990519849284,9,NONE,Logistic Regression
hedge_I_count,0.008687052429313237,9,NONE,Logistic Regression
C_ratio,0.008476336181507758,9,NONE,Logistic Regression
hedge_D_count,0.007941842402180902,9,NONE,Logistic Regression
avg_dependency_depth,0.0,9,NONE,Logistic Regression
