feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.37146842490173293,0.0,0.9914 ± 0.0198,0.9879 ± 0.0283
D_ratio,-0.42430110699315204,0.0,0.003 ± 0.0111,0.0022 ± 0.0104
E_ratio,-0.4389455291370359,0.0,0.0035 ± 0.0142,0.004 ± 0.0164
I_ratio,-0.187586200643162,0.0,0.0 ± 0.0,0.0007 ± 0.0072
N_ratio,0.1918329768908002,0.10737483948469162,0.0021 ± 0.0089,0.0052 ± 0.0188
adj_ratio,0.04067065776396404,0.02712789550423622,0.0657 ± 0.0414,0.0624 ± 0.0493
adv_ratio,0.36637780238846585,0.02383594587445259,0.0444 ± 0.0398,0.0377 ± 0.0474
anger*,1.0130205547953997,0.04170045629143715,0.298 ± 0.3082,0.1658 ± 0.2118
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,0.30000035052706286,0.013522685505449772,4.1578 ± 0.5354,4.4348 ± 0.8027
certainty_adjectives_count,-0.04587711103930972,0.004893055185675621,0.3711 ± 0.5649,0.3306 ± 0.5599
certainty_adverbs_count,-0.3040598575232772,0.09688740968704224,0.2371 ± 0.4738,0.1653 ± 0.4243
certainty_verbs_count*,0.2310426792933349,0.024231556802988052,0.8763 ± 0.9271,0.3967 ± 0.6935
disgust*,0.28824333945724956,0.01792626641690731,0.0356 ± 0.1515,0.0086 ± 0.0275
doubt_adjectives_count*,0.10700362191510118,0.002859715837985277,0.2371 ± 0.5159,0.1074 ± 0.3234
doubt_adverbs_count,0.18255133226995746,0.013394193723797798,0.4845 ± 0.6939,0.3554 ± 0.6023
doubt_verbs_count,-0.4033147871557526,0.0,0.0103 ± 0.1015,0.0289 ± 0.1679
fear,1.0367398813587985,0.024307547137141228,0.5079 ± 0.3706,0.45 ± 0.3765
function_word_ratio*,-0.6412680360740721,0.016161326318979263,0.3872 ± 0.1155,0.3371 ± 0.1373
hapax_legomena*,-0.40337727848303256,0.019183211028575897,0.7386 ± 0.1387,0.8066 ± 0.1279
hedge_C_count*,-0.0347601143420438,0.023271147161722183,28.7216 ± 12.8458,20.8471 ± 9.5268
hedge_D_count,0.7921875352300557,0.0,0.1237 ± 0.4843,0.0496 ± 0.2175
hedge_E_count,0.4185253877366318,0.0,0.0928 ± 0.3841,0.0744 ± 0.2783
hedge_I_count,-0.43525219273567717,0.0,0.0 ± 0.0,0.0165 ± 0.1569
hedge_N_count,-0.6617225481322844,0.018684253096580505,0.0722 ± 0.2975,0.1198 ± 0.4151
hedges_score,0.08603018014479805,0.018956711515784264,0.2068 ± 0.3866,0.1753 ± 0.3689
joy*,-0.27069877733566133,0.027213886380195618,0.0191 ± 0.0549,0.0664 ± 0.1736
noun_ratio*,-0.012574520078632271,0.014836382120847702,0.3015 ± 0.0963,0.3593 ± 0.1279
pronoun_ratio*,0.05264118973563816,0.018229616805911064,0.059 ± 0.0464,0.0445 ± 0.0515
punctuation_density*,-1.3630307461915119,0.033621158450841904,0.2209 ± 0.1027,0.3109 ± 0.1645
punctuation_usage,0.5035161475798301,0.01697753556072712,0.0903 ± 0.0859,0.0807 ± 0.0609
readability_score,-0.4005699548954719,0.0174227487295866,7.8565 ± 4.0978,8.5089 ± 3.8744
sadness,0.3867765183378247,0.010780518874526024,0.0695 ± 0.1383,0.1004 ± 0.1739
sentence_count*,-0.443978099396917,0.005382006522268057,2.7732 ± 1.2707,2.1942 ± 1.3231
sentence_length_variation*,0.4556534437337848,0.019624367356300354,5.3257 ± 4.5653,3.0208 ± 3.364
sentiment_polarity*,-0.15004101330155828,0.02798561379313469,-0.0459 ± 0.338,0.0628 ± 0.2466
sentiment_subjectivity*,0.11288651730033418,0.016179541125893593,0.4509 ± 0.3003,0.3112 ± 0.2814
std_word_length*,0.11639914451355324,0.01621907949447632,2.9255 ± 0.7208,3.2688 ± 0.9298
stopword_ratio*,0.03973042369844687,0.007789038121700287,0.3271 ± 0.101,0.2727 ± 0.1208
subordinate_clause_ratio,-0.013175876473020168,0.015877896919846535,0.0527 ± 0.0448,0.048 ± 0.047
surprise,0.3947636632564985,0.03991161659359932,0.0445 ± 0.1369,0.0783 ± 0.1506
type_token_ratio*,-0.03649531914969173,0.025717655196785927,0.8419 ± 0.0963,0.8863 ± 0.0813
verb_ratio,-0.10053932018763215,0.03791852667927742,0.1477 ± 0.0619,0.1356 ± 0.0615
word_count*,0.5114706674405751,0.1539945751428604,36.1753 ± 15.2753,27.2025 ± 11.7951
