feature,shap_importance,iteration,stance,model
avg_word_length,0.9193061266246875,4,NONE,Logistic Regression
function_word_ratio,0.7529435208462886,4,NONE,Logistic Regression
noun_ratio,0.5576158380408088,4,NONE,Logistic Regression
hapax_legomena,0.5269616565550476,4,NONE,Logistic Regression
type_token_ratio,0.4995193042759323,4,NONE,Logistic Regression
adj_ratio,0.3737893748089051,4,NONE,Logistic Regression
word_count,0.3454342951317746,4,NONE,Logistic Regression
std_word_length,0.33051193669829815,4,NONE,Logistic Regression
fear,0.32387679332219993,4,NONE,Logistic Regression
sentiment_subjectivity,0.25810886093504665,4,NONE,Logistic Regression
C_ratio,0.24591841566775757,4,NONE,Logistic Regression
joy,0.2169773406526642,4,NONE,Logistic Regression
N_ratio,0.21282124274612765,4,NONE,Logistic Regression
hedge_N_count,0.18075108977334303,4,NONE,Logistic Regression
anger,0.17861551202833417,4,NONE,Logistic Regression
punctuation_density,0.16648583409091525,4,NONE,Logistic Regression
certainty_verbs_count,0.15212208288734863,4,NONE,Logistic Regression
adv_ratio,0.14668462502152105,4,NONE,Logistic Regression
verb_ratio,0.14276744064785046,4,NONE,Logistic Regression
I_ratio,0.11299227886247815,4,NONE,Logistic Regression
hedge_D_count,0.10651200861875473,4,NONE,Logistic Regression
sadness,0.09897900943828299,4,NONE,Logistic Regression
punctuation_usage,0.09240458565280993,4,NONE,Logistic Regression
certainty_adjectives_count,0.09172146253449921,4,NONE,Logistic Regression
hedges_score,0.087662055636223,4,NONE,Logistic Regression
readability_score,0.08724276400134254,4,NONE,Logistic Regression
hedge_I_count,0.0736489881037703,4,NONE,Logistic Regression
stopword_ratio,0.060115770835736215,4,NONE,Logistic Regression
subordinate_clause_ratio,0.05355647686265573,4,NONE,Logistic Regression
hedge_C_count,0.05321968744002533,4,NONE,Logistic Regression
hedge_E_count,0.05236939709149692,4,NONE,Logistic Regression
sentiment_polarity,0.051625709895361534,4,NONE,Logistic Regression
doubt_adjectives_count,0.0399581876213342,4,NONE,Logistic Regression
doubt_verbs_count,0.03317394269610568,4,NONE,Logistic Regression
E_ratio,0.02780711988755992,4,NONE,Logistic Regression
doubt_adverbs_count,0.025310524218712736,4,NONE,Logistic Regression
certainty_adverbs_count,0.015789491086703848,4,NONE,Logistic Regression
D_ratio,0.015202005201530438,4,NONE,Logistic Regression
pronoun_ratio,0.014448658915992984,4,NONE,Logistic Regression
surprise,0.011495544424132887,4,NONE,Logistic Regression
sentence_length_variation,0.009205733713803456,4,NONE,Logistic Regression
disgust,0.005075441147122766,4,NONE,Logistic Regression
sentence_count,0.0025595816998944597,4,NONE,Logistic Regression
avg_dependency_depth,0.0,4,NONE,Logistic Regression
