feature,shap_importance,linear_importance,linear_std,linear_count,_merge,shap_rank,linear_rank,overlap_status
fear,0.715206,0.057674589925087366,0.015812002073907778,13.0,both,1.0,1.0,Both methods
anger,0.525114,0.023644344737896502,0.00603456751707118,13.0,both,2.0,21.0,Both methods
function_word_ratio,0.483092,0.03742378104764677,0.011430812340637265,13.0,both,3.0,7.0,Both methods
verb_ratio,0.456627,0.02843721189464509,0.011382194623425766,13.0,both,4.0,14.0,Both methods
disgust,0.453773,0.02544677938119719,0.0077483517543611834,13.0,both,5.0,18.0,Both methods
surprise,0.44485,0.029350597841235275,0.005669103008651124,13.0,both,6.0,12.0,Both methods
noun_ratio,0.417543,0.026606748453699577,0.005983704190653722,13.0,both,7.0,15.0,Both methods
std_word_length,0.38082,0.020323587008393686,0.003872557068115984,13.0,both,8.0,29.0,Both methods
avg_word_length,0.352032,0.034831157384010415,0.010526731633872063,13.0,both,9.0,10.0,Both methods
stopword_ratio,0.343838,0.02489321807829228,0.004364558867541061,13.0,both,10.0,20.0,Both methods
joy,0.341407,0.025527237986142752,0.006259721914617457,13.0,both,11.0,17.0,Both methods
word_count,0.269271,0.03875071326127414,0.0097604140099201,13.0,both,12.0,5.0,Both methods
type_token_ratio,0.2672,0.025695597752928682,0.008011191483459605,13.0,both,13.0,16.0,Both methods
readability_score,0.257604,0.01718955157467948,0.005596639084779222,13.0,both,14.0,35.0,Both methods
adj_ratio,0.254463,0.020494306316742483,0.0051263039828410755,13.0,both,15.0,28.0,Both methods
sadness,0.245309,0.01753870283181846,0.0037083895667610984,13.0,both,16.0,34.0,Both methods
punctuation_usage,0.237516,0.020673106567790825,0.004919451476252267,13.0,both,17.0,27.0,Both methods
punctuation_density,0.226505,0.019724039074320018,0.005258401522867899,13.0,both,18.0,32.0,Both methods
sentiment_subjectivity,0.209834,0.023596737533807716,0.005808402605800469,13.0,both,19.0,22.0,Both methods
subordinate_clause_ratio,0.180946,0.01900448134312259,0.013101778840226007,13.0,both,20.0,33.0,Both methods
hapax_legomena,0.180027,0.022201712744740285,0.009308655149610634,13.0,both,21.0,25.0,Both methods
hedge_C_count,0.169406,0.02851978947336853,0.011387139895155251,13.0,both,22.0,13.0,Both methods
sentiment_polarity,0.157817,0.037449614932903844,0.008784350483298608,13.0,both,23.0,6.0,Both methods
pronoun_ratio,0.141825,0.02493270808974132,0.007814306921669775,13.0,both,24.0,19.0,Both methods
sentence_length_variation,0.110669,0.019849797782416467,0.00634175513768701,13.0,both,25.0,30.0,Both methods
adv_ratio,0.106507,0.01974399208735956,0.007978881773901606,13.0,both,26.0,31.0,Both methods
sentence_count,0.083045,0.03703855497475995,0.032159248782449655,13.0,both,27.0,8.0,Both methods
certainty_adjectives_count,0.078559,0.031325115201373856,0.020747364693419767,12.0,both,28.0,11.0,Both methods
certainty_verbs_count,0.041318,0.021294206986203733,0.01568878613118663,10.0,both,29.0,26.0,Both methods
doubt_adverbs_count,0.039473,0.022867724221820592,0.019147082829850812,12.0,both,30.0,24.0,Both methods
hedges_score,0.03871,0.023135029372166452,0.01602342297823761,11.0,both,31.0,23.0,Both methods
C_ratio,0.023891,0.04389457319242254,0.02922134169437991,12.0,both,32.0,3.0,Both methods
N_ratio,0.020048,,,,left_only,33.0,40.0,SHAP only
doubt_adjectives_count,0.012832,0.04340867875143881,0.02619884730209645,10.0,both,34.0,4.0,Both methods
certainty_adverbs_count,0.011691,0.03576890048053524,0.026701194311809583,9.0,both,35.0,9.0,Both methods
E_ratio,0.009699,0.047830002781535874,0.03052276940451806,7.0,both,36.0,2.0,Both methods
hedge_N_count,0.004746,,,,left_only,37.0,40.0,SHAP only
hedge_E_count,0.004688,,,,left_only,38.0,40.0,SHAP only
doubt_verbs_count,0.00286,,,,left_only,39.0,40.0,SHAP only
D_ratio,0.001043,,,,left_only,40.0,40.0,SHAP only
avg_dependency_depth,0.0,,,,left_only,42.5,40.0,SHAP only
I_ratio,0.0,,,,left_only,42.5,40.0,SHAP only
hedge_D_count,0.0,,,,left_only,42.5,40.0,SHAP only
hedge_I_count,0.0,,,,left_only,42.5,40.0,SHAP only
