feature,shap_importance,iteration,stance,model
fear,1.0233903,3,NONE,XGBoost
function_word_ratio,0.78580546,3,NONE,XGBoost
noun_ratio,0.6197828,3,NONE,XGBoost
avg_word_length,0.5195399,3,NONE,XGBoost
surprise,0.416851,3,NONE,XGBoost
anger,0.40933722,3,NONE,XGBoost
stopword_ratio,0.39929914,3,NONE,XGBoost
type_token_ratio,0.3580577,3,NONE,XGBoost
adj_ratio,0.35287336,3,NONE,XGBoost
disgust,0.3376457,3,NONE,XGBoost
std_word_length,0.32150015,3,NONE,XGBoost
joy,0.29208702,3,NONE,XGBoost
sentiment_subjectivity,0.27287748,3,NONE,XGBoost
verb_ratio,0.27150676,3,NONE,XGBoost
sadness,0.24170682,3,NONE,XGBoost
word_count,0.2252714,3,NONE,XGBoost
punctuation_usage,0.22494987,3,NONE,XGBoost
hapax_legomena,0.18905118,3,NONE,XGBoost
punctuation_density,0.171461,3,NONE,XGBoost
sentiment_polarity,0.1665207,3,NONE,XGBoost
hedge_C_count,0.16153283,3,NONE,XGBoost
adv_ratio,0.14019987,3,NONE,XGBoost
readability_score,0.13686587,3,NONE,XGBoost
sentence_length_variation,0.13138723,3,NONE,XGBoost
subordinate_clause_ratio,0.12753364,3,NONE,XGBoost
certainty_adjectives_count,0.11267564,3,NONE,XGBoost
certainty_verbs_count,0.09084338,3,NONE,XGBoost
hedges_score,0.08437422,3,NONE,XGBoost
pronoun_ratio,0.08130342,3,NONE,XGBoost
doubt_adverbs_count,0.07526792,3,NONE,XGBoost
N_ratio,0.024978958,3,NONE,XGBoost
C_ratio,0.015814245,3,NONE,XGBoost
certainty_adverbs_count,0.013679126,3,NONE,XGBoost
sentence_count,0.0113711,3,NONE,XGBoost
D_ratio,0.008475588,3,NONE,XGBoost
hedge_E_count,0.006957444,3,NONE,XGBoost
E_ratio,0.00662551,3,NONE,XGBoost
hedge_N_count,0.006174496,3,NONE,XGBoost
avg_dependency_depth,0.0,3,NONE,XGBoost
doubt_verbs_count,0.0,3,NONE,XGBoost
hedge_D_count,0.0,3,NONE,XGBoost
doubt_adjectives_count,0.0,3,NONE,XGBoost
hedge_I_count,0.0,3,NONE,XGBoost
I_ratio,0.0,3,NONE,XGBoost
