feature,shap_importance,iteration,stance,model
surprise,1.2168231,8,AGAINST,XGBoost
punctuation_density,0.751684,8,AGAINST,XGBoost
std_word_length,0.5364764,8,AGAINST,XGBoost
stopword_ratio,0.45726115,8,AGAINST,XGBoost
noun_ratio,0.43218514,8,AGAINST,XGBoost
joy,0.3999329,8,AGAINST,XGBoost
disgust,0.39149708,8,AGAINST,XGBoost
avg_word_length,0.3773236,8,AGAINST,XGBoost
function_word_ratio,0.34784392,8,AGAINST,XGBoost
subordinate_clause_ratio,0.33438888,8,AGAINST,XGBoost
verb_ratio,0.31223625,8,AGAINST,XGBoost
sadness,0.2975441,8,AGAINST,XGBoost
sentence_length_variation,0.25752467,8,AGAINST,XGBoost
sentence_count,0.20959385,8,AGAINST,XGBoost
adv_ratio,0.20405027,8,AGAINST,XGBoost
hapax_legomena,0.20172046,8,AGAINST,XGBoost
sentiment_subjectivity,0.18637481,8,AGAINST,XGBoost
fear,0.17329347,8,AGAINST,XGBoost
type_token_ratio,0.16108358,8,AGAINST,XGBoost
anger,0.12008491,8,AGAINST,XGBoost
readability_score,0.119519964,8,AGAINST,XGBoost
punctuation_usage,0.10716149,8,AGAINST,XGBoost
hedge_C_count,0.07869236,8,AGAINST,XGBoost
sentiment_polarity,0.07810179,8,AGAINST,XGBoost
pronoun_ratio,0.073271394,8,AGAINST,XGBoost
doubt_adverbs_count,0.05391653,8,AGAINST,XGBoost
adj_ratio,0.052856237,8,AGAINST,XGBoost
certainty_verbs_count,0.037729274,8,AGAINST,XGBoost
word_count,0.03772759,8,AGAINST,XGBoost
hedge_N_count,0.037688836,8,AGAINST,XGBoost
hedges_score,0.02102904,8,AGAINST,XGBoost
avg_dependency_depth,0.0,8,AGAINST,XGBoost
certainty_adverbs_count,0.0,8,AGAINST,XGBoost
doubt_verbs_count,0.0,8,AGAINST,XGBoost
doubt_adjectives_count,0.0,8,AGAINST,XGBoost
certainty_adjectives_count,0.0,8,AGAINST,XGBoost
hedge_D_count,0.0,8,AGAINST,XGBoost
hedge_E_count,0.0,8,AGAINST,XGBoost
hedge_I_count,0.0,8,AGAINST,XGBoost
C_ratio,0.0,8,AGAINST,XGBoost
D_ratio,0.0,8,AGAINST,XGBoost
E_ratio,0.0,8,AGAINST,XGBoost
I_ratio,0.0,8,AGAINST,XGBoost
N_ratio,0.0,8,AGAINST,XGBoost
