feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.34999885127788083,0.030675005167722702,0.9903 ± 0.0287,0.9879 ± 0.0283
D_ratio,-0.470492414292328,0.0,0.0022 ± 0.0159,0.0022 ± 0.0104
E_ratio,0.016298406476226907,0.022547246888279915,0.007 ± 0.0231,0.004 ± 0.0164
I_ratio,-0.09299815432779102,0.0,0.0 ± 0.0,0.0007 ± 0.0072
N_ratio*,-0.30230668343719114,0.0,0.0005 ± 0.0051,0.0052 ± 0.0188
adj_ratio,-0.061901869854561614,0.009457399137318134,0.0593 ± 0.0543,0.0624 ± 0.0493
adv_ratio*,-0.39725747186044147,0.007591549772769213,0.011 ± 0.0255,0.0377 ± 0.0474
anger,0.04062330951318142,0.01122665498405695,0.2036 ± 0.2456,0.1658 ± 0.2118
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-0.34116031780844214,0.020471805706620216,5.3882 ± 0.8977,4.4348 ± 0.8027
certainty_adjectives_count*,-0.3449840010589451,0.01045604795217514,0.0412 ± 0.1999,0.3306 ± 0.5599
certainty_adverbs_count*,0.2992917599162489,0.0,0.0309 ± 0.174,0.1653 ± 0.4243
certainty_verbs_count*,-0.2639373215780774,0.0,0.0825 ± 0.2765,0.3967 ± 0.6935
disgust,-0.6829769391507451,0.02700212597846985,0.0036 ± 0.0038,0.0086 ± 0.0275
doubt_adjectives_count,0.034445594195219524,0.0,0.0619 ± 0.2819,0.1074 ± 0.3234
doubt_adverbs_count*,-0.3280183643922041,0.0,0.1237 ± 0.3611,0.3554 ± 0.6023
doubt_verbs_count,-0.3714520092067119,0.0,0.0 ± 0.0,0.0289 ± 0.1679
fear*,-0.6911901267464022,0.04845886677503586,0.2853 ± 0.3267,0.45 ± 0.3765
function_word_ratio*,-0.11409770991505079,0.0180149357765913,0.1939 ± 0.111,0.3371 ± 0.1373
hapax_legomena*,0.0584024712122055,0.01002730242908001,0.8592 ± 0.1316,0.8066 ± 0.1279
hedge_C_count*,0.2267273495129778,0.10796401649713516,13.5258 ± 4.0468,20.8471 ± 9.5268
hedge_D_count,-0.3869243308461595,0.0,0.0206 ± 0.1428,0.0496 ± 0.2175
hedge_E_count,0.3329230107883167,0.0,0.1031 ± 0.338,0.0744 ± 0.2783
hedge_I_count,-0.0825816168794233,0.0,0.0 ± 0.0,0.0165 ± 0.1569
hedge_N_count*,0.04271317439978526,0.0,0.0103 ± 0.1015,0.1198 ± 0.4151
hedges_score,0.38604771789144643,0.02924186736345291,0.1772 ± 0.3732,0.1753 ± 0.3689
joy,-0.4308902905070988,0.016692090779542923,0.0415 ± 0.0873,0.0664 ± 0.1736
noun_ratio*,0.1469896170744418,0.1292346715927124,0.5243 ± 0.1082,0.3593 ± 0.1279
pronoun_ratio*,-0.6860018749870109,0.005235493183135986,0.0034 ± 0.0127,0.0445 ± 0.0515
punctuation_density*,0.4231874637426727,0.04721927270293236,0.5148 ± 0.1472,0.3109 ± 0.1645
punctuation_usage,-0.2638034944425782,0.016360115259885788,0.0862 ± 0.0448,0.0807 ± 0.0609
readability_score*,0.32152147751687304,0.04857706278562546,11.5268 ± 3.6318,8.5089 ± 3.8744
sadness*,0.01811720306119412,0.02350335195660591,0.1814 ± 0.2433,0.1004 ± 0.1739
sentence_count*,-0.3677461845146554,0.011764490976929665,1.1959 ± 0.4924,2.1942 ± 1.3231
sentence_length_variation*,-0.3491284490006964,0.0629078820347786,0.5978 ± 1.5508,3.0208 ± 3.364
sentiment_polarity,-0.11268535291344875,0.051039569079875946,0.0241 ± 0.1891,0.0628 ± 0.2466
sentiment_subjectivity*,-0.20383656474475384,0.016645105555653572,0.1686 ± 0.2797,0.3112 ± 0.2814
std_word_length*,0.16863251787038716,0.03441382199525833,4.179 ± 0.5409,3.2688 ± 0.9298
stopword_ratio*,-0.1877800608224553,0.045314621180295944,0.1382 ± 0.0815,0.2727 ± 0.1208
subordinate_clause_ratio*,0.16330236170489332,0.05555189028382301,0.0369 ± 0.0423,0.048 ± 0.047
surprise,-0.3880622917720217,0.028493374586105347,0.0879 ± 0.1113,0.0783 ± 0.1506
type_token_ratio*,0.16732433770552846,0.019394416362047195,0.9187 ± 0.0846,0.8863 ± 0.0813
verb_ratio*,-0.13470797271158244,0.01690487191081047,0.0918 ± 0.0624,0.1356 ± 0.0615
word_count*,-0.08053423819340952,0.017613066360354424,18.7629 ± 5.625,27.2025 ± 11.7951
