feature,mean_feat_when_shap_positive,std_feat_when_shap_positive,count_shap_positive,mean_feat_when_shap_negative,std_feat_when_shap_negative,count_shap_negative,overall_mean_feat,overall_std_feat,feature_shap_correlation,total_observations
word_count,-0.09965729293570841,0.9525501528610195,649,0.11488086909514714,0.9792165590804159,721,0.013249287227975443,0.9722472482193316,-0.015512737455206718,1370
sentence_count,-0.29432137287242505,0.6607544743993548,709,0.4608715152636619,1.2868371479883538,457,-0.002580556814352757,1.0278157389157865,-0.3771087871444102,1370
avg_word_length,0.4291268458956696,0.8925297037721113,638,-0.07678180018756185,0.9204141365229064,732,0.15881653280594302,0.9416751640771119,0.22845503045803175,1370
std_word_length,0.25801933609987676,0.8609440346231595,635,0.02640627673039154,1.0277845472723914,735,0.1337597750512843,0.9607209645333987,0.2581535231414305,1370
type_token_ratio,0.2836169065641859,0.7203376964543434,744,-0.27459206201991293,1.025304539475836,626,0.028552078583422538,0.915930672300361,0.3662725641947347,1370
hapax_legomena,0.12571960727125295,0.9219506985952561,634,-0.14560876636115902,0.9954780856835462,736,-0.020045124840758155,0.9712778814113994,-0.016529984426639343,1370
stopword_ratio,-0.08716491850905429,1.0486028967909675,614,0.027162600919792085,1.1261064917061543,756,-0.024076155962917175,1.0931392746747475,-0.011588835377882504,1370
punctuation_density,0.1805277017808978,1.1318906214496403,650,-0.06698933427493227,1.060696249984982,720,0.05044575582454913,1.1016097763152088,-0.1212531830944108,1370
noun_ratio,0.2209623720869273,1.113464573162979,615,-0.03168848240060192,0.9659447846893011,755,0.08172777709562469,1.0419936371020138,0.22974520415994482,1370
verb_ratio,-0.7946629705093246,0.8888275777583878,557,0.44202050038085516,0.7464849497334235,813,-0.060777085959166824,1.0102655464378114,-0.6582697699503288,1370
adj_ratio,0.15628461632715612,1.0077965232370663,607,-0.1213587526963657,1.0529978082425546,763,0.0016554991264647765,1.0420153587404437,0.161610197521855,1370
adv_ratio,-0.3393156106800424,0.7342345411480653,727,0.15680145557406305,0.9568152652809415,643,-0.10646650586150976,0.8812295862342188,-0.26743495110305293,1370
pronoun_ratio,-0.08216855607937652,0.8243020540669905,497,-0.131324109457187,1.025789122918389,669,-0.10880031366876423,0.9412377842176205,0.028907915189287085,1370
avg_dependency_depth,,,0,,,0,0.0,0.0,,1370
function_word_ratio,-0.7733739546319135,0.8580022246162305,625,0.4583065566869288,0.870843437879598,745,-0.10359148679794451,1.0603393636794107,-0.6274106757047988,1370
punctuation_usage,-0.28044324962901973,0.8138268276638346,690,0.19648672605811457,1.278646527336452,680,-0.04371888213467571,1.0959645266138212,-0.27291111794658457,1370
readability_score,0.6335262087299612,0.8815982861320822,617,-0.2441216319168452,0.8794262651851951,753,0.1511402058051107,0.9825246974710845,0.4065658433841073,1370
sentence_length_variation,0.21008128106423643,1.0048246129690128,692,-0.13798587731371062,1.0229217692753134,678,0.03782614721004071,1.0282941236093477,0.15530588743235754,1370
subordinate_clause_ratio,0.11610791871145561,1.2221987130373835,628,-0.10183340829331991,0.9163244790129736,742,-0.0019303766444155063,1.072578122554182,0.1909640244531085,1370
sentiment_polarity,-0.34559826208766103,0.7834877001708932,801,0.43216031204195837,1.0854659343519342,569,-0.022572985679081906,0.9972791233963407,-0.4252429188292162,1370
sentiment_subjectivity,-0.39015995063580106,0.9255793522569706,622,0.21039166174474794,0.8709633404602216,748,-0.06226753745284434,0.9444575145534486,-0.38686508708831757,1370
anger,0.4733295019320665,1.3012588519163584,575,-0.39382624864182814,0.5279527950499965,795,-0.029874017561543904,1.0270836179580562,0.45363189144598326,1370
joy,-0.23841956412809429,0.46964505681119784,788,0.09771775823965992,0.9478520142096982,582,-0.09562254104923812,0.7319253119653573,-0.2949707222834425,1370
fear,0.43211595196353897,0.911358951663203,725,-0.33966350716897403,1.0171479314350735,645,0.06875992923326824,1.036557689339287,0.39658316881406347,1370
sadness,0.22055309260344597,1.1505637842163297,660,-0.06477015095896933,0.9834709407352146,710,0.07268484229007745,1.076335293180289,0.16607121943418704,1370
disgust,0.16366052489601593,1.4870469526067291,636,-0.09877886305766928,1.4305082236334636,734,0.023054312663895533,1.462366247430424,0.11859413695917582,1370
surprise,-0.3377515268327747,0.5138571908085681,779,0.4909175775324327,1.3770592028120283,591,0.01972543716710666,1.0657719609371503,-0.45304522227340205,1370
certainty_adverbs_count,-0.14381477993811428,0.7584165445243876,100,4.0521873478283705,0.0,2,-0.0518228739656088,1.0041000081735698,-0.11368134788835318,1370
certainty_verbs_count,0.18952362662263963,0.8495161171840938,360,-0.39199994186840575,0.7364375472033732,398,-0.1424589562902553,0.7784101309880014,0.2752899562313398,1370
certainty_adjectives_count,-0.16422919376818212,0.9136217980831863,334,0.12624609262388192,1.0910189898772147,322,0.002956161749989141,1.0501000353524388,0.10583039466855278,1370
doubt_adverbs_count,-0.3154502679709445,0.6421532881284367,532,0.12814727990361582,1.0711254480844377,328,-0.1473949444366207,0.851778867325223,-0.04994172637962516,1370
doubt_verbs_count,,,0,,,0,-0.09496232943222174,0.6655279649073087,,1370
doubt_adjectives_count,-0.2132557779293864,0.5979582631216416,526,0.36105156041796166,1.6322627190511918,232,-0.05062488459357122,1.03332625663239,-0.012545095729022763,1370
hedges_score,-0.3195892607080901,0.5871580663240701,499,0.24020679569270026,1.2103130372762854,259,-0.11665884998474166,0.9041737360023099,-0.3514803181371432,1370
hedge_C_count,0.2667377583231226,1.1769967373201635,568,-0.12594551437271387,0.8958539263132771,700,0.047454768239615815,1.0433261975388064,0.2805911847244541,1370
hedge_D_count,,,0,,,0,-0.13403610730590518,0.7824374763530223,,1370
hedge_E_count,,,0,,,0,-0.016583856504970046,0.9394075521957863,,1370
hedge_I_count,,,0,,,0,-0.003291635924992744,0.7793353578142806,,1370
