feature,mean_feat_when_shap_positive,std_feat_when_shap_positive,count_shap_positive,mean_feat_when_shap_negative,std_feat_when_shap_negative,count_shap_negative,overall_mean_feat,overall_std_feat,feature_shap_correlation,total_observations
word_count,-0.6838723348289518,0.37580580251284545,3021,0.6670279404406916,0.9009639397711761,3098,7.750220084960715e-05,0.9679151637750524,-0.9513919517003708,6119
sentence_count,-0.4675175325803409,0.5749115259320888,3365,0.6251677821537334,1.089676512298945,2754,0.024271216688761955,1.0057882194701888,-0.8270380891619235,6119
avg_word_length,-0.6118122012233997,0.5627893456382475,3705,0.7999676845308744,0.7903458352980154,2414,-0.054852462015879226,0.9561918829670546,-0.8875735249346266,6119
std_word_length,0.7100389862542162,0.7919049041770253,2824,-0.6065507775817874,0.7575983354002249,3295,0.0010729343111484085,1.0145170924718787,0.83978523498057,6119
type_token_ratio,-0.7596091776885298,0.8916277933679045,3194,0.6653668042185993,0.6411692219968274,2925,-0.07844317881970282,1.0574172235589938,-0.8060592562613246,6119
hapax_legomena,0.5672168794896353,0.847507252393811,2789,-0.6132378672784593,0.906723001839229,3330,-0.07519434893621121,1.058478255640375,0.8121210856522036,6119
stopword_ratio,0.7844487347498504,0.5996219676776782,3223,-0.8509422124564421,0.50511069906732,2896,0.010450992780668661,0.9883861016046407,0.8971094955187152,6119
punctuation_density,0.9163908855513465,0.7007345630849907,2798,-0.7145302399939671,0.4925504185121574,3321,0.03123169974713234,1.008149352254194,0.8767364084005796,6119
noun_ratio,0.4546396835529558,0.9949259449091622,2770,-0.4045417497711277,0.8553851690011,3349,-0.015600326285638075,1.0155531273454064,0.6088089834284179,6119
verb_ratio,-0.5509190203721336,0.7899150749151205,3220,0.5853679149646253,0.8881160319015764,2899,-0.012580104611181864,1.0118650319927804,-0.8089495325832144,6119
adj_ratio,0.30668445285860635,0.9897257538885597,2883,-0.2912155953768432,0.9072011648187961,3236,-0.00951174849617628,0.9928294316789935,0.6399218872541708,6119
adv_ratio,-0.020379914175212895,1.043782271174523,3133,0.12071488214524673,1.145247743307264,2986,0.048472686219115046,1.0966527144989475,-0.06621509388179023,6119
pronoun_ratio,0.18807664100448918,1.0979929465988292,2905,-0.1877736871100061,0.9730141925447535,3214,-0.009338452076077548,1.0510432226470066,0.12547853975561593,6119
