feature,shap_importance,iteration,stance,model
punctuation_density,1.3914095,10,AGAINST,XGBoost
hedge_C_count,1.2642171,10,AGAINST,XGBoost
disgust,0.9300599,10,AGAINST,XGBoost
verb_ratio,0.7198866,10,AGAINST,XGBoost
joy,0.68164426,10,AGAINST,XGBoost
sentiment_polarity,0.57994395,10,AGAINST,XGBoost
noun_ratio,0.46463948,10,AGAINST,XGBoost
punctuation_usage,0.37504455,10,AGAINST,XGBoost
function_word_ratio,0.3643064,10,AGAINST,XGBoost
doubt_adjectives_count,0.2565267,10,AGAINST,XGBoost
anger,0.24829815,10,AGAINST,XGBoost
adj_ratio,0.23448336,10,AGAINST,XGBoost
std_word_length,0.20146756,10,AGAINST,XGBoost
surprise,0.18391648,10,AGAINST,XGBoost
fear,0.18223588,10,AGAINST,XGBoost
pronoun_ratio,0.17993729,10,AGAINST,XGBoost
sentence_length_variation,0.15876204,10,AGAINST,XGBoost
adv_ratio,0.14896734,10,AGAINST,XGBoost
subordinate_clause_ratio,0.14624417,10,AGAINST,XGBoost
type_token_ratio,0.14440855,10,AGAINST,XGBoost
avg_word_length,0.10613965,10,AGAINST,XGBoost
word_count,0.103431985,10,AGAINST,XGBoost
hapax_legomena,0.10289746,10,AGAINST,XGBoost
stopword_ratio,0.10073085,10,AGAINST,XGBoost
sadness,0.09188869,10,AGAINST,XGBoost
readability_score,0.07218691,10,AGAINST,XGBoost
certainty_verbs_count,0.062784314,10,AGAINST,XGBoost
doubt_adverbs_count,0.055902846,10,AGAINST,XGBoost
sentiment_subjectivity,0.033269648,10,AGAINST,XGBoost
hedges_score,0.015991269,10,AGAINST,XGBoost
sentence_count,0.0126184365,10,AGAINST,XGBoost
certainty_adjectives_count,0.01039094,10,AGAINST,XGBoost
certainty_adverbs_count,0.0,10,AGAINST,XGBoost
avg_dependency_depth,0.0,10,AGAINST,XGBoost
doubt_verbs_count,0.0,10,AGAINST,XGBoost
hedge_D_count,0.0,10,AGAINST,XGBoost
hedge_E_count,0.0,10,AGAINST,XGBoost
hedge_I_count,0.0,10,AGAINST,XGBoost
hedge_N_count,0.0,10,AGAINST,XGBoost
C_ratio,0.0,10,AGAINST,XGBoost
D_ratio,0.0,10,AGAINST,XGBoost
E_ratio,0.0,10,AGAINST,XGBoost
I_ratio,0.0,10,AGAINST,XGBoost
N_ratio,0.0,10,AGAINST,XGBoost
