feature,mi_score
punctuation_density,0.03267290113115262
sentiment_polarity,0.029916794737925745
sentence_count,0.029260312382147324
std_word_length,0.02284750100319033
D_ratio,0.02217874783851137
anger,0.022143174353070005
sentiment_subjectivity,0.021380764374364425
type_token_ratio,0.020617476143674818
avg_word_length,0.020242093084846147
joy,0.01987213854854808
C_ratio,0.017803812784166873
hedges_score,0.01739247739921157
noun_ratio,0.016694363426899894
certainty_verbs_count,0.015499906127975027
doubt_adjectives_count,0.014686491835376847
pronoun_ratio,0.0140758313273468
function_word_ratio,0.012493402401186904
hedge_C_count,0.011884335068161
hedge_I_count,0.011230749395465311
fear,0.00960260732701479
hapax_legomena,0.009270436953714434
hedge_D_count,0.00833063438084114
punctuation_usage,0.006230493745866594
certainty_adverbs_count,0.0047873432361700274
word_count,0.004186645088445129
doubt_adverbs_count,0.003090309363059651
verb_ratio,0.002811605989121446
certainty_adjectives_count,0.001977040114478301
subordinate_clause_ratio,0.0011087118938051255
adv_ratio,0.0
stopword_ratio,0.0
adj_ratio,0.0
sentence_length_variation,0.0
avg_dependency_depth,0.0
sadness,0.0
readability_score,0.0
surprise,0.0
disgust,0.0
doubt_verbs_count,0.0
hedge_E_count,0.0
hedge_N_count,0.0
E_ratio,0.0
I_ratio,0.0
N_ratio,0.0
