feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
certainty_adjectives_count*,5.974391372464862e-06,*,0.6218,0.2746,0.6218 ± 0.9225,0.2746 ± 0.5023,0.14948192238807678
certainty_verbs_count*,4.0102432485004e-09,*,0.8342,0.3212,0.8342 ± 0.9861,0.3212 ± 0.6538,0.08172674477100372
hedge_N_count,0.26023443529299733,,0.0466,0.0881,0.0466 ± 0.3111,0.0881 ± 0.4051,0.057257723063230515
type_token_ratio*,1.900030192171089e-09,*,0.852,0.9025,0.852 ± 0.0849,0.9025 ± 0.0757,0.04434671625494957
pronoun_ratio*,0.0005569061237720434,*,0.0452,0.0297,0.0452 ± 0.0495,0.0297 ± 0.0373,0.0424656979739666
certainty_adverbs_count*,0.00012784169463179966,*,0.3264,0.1347,0.3264 ± 0.5793,0.1347 ± 0.3715,0.04182328283786774
disgust*,0.02094130099721488,*,0.0018,0.0182,0.0018 ± 0.0042,0.0182 ± 0.098,0.038182444870471954
surprise*,8.921831632319841e-05,*,0.0763,0.1437,0.0763 ± 0.1357,0.1437 ± 0.1934,0.03739200904965401
hapax_legomena*,4.065940729953289e-07,*,0.7592,0.8263,0.7592 ± 0.1284,0.8263 ± 0.1275,0.03194424510002136
joy*,0.008513775722420491,*,0.1743,0.1112,0.1743 ± 0.2648,0.1112 ± 0.1993,0.0302030798047781
sentiment_polarity*,0.00015380840025436084,*,0.1736,0.065,0.1736 ± 0.3114,0.065 ± 0.2426,0.028024060651659966
hedge_C_count*,0.0004651631903994208,*,23.7358,20.1969,23.7358 ± 10.4621,20.1969 ± 9.1903,0.027904856950044632
punctuation_usage,0.6106661976091249,,0.082,0.0851,0.082 ± 0.0603,0.0851 ± 0.0591,0.027629980817437172
function_word_ratio,0.15119642140415138,,0.3262,0.3074,0.3262 ± 0.1271,0.3074 ± 0.1308,0.026489874348044395
verb_ratio,0.33531107999168663,,0.1228,0.116,0.1228 ± 0.0636,0.116 ± 0.0737,0.025299910455942154
std_word_length*,0.01110540049595929,*,3.3403,3.5676,3.3403 ± 0.8505,3.5676 ± 0.8992,0.024813443422317505
avg_word_length*,0.00018935560783634277,*,4.3516,4.6443,4.3516 ± 0.7097,4.6443 ± 0.8124,0.0247282013297081
readability_score,0.3736053469118368,,9.1817,9.5627,9.1817 ± 4.4034,9.5627 ± 3.99,0.02431926131248474
word_count*,0.0001477282429680887,*,30.9637,26.2383,30.9637 ± 13.2277,26.2383 ± 10.8774,0.0238691046833992
adj_ratio,0.8081314193445575,,0.0595,0.0607,0.0595 ± 0.0509,0.0607 ± 0.0478,0.022769875824451447
sentiment_subjectivity,0.08458998610724253,,0.3757,0.3226,0.3757 ± 0.3066,0.3226 ± 0.2965,0.021250637248158455
subordinate_clause_ratio,0.8481330272335106,,0.0443,0.0434,0.0443 ± 0.0445,0.0434 ± 0.048,0.021206166595220566
adv_ratio,0.621574206529774,,0.031,0.0292,0.031 ± 0.0362,0.0292 ± 0.0365,0.020498862490057945
punctuation_density*,0.00016302809931259437,*,0.2849,0.3419,0.2849 ± 0.1254,0.3419 ± 0.1662,0.020459337159991264
stopword_ratio,0.05366518609755255,,0.2702,0.2479,0.2702 ± 0.1164,0.2479 ± 0.1104,0.019604796543717384
fear*,0.0011282632830391583,*,0.4693,0.3401,0.4693 ± 0.3924,0.3401 ± 0.3807,0.017268728464841843
noun_ratio*,0.00621137618066264,*,0.3664,0.4052,0.3664 ± 0.1334,0.4052 ± 0.1433,0.017032388597726822
sentence_length_variation,0.05429849302818573,,3.4844,2.7655,3.4844 ± 3.4166,2.7655 ± 3.8857,0.016630403697490692
sadness,0.22676342139372674,,0.0612,0.0821,0.0612 ± 0.1695,0.0821 ± 0.1702,0.014203514903783798
sentence_count*,3.769773927275405e-05,*,2.3834,1.8653,2.3834 ± 1.3339,1.8653 ± 1.0957,0.010628215037286282
anger,0.8219644248855879,,0.1323,0.1271,0.1323 ± 0.2269,0.1271 ± 0.2332,0.010544593445956707
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.6536210045812599,,0.0104,0.0155,0.0104 ± 0.1015,0.0155 ± 0.124,
doubt_adjectives_count,0.5074992434078016,,0.1347,0.1606,0.1347 ± 0.3572,0.1606 ± 0.4084,
hedges_score,0.1164895583749448,,0.1162,0.1698,0.1162 ± 0.3098,0.1698 ± 0.3583,
doubt_adverbs_count,1.0,,0.3679,0.3679,0.3679 ± 0.5902,0.3679 ± 0.6804,
hedge_D_count,0.5042875226493477,,0.057,0.0415,0.057 ± 0.2539,0.0415 ± 0.1998,
hedge_E_count,0.5676041768543751,,0.057,0.0725,0.057 ± 0.2539,0.0725 ± 0.2794,
hedge_I_count,0.31794022953781903,,0.0052,0.0,0.0052 ± 0.072,0.0 ± 0.0,
C_ratio,0.2467999949089439,,0.9939,0.9915,0.9939 ± 0.0184,0.9915 ± 0.0221,
D_ratio,0.9464280888114809,,0.002,0.0019,0.002 ± 0.0094,0.0019 ± 0.0095,
E_ratio,0.44329389420048115,,0.0024,0.0033,0.0024 ± 0.0113,0.0033 ± 0.0132,
I_ratio,0.3179402295378187,,0.0001,0.0,0.0001 ± 0.0017,0.0 ± 0.0,
N_ratio,0.22045670656874408,,0.0016,0.0033,0.0016 ± 0.011,0.0033 ± 0.0147,
