index,confidence_score,actual_outcome
0,0.21000565291124929,Correct
1,0.3017241379310345,Correct
2,0.1320754716981132,Correct
3,0.3017241379310345,Correct
4,0.21000565291124929,Correct
5,0.21000565291124929,Correct
6,0.21000565291124929,Correct
8,0.21000565291124929,Correct
9,0.07864488808227466,Correct
10,0.2413793103448276,Correct
11,0.21000565291124929,Correct
12,0.21000565291124929,Correct
13,0.3017241379310345,Correct
14,0.2312148295266468,Correct
15,0.21000565291124929,Correct
16,0.20304860511935574,Correct
17,0.07864488808227466,Correct
18,0.1289308176100629,Correct
19,0.12068965517241378,Correct
20,0.27325959661678595,Correct
21,0.12068965517241378,Correct
22,0.07864488808227466,Correct
23,0.39655172413793105,Correct
24,0.3939492517891997,Correct
25,0.2663025488248924,Correct
26,0.21000565291124929,Correct
27,0.21000565291124929,Correct
28,0.3306953080836631,Correct
29,0.21000565291124929,Correct
30,0.2596793708408953,Correct
31,0.2312148295266468,Correct
32,0.21000565291124929,Correct
33,0.3017241379310345,Correct
34,0.1320754716981132,Correct
35,0.20304860511935574,Correct
36,0.12068965517241378,Correct
37,0.3017241379310345,Correct
38,0.3017241379310345,Correct
39,0.12068965517241378,Correct
40,0.21000565291124929,Correct
41,0.3017241379310345,Correct
42,0.29476709013914093,Correct
43,0.3017241379310345,Correct
44,0.3017241379310345,Correct
45,0.1289308176100629,Correct
46,0.1289308176100629,Correct
47,0.3017241379310345,Correct
48,0.16796088582111013,Correct
49,0.11373260738052027,Correct
50,0.20304860511935574,Misclassified
51,0.20304860511935574,Correct
52,0.12068965517241378,Correct
53,0.39655172413793105,Correct
54,0.27325959661678595,Correct
55,0.07864488808227466,Correct
56,0.21000565291124929,Correct
57,0.12068965517241378,Correct
58,0.27325959661678595,Correct
59,0.21000565291124929,Correct
60,0.21000565291124929,Correct
61,0.1289308176100629,Correct
62,0.21000565291124929,Correct
63,0.27325959661678595,Correct
64,0.034482758620689655,Correct
65,0.2663025488248924,Correct
66,0.12068965517241378,Correct
68,0.3017241379310345,Correct
69,0.21000565291124929,Correct
70,0.2663025488248924,Correct
71,0.1289308176100629,Correct
72,0.21000565291124929,Correct
73,0.21000565291124929,Correct
74,0.1289308176100629,Misclassified
75,0.16796088582111013,Correct
76,0.07864488808227466,Correct
77,0.3017241379310345,Correct
78,0.12068965517241378,Correct
79,0.12068965517241378,Correct
80,0.3017241379310345,Correct
81,0.12068965517241378,Correct
82,0.21000565291124929,Correct
83,0.1289308176100629,Correct
84,0.27325959661678595,Correct
85,0.2312148295266468,Correct
86,0.4224137931034483,Correct
87,0.07864488808227466,Correct
88,0.16796088582111013,Correct
89,0.11373260738052027,Correct
90,0.2663025488248924,Correct
91,0.27325959661678595,Correct
92,0.27325959661678595,Correct
93,0.3017241379310345,Correct
94,0.11373260738052027,Correct
95,0.27325959661678595,Correct
96,0.21000565291124929,Correct
97,0.3017241379310345,Correct
98,0.16796088582111013,Correct
99,0.21000565291124929,Correct
100,0.3017241379310345,Correct
101,0.4224137931034483,Correct
102,0.21000565291124929,Correct
103,0.3939492517891997,Correct
104,0.27325959661678595,Correct
105,0.21000565291124929,Correct
106,0.21000565291124929,Correct
107,0.21000565291124929,Correct
108,0.3017241379310345,Correct
109,0.2596793708408953,Correct
110,0.4224137931034483,Correct
111,0.27325959661678595,Correct
112,0.21000565291124929,Correct
113,0.27325959661678595,Correct
114,0.27325959661678595,Correct
115,0.1289308176100629,Correct
116,0.2413793103448276,Correct
117,0.12068965517241378,Correct
118,0.3017241379310345,Correct
119,0.21000565291124929,Correct
120,0.21000565291124929,Correct
121,0.2312148295266468,Correct
122,0.07864488808227466,Correct
123,0.27325959661678595,Correct
125,0.27325959661678595,Correct
127,0.07864488808227466,Correct
128,0.21000565291124929,Correct
129,0.2663025488248924,Correct
130,0.3017241379310345,Correct
131,0.11373260738052027,Correct
132,0.16796088582111013,Correct
133,0.21000565291124929,Correct
134,0.21000565291124929,Correct
135,0.12068965517241378,Correct
