feature,shap_importance,iteration,stance,model
noun_ratio,0.6669769,5,All_Stances,XGBoost
fear,0.54574275,5,All_Stances,XGBoost
punctuation_density,0.49558574,5,All_Stances,XGBoost
anger,0.47643372,5,All_Stances,XGBoost
surprise,0.45641258,5,All_Stances,XGBoost
avg_word_length,0.4526864,5,All_Stances,XGBoost
joy,0.4408124,5,All_Stances,XGBoost
sadness,0.355793,5,All_Stances,XGBoost
verb_ratio,0.3468969,5,All_Stances,XGBoost
disgust,0.32438788,5,All_Stances,XGBoost
sentiment_polarity,0.24848397,5,All_Stances,XGBoost
function_word_ratio,0.22195083,5,All_Stances,XGBoost
std_word_length,0.22149076,5,All_Stances,XGBoost
punctuation_usage,0.21736245,5,All_Stances,XGBoost
adj_ratio,0.21591432,5,All_Stances,XGBoost
sentiment_subjectivity,0.21000598,5,All_Stances,XGBoost
stopword_ratio,0.20694582,5,All_Stances,XGBoost
sentence_count,0.19482264,5,All_Stances,XGBoost
word_count,0.17490333,5,All_Stances,XGBoost
hedge_C_count,0.17236708,5,All_Stances,XGBoost
readability_score,0.15824887,5,All_Stances,XGBoost
certainty_adjectives_count,0.13303068,5,All_Stances,XGBoost
C_ratio,0.1170463,5,All_Stances,XGBoost
hapax_legomena,0.105950885,5,All_Stances,XGBoost
type_token_ratio,0.10087653,5,All_Stances,XGBoost
subordinate_clause_ratio,0.09974107,5,All_Stances,XGBoost
adv_ratio,0.0829668,5,All_Stances,XGBoost
sentence_length_variation,0.0670706,5,All_Stances,XGBoost
pronoun_ratio,0.06322305,5,All_Stances,XGBoost
certainty_verbs_count,0.0536456,5,All_Stances,XGBoost
hedges_score,0.04442174,5,All_Stances,XGBoost
N_ratio,0.03691678,5,All_Stances,XGBoost
hedge_N_count,0.032769606,5,All_Stances,XGBoost
doubt_adjectives_count,0.0197532,5,All_Stances,XGBoost
doubt_adverbs_count,0.017873535,5,All_Stances,XGBoost
certainty_adverbs_count,0.0031722016,5,All_Stances,XGBoost
avg_dependency_depth,0.0,5,All_Stances,XGBoost
doubt_verbs_count,0.0,5,All_Stances,XGBoost
hedge_D_count,0.0,5,All_Stances,XGBoost
hedge_I_count,0.0,5,All_Stances,XGBoost
hedge_E_count,0.0,5,All_Stances,XGBoost
D_ratio,0.0,5,All_Stances,XGBoost
E_ratio,0.0,5,All_Stances,XGBoost
I_ratio,0.0,5,All_Stances,XGBoost
