feature,shap_importance,iteration,stance,model
avg_word_length,0.5720629587076894,5,All_Stances,Logistic Regression
noun_ratio,0.4451595506154582,5,All_Stances,Logistic Regression
fear,0.35175548441754684,5,All_Stances,Logistic Regression
hapax_legomena,0.3373352275754306,5,All_Stances,Logistic Regression
type_token_ratio,0.3089354594671893,5,All_Stances,Logistic Regression
sentence_count,0.30655942956172033,5,All_Stances,Logistic Regression
punctuation_density,0.26210044662070303,5,All_Stances,Logistic Regression
word_count,0.25648216568109466,5,All_Stances,Logistic Regression
std_word_length,0.253682714409289,5,All_Stances,Logistic Regression
C_ratio,0.22830106664130886,5,All_Stances,Logistic Regression
stopword_ratio,0.21917161173449365,5,All_Stances,Logistic Regression
adj_ratio,0.20525827339896202,5,All_Stances,Logistic Regression
N_ratio,0.16062865367267085,5,All_Stances,Logistic Regression
hedge_C_count,0.1577252653207746,5,All_Stances,Logistic Regression
hedge_N_count,0.14775911473894043,5,All_Stances,Logistic Regression
certainty_adjectives_count,0.13051483237294983,5,All_Stances,Logistic Regression
verb_ratio,0.12278912255319467,5,All_Stances,Logistic Regression
sentiment_subjectivity,0.12116337170131512,5,All_Stances,Logistic Regression
doubt_adverbs_count,0.1195256833651661,5,All_Stances,Logistic Regression
joy,0.11401635202020055,5,All_Stances,Logistic Regression
surprise,0.11329387850950964,5,All_Stances,Logistic Regression
subordinate_clause_ratio,0.09777735650588949,5,All_Stances,Logistic Regression
sentiment_polarity,0.09111494827400589,5,All_Stances,Logistic Regression
adv_ratio,0.09006938322713795,5,All_Stances,Logistic Regression
hedges_score,0.08863030697703549,5,All_Stances,Logistic Regression
doubt_adjectives_count,0.0709236587669951,5,All_Stances,Logistic Regression
anger,0.06393486468615077,5,All_Stances,Logistic Regression
certainty_adverbs_count,0.051399166720764576,5,All_Stances,Logistic Regression
hedge_D_count,0.049316213669648154,5,All_Stances,Logistic Regression
readability_score,0.027753518692088246,5,All_Stances,Logistic Regression
D_ratio,0.026839720080581324,5,All_Stances,Logistic Regression
doubt_verbs_count,0.02065905553413852,5,All_Stances,Logistic Regression
function_word_ratio,0.02058964665282498,5,All_Stances,Logistic Regression
punctuation_usage,0.020418084557892822,5,All_Stances,Logistic Regression
hedge_E_count,0.012091317052318161,5,All_Stances,Logistic Regression
E_ratio,0.009532869662609642,5,All_Stances,Logistic Regression
certainty_verbs_count,0.009143736136145358,5,All_Stances,Logistic Regression
sadness,0.00561392811356963,5,All_Stances,Logistic Regression
hedge_I_count,0.005609700172415046,5,All_Stances,Logistic Regression
I_ratio,0.00551356265969798,5,All_Stances,Logistic Regression
sentence_length_variation,0.0039332277979334,5,All_Stances,Logistic Regression
pronoun_ratio,0.0029108289776434318,5,All_Stances,Logistic Regression
disgust,0.0003360580634945515,5,All_Stances,Logistic Regression
avg_dependency_depth,0.0,5,All_Stances,Logistic Regression
