feature,shap_importance,iteration,stance,model
punctuation_density,1.5831681,5,AGAINST,XGBoost
disgust,0.9351705,5,AGAINST,XGBoost
noun_ratio,0.7453319,5,AGAINST,XGBoost
std_word_length,0.6295877,5,AGAINST,XGBoost
readability_score,0.5261189,5,AGAINST,XGBoost
verb_ratio,0.51227874,5,AGAINST,XGBoost
function_word_ratio,0.36908004,5,AGAINST,XGBoost
type_token_ratio,0.35631782,5,AGAINST,XGBoost
surprise,0.34124684,5,AGAINST,XGBoost
anger,0.3317765,5,AGAINST,XGBoost
joy,0.33169058,5,AGAINST,XGBoost
adj_ratio,0.3095111,5,AGAINST,XGBoost
sentiment_subjectivity,0.25235578,5,AGAINST,XGBoost
sadness,0.22148874,5,AGAINST,XGBoost
adv_ratio,0.19641754,5,AGAINST,XGBoost
subordinate_clause_ratio,0.1864247,5,AGAINST,XGBoost
avg_word_length,0.14216635,5,AGAINST,XGBoost
punctuation_usage,0.12336833,5,AGAINST,XGBoost
hedge_C_count,0.1158389,5,AGAINST,XGBoost
stopword_ratio,0.11139517,5,AGAINST,XGBoost
sentiment_polarity,0.073070444,5,AGAINST,XGBoost
sentence_length_variation,0.059632666,5,AGAINST,XGBoost
fear,0.05200808,5,AGAINST,XGBoost
C_ratio,0.046598762,5,AGAINST,XGBoost
hapax_legomena,0.043965764,5,AGAINST,XGBoost
doubt_adjectives_count,0.035154942,5,AGAINST,XGBoost
word_count,0.015391596,5,AGAINST,XGBoost
sentence_count,0.0,5,AGAINST,XGBoost
certainty_adverbs_count,0.0,5,AGAINST,XGBoost
avg_dependency_depth,0.0,5,AGAINST,XGBoost
pronoun_ratio,0.0,5,AGAINST,XGBoost
certainty_verbs_count,0.0,5,AGAINST,XGBoost
doubt_verbs_count,0.0,5,AGAINST,XGBoost
doubt_adverbs_count,0.0,5,AGAINST,XGBoost
hedges_score,0.0,5,AGAINST,XGBoost
certainty_adjectives_count,0.0,5,AGAINST,XGBoost
hedge_D_count,0.0,5,AGAINST,XGBoost
hedge_E_count,0.0,5,AGAINST,XGBoost
hedge_I_count,0.0,5,AGAINST,XGBoost
hedge_N_count,0.0,5,AGAINST,XGBoost
D_ratio,0.0,5,AGAINST,XGBoost
E_ratio,0.0,5,AGAINST,XGBoost
I_ratio,0.0,5,AGAINST,XGBoost
N_ratio,0.0,5,AGAINST,XGBoost
