index,confidence_score,actual_outcome
0,0.7725474731832289,Correct
1,0.6416716871859113,Correct
2,0.8536941856640946,Correct
3,0.6608437628375674,Correct
4,0.7347678389123666,Correct
5,0.8216611176086345,Correct
6,0.80020281844293,Correct
7,0.8529794308411343,Correct
8,0.7648430268822913,Correct
9,0.8177510075712602,Correct
10,0.8084605400230794,Correct
11,0.7610217256606818,Correct
12,0.7402627955156975,Correct
13,0.6868512963923825,Correct
14,0.7371075836038707,Correct
15,0.7648430268822913,Correct
16,0.7648430268822913,Correct
17,0.795487063081163,Correct
18,0.8373738290045929,Correct
19,0.8216611176086345,Correct
20,0.6873254018173149,Correct
21,0.8275242568351489,Correct
22,0.8177510075712602,Correct
23,0.7008950264070745,Correct
24,0.7402627955156975,Correct
25,0.6734278359179146,Correct
26,0.7207241088976747,Correct
27,0.7695658812724175,Correct
28,0.7085833509442999,Correct
29,0.7850265119856826,Correct
30,0.7314616638385968,Correct
31,0.6852652751451395,Correct
32,0.7648430268822913,Correct
33,0.6916128801602058,Correct
34,0.8328679909444622,Correct
35,0.7822090391365922,Correct
36,0.781366943963966,Correct
37,0.687130875603809,Correct
38,0.6897884095389344,Correct
39,0.8008681234772448,Correct
40,0.7859423590356551,Correct
41,0.740177475192282,Correct
42,0.702697815798113,Correct
43,0.694023134281826,Correct
44,0.74315999964657,Correct
45,0.8304218486134404,Correct
46,0.8332940408531657,Correct
47,0.679962060230469,Correct
48,0.7393432539840558,Correct
49,0.7545191846276579,Correct
50,0.7253042135180043,Misclassified
51,0.7509488337274465,Correct
52,0.7741390438067983,Correct
53,0.7131691994565842,Correct
54,0.7225987704240168,Correct
55,0.8177510075712602,Correct
56,0.7485692760026292,Correct
57,0.7725474731832289,Correct
58,0.6512737160779601,Correct
59,0.750697565050995,Correct
60,0.7648430268822913,Correct
61,0.8410814149972942,Correct
62,0.7604711607594613,Correct
63,0.7165153077560628,Correct
64,0.8040886739002493,Correct
65,0.7208736457575219,Correct
66,0.7931636771763072,Correct
67,0.8521572714730618,Misclassified
68,0.7121578344038367,Correct
69,0.7616923144228099,Correct
70,0.7416829986755599,Correct
71,0.8496394794140638,Correct
72,0.7415466247445808,Correct
73,0.7850265119856826,Correct
74,0.8296550282272137,Misclassified
75,0.7162877972452373,Correct
76,0.7630884892063825,Correct
77,0.7472591559281315,Correct
78,0.7618614349714798,Correct
79,0.7655947548705428,Correct
80,0.7794440216224654,Correct
81,0.770170169942232,Correct
82,0.8320710070035596,Correct
83,0.8585465343942135,Correct
84,0.7032584623681798,Correct
85,0.7174417196246381,Correct
86,0.6908172189908878,Correct
87,0.7931636771763072,Correct
88,0.724055054613806,Correct
89,0.8327363120378745,Correct
90,0.7076124082481641,Correct
91,0.6950298481182523,Correct
92,0.7342971062319898,Correct
93,0.6863186879808886,Correct
94,0.7894303572772443,Correct
95,0.7054397375131776,Correct
96,0.7381139472118451,Correct
97,0.7053803653757076,Correct
98,0.8044156617438586,Correct
99,0.737274104576527,Correct
100,0.7189715666777751,Correct
101,0.7423057642406478,Correct
102,0.751253045435167,Correct
103,0.7311680750027415,Correct
104,0.7113035989979145,Correct
105,0.7231286427452307,Correct
106,0.7752848954459479,Correct
107,0.7393432539840558,Correct
108,0.6688524208462255,Correct
109,0.7094795216572692,Correct
110,0.6607593750576282,Correct
111,0.7517886763627644,Correct
112,0.7522594090431413,Correct
113,0.7056038565748987,Correct
114,0.7067281839262254,Correct
115,0.8377998789132964,Correct
116,0.8603916572975755,Correct
117,0.8136587206598566,Correct
118,0.7171839679582067,Correct
119,0.7629774264236218,Correct
120,0.8397754533044971,Correct
121,0.7171839679582067,Correct
122,0.8216611176086345,Correct
123,0.7092173964283814,Correct
124,0.8550643309100355,Correct
125,0.6806898600734502,Correct
126,0.6790378298152119,Correct
127,0.7894303572772443,Correct
128,0.6828517185622301,Correct
129,0.7323925311273791,Correct
130,0.6915421716137773,Correct
131,0.7983618578130844,Correct
132,0.8151881229095441,Correct
133,0.7694184419539806,Correct
134,0.7470477002849932,Correct
135,0.7894303572772443,Correct
136,0.7648430268822913,Correct
137,0.8286006039253336,Correct
138,0.8746863315589399,Correct
139,0.7623367612181309,Correct
140,0.7673232139492742,Correct
141,0.7906574115121467,Correct
142,0.7095386612981064,Correct
143,0.6988258769995459,Correct
144,0.80020281844293,Correct
145,0.8332940408531657,Correct
146,0.7320609807332262,Correct
147,0.747735414718259,Correct
148,0.6759087985859634,Correct
149,0.750697565050995,Correct
150,0.7629774264236218,Correct
151,0.7694184419539806,Correct
152,0.6810979564873875,Correct
153,0.7032584623681798,Correct
154,0.7346750828477843,Correct
155,0.7610266411436334,Correct
156,0.8319400740817572,Correct
157,0.7890713902649037,Correct
158,0.8294716896900618,Correct
159,0.751253045435167,Correct
160,0.8327363120378745,Correct
161,0.6852326277947162,Correct
162,0.7648430268822913,Correct
163,0.6734278359179146,Correct
164,0.737274104576527,Correct
165,0.7648430268822913,Correct
166,0.7648430268822913,Correct
167,0.7635545804692434,Correct
168,0.6824424022933498,Correct
169,0.6828961508609174,Correct
170,0.746348570900843,Correct
171,0.7244643708826864,Correct
172,0.7694184419539806,Correct
173,0.6688524208462255,Correct
174,0.7397567456256174,Correct
175,0.732949287681472,Correct
176,0.8084605400230794,Correct
177,0.8177510075712602,Correct
178,0.8391128355560749,Correct
179,0.8261322195336382,Correct
180,0.7220661620125226,Correct
181,0.8332940408531657,Correct
182,0.7931636771763072,Correct
183,0.6949933694971755,Correct
184,0.8481061187672908,Correct
185,0.7134483955218355,Correct
186,0.8259425547991858,Correct
187,0.7176819004097839,Correct
188,0.6975361137824129,Correct
189,0.7733873158185468,Correct
190,0.7940057723489334,Correct
