target,text,stance
Joe Biden,"Why is @JoeBiden a good candidate? ""Tell the truth and let the cards fall where they may. Why would you want the job unless you did that?""",1
Joe Biden,"Cuomo is responsible for massive reduction in hospital beds and is still pursuing Medicaid cuts. Corporate media loves those who serve their corporate lords, hence theyre marking Cuomo look like a hero. #CNNisTrash #NeverCuomo #CuomoCuts #JoeBiden",0
Joe Biden,"1. Aid was released ahead of schedule. 2. There are NO victims, therefore NO crime. 3. Democrat corruption in Ukraine is real. 4. NOBODY CARES!! @dbongino @JoeHoz1 #NobodyCares",1
Joe Biden,"YES! What a great meet and greet!!!!! Hey, anyone seen @JoeBiden or #Biden lately?",0
Joe Biden,Oh PLEEEEASE!!! There are NOT Any dang Travel Restrictions to &amp; from Arkansas!!! #DoubleStandard #JoeBiden,0
Joe Biden,The sad part is that racists bigots will watch and agree but they would never help an African American like this. What a fallacy this video is!!! #JoeBiden,1
Joe Biden,"Hell have plenty of time to hang there with the crime family after January. Ohh, except Donny. Hell be in jail. #LockHimUp #exGOP #Biden",1
Joe Biden,"#CoryBooker attempting to compare his record with #Biden is FRACKIN laughable! Sen Booker: you have no record! You haven't been in the Senate, let alone in politics to even compete, let alone challenge the long record of service of #Biden. Go sit down! #DemocraticDebate",1
Joe Biden,"Joe, why don't you list all the legislation you proposed to commemorate Juneteenth? Maybe some of the many speeches you've given on the date in the 40+ years you've been in politics. Any comment?",0
Joe Biden,my reaction listening to biden concussively obstruct context from any of his arguments #DemocraticDebate,1
Joe Biden,"John McCain already tried that, what is important is policy stances! So great but the policy stances of your running mate will matter @JoeBiden And can you be any more condescending than smiling or laughing during the debate? #DemocraticDebate",0
Joe Biden,"Im watching a replay of the #DemocraticDebate, Joe Biden seems to being doing spectacularly well for someone that supposedly has dementia.",1
Joe Biden,"A real all star @JoeBiden is, graduating in the 26th percentile is good enough for me! When I think president of the US, its someone with impressive *checks notes* cramming abilities I want.",0
Joe Biden,"Implying that a significant portion of #Democratic voters really crave #Biden this cycle -- a return to normalcy. The strongest opposition to him appears to be those who want social revolution, which wouldn't happen anyway in a first term.",1
Joe Biden,stop with the Anita Hill. Biden didn't even vote for Clarence Thomas and he went on to write the VAWA act. We are fighting this now:,1
Joe Biden,"If I'm to choose who I feel comes across as most genuine in this debate, it's a tie between Booker and Buttigieg. The most angry, Biden. The most incoherent, Yang. The most polished, Harris. #DemocraticDebate #DemDebate",0
Joe Biden,"No. But, I will pray for YOU. May Father God Help You to be SAVED FROM THE WAGES OF YOUR SINS which is DEATH. May the Good Righteous Savior JesusChrist be revealed to you & In truth, you, Mr. Biden will REPENT, RECEIVE, and BELIEVE on the Lord JesusChrist to be saved. John3:16",0
Joe Biden,"If #JoeBiden had ever had a fully functioning brain, Barack Hussein Obama would not have chosen him to be his VP / Shoe Shine Boy.",1
Joe Biden,"And then theres those ppl always calling others racist, which to me means theyre (YOU) the real racist. #AssholeJoe #Biden",1
Joe Biden,#DemocraticDebate Wow!!! Uncle Joe just whacked Gillibrand : Whats changed ? You running for President ...,1
Joe Biden,"You know what else is up dock?Intimidating not just a Diplomat but multiple careers,in the DOJ with our NATO relations,and in turn #MakeAmericaGreatAgain into,#AbuseOfPower,#JoeBiden#hunterbiden#Urkraine#Coup#Quidproquo#Slander&amp;lies#Graystate#lies#ALtright#Comunist#Altright#Thug!",0
Joe Biden,LMAOOOOO no it was young joe Biden and he was the coolest dude ever,1
Joe Biden,"If I were a woman, I think I'd rather be chosen for my 'big tits and great arse' than my identity-politics. #JoeBiden",1
Joe Biden,"I guess that #StaceyAbrams will be #JoeBiden VP running mate; she is a black woman, Georgia's politician and Yale graduated. That's adding a lot to a weak (and old) candidacy. Abrams says: Ive spent 25 years in independent study of foreign policy..."" Well, not a big deal...",0
Joe Biden,"API's RightScore for POLL-Minorities, Older Adults Boost Biden Atop 2020 Democrat Field | is -51. #america #republican #conservative #fakenews",0
Joe Biden,"What Joe means by ""allies"" is the terrorist organization he helped fund.",0
Joe Biden,Biden: I know who the good guys are and I know who the bad guys are. #DemocraticDebate,1
Joe Biden,The NRA is an equal opportunity donor even to Joe Plugs HANZY Biden!,0
Joe Biden,#Biden I guess as the saying goes that its damned if you do and damned if you dont . At least thats how the media seem to think.,1
Joe Biden,Do they sell Biden & Pelosi Bobble Heads? I want them.,1
Joe Biden,2. All it will take is some right winger sending out an email blast saying that Joe Biden is secretly plotting with the U.N. to put Christians in death camps and suddenly the grandma that resents being told to die for the economy will walk through flames to vote #GOP #politics,1
Joe Biden,They demand? What will they demand from the news media if #Biden became president? More #FakeNews? Joe Biden's team reportedly sent a letter to top TV news execs demanding they stop booking Rudy Giuliani #Topbuzz,1
Joe Biden,I offer three GOP senators to run with @JoeBiden because they are already licking the butts of the democrats and they make us sick @SenatorCollins @lisamurkowski @mitromney4pres PEASE take them with our blessings,0
Joe Biden,"@JoeBiden is out of his element with this #Democrat #socialist party unless he has become socialist too$$, there wouldn't be a place for JFK in this party now",1
Joe Biden,"Yet again Mitch McConnell is sacrificing our least rewarded and most essential citizens of our country, so he can meet his own political ends. #Senate #Congress #JoeBiden",0
Joe Biden,"At this point, I'm not going to believe any of the filthy rumors about Joe. If he had truly done anything wrong--anything illicit or illegal--it would have come out in the eight years he served as VP under Obama. So, the Rs and their toadies can fling mud all they like. #joebiden",1
