feature,shap_importance,iteration,stance,model
surprise,0.62220025,13,AGAINST,XGBoost
anger,0.49970648,13,AGAINST,XGBoost
readability_score,0.46825,13,AGAINST,XGBoost
avg_word_length,0.4118474,13,AGAINST,XGBoost
sentiment_polarity,0.4033391,13,AGAINST,XGBoost
noun_ratio,0.40095517,13,AGAINST,XGBoost
joy,0.3991197,13,AGAINST,XGBoost
verb_ratio,0.39296585,13,AGAINST,XGBoost
punctuation_density,0.3733358,13,AGAINST,XGBoost
function_word_ratio,0.33403227,13,AGAINST,XGBoost
std_word_length,0.31547928,13,AGAINST,XGBoost
adj_ratio,0.28978524,13,AGAINST,XGBoost
sentiment_subjectivity,0.26230976,13,AGAINST,XGBoost
sadness,0.23922089,13,AGAINST,XGBoost
stopword_ratio,0.21133345,13,AGAINST,XGBoost
disgust,0.19961166,13,AGAINST,XGBoost
type_token_ratio,0.19193465,13,AGAINST,XGBoost
hedge_C_count,0.18425429,13,AGAINST,XGBoost
punctuation_usage,0.1835807,13,AGAINST,XGBoost
subordinate_clause_ratio,0.17310625,13,AGAINST,XGBoost
word_count,0.13765165,13,AGAINST,XGBoost
adv_ratio,0.13267702,13,AGAINST,XGBoost
fear,0.11780628,13,AGAINST,XGBoost
C_ratio,0.084431544,13,AGAINST,XGBoost
hapax_legomena,0.083945885,13,AGAINST,XGBoost
doubt_adverbs_count,0.057625093,13,AGAINST,XGBoost
pronoun_ratio,0.045213424,13,AGAINST,XGBoost
sentence_length_variation,0.044899493,13,AGAINST,XGBoost
hedges_score,0.025732849,13,AGAINST,XGBoost
certainty_verbs_count,0.019580381,13,AGAINST,XGBoost
E_ratio,0.019338084,13,AGAINST,XGBoost
certainty_adjectives_count,0.018558174,13,AGAINST,XGBoost
sentence_count,0.005595811,13,AGAINST,XGBoost
doubt_adjectives_count,0.005126902,13,AGAINST,XGBoost
certainty_adverbs_count,0.0,13,AGAINST,XGBoost
avg_dependency_depth,0.0,13,AGAINST,XGBoost
hedge_D_count,0.0,13,AGAINST,XGBoost
doubt_verbs_count,0.0,13,AGAINST,XGBoost
hedge_I_count,0.0,13,AGAINST,XGBoost
hedge_E_count,0.0,13,AGAINST,XGBoost
hedge_N_count,0.0,13,AGAINST,XGBoost
D_ratio,0.0,13,AGAINST,XGBoost
I_ratio,0.0,13,AGAINST,XGBoost
N_ratio,0.0,13,AGAINST,XGBoost
