feature,mi_score
word_count,0.11100747540248546
hedge_C_count,0.09198222685151736
disgust,0.07353712814879731
type_token_ratio,0.0722417518321663
stopword_ratio,0.06927018074416624
punctuation_density,0.057782029346307606
noun_ratio,0.048744342682154995
hapax_legomena,0.04739713001394241
pronoun_ratio,0.04549255263660634
certainty_adverbs_count,0.03992137925272554
surprise,0.03859703889521726
avg_word_length,0.03480257179278712
fear,0.03446992985888042
N_ratio,0.03410506610482611
punctuation_usage,0.03140142338820984
adv_ratio,0.03134424826626803
doubt_adverbs_count,0.03070163382831681
verb_ratio,0.028243510727518073
sentence_count,0.027818934345876123
sentiment_subjectivity,0.026689799376067747
avg_dependency_depth,0.026322298425665247
hedge_I_count,0.025635959721192147
D_ratio,0.025267921103683477
doubt_verbs_count,0.024152216441883034
std_word_length,0.02012387426739748
sentence_length_variation,0.0166569093188349
hedges_score,0.013406440239690953
I_ratio,0.009009178327571199
subordinate_clause_ratio,0.008971161170154396
function_word_ratio,0.005578254041724406
sentiment_polarity,0.001538722422948613
adj_ratio,0.0
sadness,0.0
joy,0.0
anger,0.0
readability_score,0.0
hedge_D_count,0.0
doubt_adjectives_count,0.0
certainty_adjectives_count,0.0
certainty_verbs_count,0.0
C_ratio,0.0
hedge_N_count,0.0
hedge_E_count,0.0
E_ratio,0.0
