target,text,stance
Joe Biden,"5/23 Sat 2:30p EDT Michigan #Biden Training Im attending Joe Biden for Presidents event, Macomb/Oakland Virtual Organizing Training sign up now to join me! #GoJoe2020 #DemCast #DemCastMI",1
Joe Biden,Yes he does. Thank you Dr Biden for all of your hard work and dedication to the people!,1
Joe Biden,"Attention: High School #StudentsForBiden, the first organizing event is tomorrow at 12:30pm EDT! Join Us! #JoeBiden #bidenklobuchar2020",1
Joe Biden,"I have so much respect @amyklobuchar, and would have loved to see her as Vice President. However, I support her, her decision, and @JoeBiden. #ThankYouAmyKlobuchar",1
Joe Biden,Bidens promise to choose a woman veep reignites hopes of a female president #RidenWithBiden,1
Joe Biden,Ringing in the new year by ringing some doorbells and getting folks fired up to vote for @JoeBiden here in Charleston!!,1
Joe Biden,"Check out Joes new page and give him a follow. Good guy, easy to deal with, and a very trustworthy name!",1
Joe Biden,Didn't watch but I'm in Indiana and he's . Still: #JoeBiden,1
Joe Biden,"Why do I feel like I have to defend Joe Biden now? The ad was racially insensitive, and he should know better. All of #JoeBiden should know better. They shouldve been more clear in that our problem is with the Chinese government and not with its people.",0
Joe Biden,"Our President went from the left to right in 6 years, but voting for @JoeBiden will only take 1 minute and guarantees 4 years of positive change! Its simple folks. Take an easier path. Vote Joe. #MondayMotivaton",1
Joe Biden,Join #Biden later today for some tie dying at Merril Park in Concord! #FITN,1
Joe Biden,#Biden I just took action with @theactionnet: Join Organizing Together 2020 North Carolina. Take action here:,1
Joe Biden,@TimRyan endorses @JoeBiden! His values and his experience make him the best person to be President. Welcome to @TeamJoe! #Endorsement #2020dems,1
Joe Biden,"#OhioDemocrats Vote by mail, early vote, or vote on march 17th. Plz follow #COVID19 protocol. But PLZ Vote for #Biden Joe has great plans that will help #Unions &amp; All working people!! #Unionyes",1
Joe Biden,#Biden JoeBiden: is hosting house parties across the country to help kick off our campaign. RSVP at to attend a watch party in your community.,1
Joe Biden,Crisis reveals character. @JoeBiden is the exact right leader we need in the White House.,1
Joe Biden,"CHEERS to .@JoeBiden! The MAJOR outpouring of love and endorsements for him is truly beyond awesome and SO very well deserved, indeed!",1
Joe Biden,"Because of you and your poor performance, we are under reporting also. Thanks. #JoeBiden",1
Joe Biden,7/Here is Joe's plan to address unemployment & workers compensation during/as a result of #COVID19.,1
Joe Biden,"Welcome, @ericholder! This team keeps getting stronger and Im proud to be a part of it! #JoeBiden @JoeBiden",1
Joe Biden,What's Joe Biden saying on #RenewableEnergy? #Biden @TeamJoe #TeamJoeFellows Love to see (hopefully) constructive conversation. (FYI/#TwitterTips: Replies this level are diff. than replies within &amp; via clicking orig. tweet. below.),1
Joe Biden,Coming off an incredible weekend with the @JoeForIA field team. A couple things I took note of: 1. They have more grit than anyone I've ever worked with. 2. They are here for a fight--and they are here to win. 133 days to go. #IACaucus,1
Joe Biden,One more office opening to end the weekend! Thanks @DrBiden for coming help #Biden open up the new digs in Reno.,1
Joe Biden,".@bryanamcnamara knows how important it is that we elect @JoeBiden and restore the soul of this nation but like he said in New Hampton, we need you on our team. Sign up to be a precinct captain and help #JoeBiden win the #IACaucus on Feb. 3rd.",1
Joe Biden,Professors Fred and Sandy Lokken are phonebanking AND canvassing for #Biden because they know how important this election is. Join them by signing up,1
Joe Biden,I'm so proud to be on #Biden and leading CA #Vets4Biden. I'd love to have you on the team. Please join us at,1
Joe Biden,"Hi friends, tomorrow at 2pm, I'm leading a Grassroots Organizing Training. If you're available, please join us! We'll be discussing what we've been up to, and how you can get involved. Anyone on #JoeBiden is welcome.",1
Joe Biden,Excited to share that I was elected as @DemConvention delegate by @TXSD23Dems for @JoeBiden. Lets do this! #JoeBiden #outforjoe. The @texasdemocrats convention nominations report for delegates approved today! #tdp20,1
Joe Biden,Many other men showed up at the Kentucky State Capital Building dressed and armed like this one. Thank God there are more people who believe this isnt okay than think it is. #Betocrat #BetoForever #Biden,1
Joe Biden,"Are you actually trying, as president of the U.S., to start a war??!! #VoteBlueToSaveAmerica2020 #Biden",1
Joe Biden,"Had to have high, high hopes for a living, Didnt know how but I always had a feeling, I was gonna be that one in a million, Always had high, high hopes #TeamPete #BidenCoalition #JoeBiden",1
Joe Biden,Cloudy skies out here in Carson City but voters are PUMPED to talk about Joe Biden!,1
Joe Biden,"Today marks 11 years since my mom passed away from breast cancer. @JoeBiden has inspired me to turn tragedy into purpose. On the debate stage tonight, I know he will inspire our nation to overcome our challenges. #DemDebate #IACaucus #JoeBiden @JoeForIA @TeamJoe",1
Joe Biden,Thank you @MerrimackCoDems for a lovely day! One lucky person is going to get to go home with this awesome #joebiden signed shirt! Lets go joe!! #nhpolitics,1
Joe Biden,"Our campaign in Nevada has always been about meeting every single caucus-goer where they are and mobilizing a broad, diverse, coalition of Nevadans from all across the state who believe in @JoeBiden's vision for our country! #FITW",1
Joe Biden,"Giving a shout out today to my friend, #Biden super-volunteer, and blossoming #Latinx organizer in western #Iowa, Alma. Thank you to @TomPerez for meeting with her and other activists this week and to @LULAC and the @iowademocrats for their support of her efforts.",1
Joe Biden,I get it and so do other Americans! We all have things to overcome and he's overcome plenty in his life! #JoesGotMyVote #JoeBiden,1
Joe Biden,"This still gives me chills. Kamala has never stopped fighting for us, I trust in her vision and I know Joe is committed to fighting for us (and better yet - listening to us) #KHiveForBiden #UnitedForUS",1
Joe Biden,"I have forgiven the husband that beat me, the father who could live without me, and the church that never valued me. And some of y'all thought I'd refuse to allow @JoeBiden his humanness? Nope. #alwaysJoe",1
Joe Biden,"Our President Christian Omoruyi delivered special remarks on recent news events. We were glad to participate. Now more than ever, we need consummate leadership in the White House. #JoeBiden",1
Joe Biden,"#Biden is a racist, rapist and has dementia. He is NEVER getting Americas vote!",0
Joe Biden,There are a TON of these public affection videos. Whats he like in private? #Biden,0
Joe Biden,"Joe Biden posted an ad for his campaign thinly veiled as a Memorial Day tribute. So I posted a bunch of #JoeBiden videos in response. Now theres literally dozens of videos showing him groping women and young girls. I dont have the tech, but if you know do someone ...",0
Joe Biden,"How did the woman just stand there? Woman need to take action ASAP, otherwise we have crazy people coming out of the woodwork 40 yrs later. I would have taken that weapon off my neck and beat his a** with it. #JoeBiden",0
Joe Biden,"@JoeBiden &lt;&lt;&lt;&lt;""Not A Whisper"" ..............................WELL #JoeBiden THIS TENDS TO MAKE YOU LOOK LIKE THE LIAR YOU ARE!!!",0
Joe Biden,Glad at least someone can see creepy Joe the pedo for what he is. #creepyJoeThePedo,0
Joe Biden,Drop out. When you wear your mask you look like the crook you are. #CorruptBiden #EndTheShutdown #JoeBiden,0
Joe Biden,"Actually Joe Biden has had one hell of a long groping spree, some might think the fact that nobody has kicked his ass yet is an accomplishment.",0
Joe Biden,"Predators are always trying to find ways to separate kids from their parents, aren't they #CreepyJoe? #JoeBiden",0
Joe Biden,@HowardStern was talking on Wednesday how the Dems should elect #Biden because he only wants to be president for 4 years and he will not run again! #Foreshadowing much?!?!?,0
Joe Biden,"@DHSgov, Did you know that @JoeBiden is a Traitor? Did you know Joe Biden molests Children? #Biden touches women and children inappropriately.. but law enforcement ignores the actions of ... Joe Biden is a pervert. America knows. Do something.",0
Joe Biden,"hilarious considering how the 2016 polls were rigged, and we still won. Now they are in full panic mode. #Biden has zero chance to win.",0
Joe Biden,Biden confirms he'll sacrifice thousands of blue-collar jobs for greener economy if needed So says the Loser,0
Joe Biden,FBI seizes Senate Intel chairman Richard Burr's cellphone amid probe of coronavirus stock sales So I'm a Republican and I don't care for Burr.. but the FBI will investigate him but not #JoeBiden for sexual assault..please.,0
Joe Biden,Even this girl knows what a creep #JoeBiden is. Disgusting.and the MSM turns blind eye to a well documented history of Grooper Joe,0
Joe Biden,Youd think #JoeBiden could stop long enough to get through the 2020 elections but I guess pervs and gonna perv and no one cares.,0
Joe Biden,"#Biden needs to be honest with the American people. Obama is the only president since Herbert Hoover to never reach a 3% GDP. So Creepy Joe, stop trying to take credit for @POTUS booming economy.",0
Joe Biden,"Just registered as a republican, not like there is any other option #RapistJoeBiden #JoeBiden",0
Joe Biden,@ChrisCuomo so you said there's no proof that @JoeBiden is a pervert so either you're blind or complicit,0
Joe Biden,I don't know. I haven't heard what she has said. But I do know that #Biden has always been inappropriate with children and women.,0
Joe Biden,Lmfao @JoeBiden has Alzheimers and cant stop stuttering intelligible nonsense. Theyre both in #Illuminati. Their Illuminati friend @HillaryClinton is gonna steal the nomination at the last minute anyway. #Biden also likes to grope kids.,0
Joe Biden,"anyone surprised by any #Biden , lies hasnt paid any attention to himover is career",0
Joe Biden,#JoeBiden there is this inextricable tie... (around my neck? between my left hand and my right hand? between Democrats and Republicans? between the US and Israel?) aka you don't have to be a Jew to be a Zionist (it helps though):,0
Joe Biden,I wish we could have an emergency vote today & swear in Joe!,1
Joe Biden,"@JoeBiden Comment, plug head? You, your family, and your party are a joke. #QuidProQuoJoe",0
Joe Biden,Biden must have taken a hit from Hunter's personal stash of blow before this Tweet. #JoeBiden #OBAMAGATE,0
Joe Biden,Bidens brother hit with fraud accusationsused family connections to further business interests #HangEmHigh #LetEmFry,0
Joe Biden,"Biden-Burisma probe will get to the truth, Senate panel's GOP chairman says: 'I'm not Adam Schiff' #BidenHasDementia #BidenUkraine",0
Joe Biden,You do realize Joe Biden paid a BILLION $$$bribe to Ukraine using taxpayers money??? Investigate Joe Biden! Stop getting sidetracked by a phone call.,0
Joe Biden,"#JoeBiden #Biden #WhistleblowerComplaint Why a surprise, nothing new with moving transcript to top secret server.",0
Joe Biden,Im already #Biden but this makes me want to #demexit so you lose the Speakership. People are out of work. They are selling their school laptops to afford groceries. So out of touch smh.,0
Joe Biden,Im NOT voting for Biden. The only people who have the privilege of saying this are comfortable enough to withstand another 4-8years of neoliberal policy. Thats not me. Im voting my interests - just like you are.,0
Joe Biden,#Biden Biden is a Rapist. Bob you have been a disappointment to alot of us Pennsylvanians.,0
Joe Biden,"Voting for the guy who wrote the Crime bill and was against desegregation, because he didn't want his kids living in ""a racial jungle"" is really all you need to know about Biden not to mention NAFTA and the Iraq war. This guy is awful.",0
Joe Biden,It's just like you DemocRATS to be bullying a sexual assault victim. #Biden has no chance,0
Joe Biden,#Biden sings the Blues. #Bidens Latest Slip-Up: Telling Iowa Voters Poor Kids Are Just as Bright as #White Kids via @thedailybeast,0
Joe Biden,"Forgot to mention, I don't like Oreos. But it's funny that you mention them, because they're totally different on the inside than the outside. Got me thinking of #Biden the two faced lying pony soldier who looks decent from the outside but as we know, is lost on the inside!",0
