feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.08919684545459389,0.07070381939411163,0.9917 ± 0.0233,0.9915 ± 0.0221
D_ratio,0.2893084542648169,0.0,0.0035 ± 0.0163,0.0019 ± 0.0095
E_ratio,0.020282203958051147,0.00946823786944151,0.0034 ± 0.0154,0.0033 ± 0.0132
I_ratio,0.13977609256620496,0.0,0.0004 ± 0.0041,0.0 ± 0.0
N_ratio*,-0.5103148503009978,0.0,0.0009 ± 0.0055,0.0033 ± 0.0147
adj_ratio*,-0.07570401027983471,0.01947881281375885,0.0494 ± 0.0458,0.0607 ± 0.0478
adv_ratio*,-0.20220722836598287,0.01571032591164112,0.0221 ± 0.0326,0.0292 ± 0.0365
anger*,-0.2214667456815031,0.023537669330835342,0.0861 ± 0.169,0.1271 ± 0.2332
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-0.03563589691261245,0.02952577918767929,4.8337 ± 0.9626,4.6443 ± 0.8124
certainty_adjectives_count,0.11926798896749204,0.0,0.3316 ± 0.7387,0.2746 ± 0.5023
certainty_adverbs_count,-0.11939652543885601,0.0,0.114 ± 0.3644,0.1347 ± 0.3715
certainty_verbs_count,-0.03849495398334712,0.05273817107081413,0.3886 ± 0.7967,0.3212 ± 0.6538
disgust,-0.19478008243002995,0.0433686189353466,0.0065 ± 0.0416,0.0182 ± 0.098
doubt_adjectives_count,-0.053884132527272616,0.0,0.1192 ± 0.3405,0.1606 ± 0.4084
doubt_adverbs_count*,-0.4305145434455324,0.03613875061273575,0.1451 ± 0.4326,0.3679 ± 0.6804
doubt_verbs_count,0.20019289433405882,0.0,0.0207 ± 0.1428,0.0155 ± 0.124
fear,-0.14464650490537118,0.04358451068401337,0.2758 ± 0.3466,0.3401 ± 0.3807
function_word_ratio*,0.18594619697825815,0.02337254397571087,0.2635 ± 0.1452,0.3074 ± 0.1308
hapax_legomena,0.2326048539514098,0.03520894795656204,0.8134 ± 0.1473,0.8263 ± 0.1275
hedge_C_count,1.0792262049553636,0.016949987038969994,18.9378 ± 9.7466,20.1969 ± 9.1903
hedge_D_count,-0.14050955412688354,0.0,0.0518 ± 0.2222,0.0415 ± 0.1998
hedge_E_count,0.14025742365400906,0.0,0.0622 ± 0.2627,0.0725 ± 0.2794
hedge_I_count,0.13977609256620496,0.0,0.0104 ± 0.1015,0.0 ± 0.0
hedge_N_count,0.5240747900318293,0.0,0.0363 ± 0.2134,0.0881 ± 0.4051
hedges_score,0.01543864082067811,0.023087047040462494,0.1394 ± 0.3337,0.1698 ± 0.3583
joy*,0.1926223147093403,0.0573197677731514,0.2102 ± 0.2241,0.1112 ± 0.1993
noun_ratio*,0.05451398283748618,0.0368584468960762,0.4394 ± 0.1642,0.4052 ± 0.1433
pronoun_ratio,0.2809428727122396,0.032048098742961884,0.0277 ± 0.0457,0.0297 ± 0.0373
punctuation_density*,0.4280380286022801,0.02583850547671318,0.392 ± 0.177,0.3419 ± 0.1662
punctuation_usage,-0.05630136928187471,0.044703610241413116,0.0891 ± 0.0569,0.0851 ± 0.0591
readability_score,0.2160189199764142,0.011710223741829395,10.1659 ± 4.0722,9.5627 ± 3.99
sadness*,-0.5313896383750338,0.019213244318962097,0.0415 ± 0.0928,0.0821 ± 0.1702
sentence_count,0.3419566884003041,0.043413400650024414,1.829 ± 1.2652,1.8653 ± 1.0957
sentence_length_variation*,-0.23750495780343525,0.013371933251619339,2.0353 ± 3.1506,2.7655 ± 3.8857
sentiment_polarity*,0.23431011186079528,0.04083121940493584,0.1178 ± 0.2374,0.065 ± 0.2426
sentiment_subjectivity*,-0.1390113045986687,0.011639872565865517,0.2589 ± 0.3128,0.3226 ± 0.2965
std_word_length,-0.23580398647770334,0.029112573713064194,3.6904 ± 0.9137,3.5676 ± 0.8992
stopword_ratio*,-0.4533753263512369,0.023804305121302605,0.2104 ± 0.1278,0.2479 ± 0.1104
subordinate_clause_ratio,-0.06670658064699223,0.03627372160553932,0.0362 ± 0.0449,0.0434 ± 0.048
surprise,-0.1766529672235675,0.03468053415417671,0.1607 ± 0.1739,0.1437 ± 0.1934
type_token_ratio,-0.4679183554862581,0.04195538908243179,0.8922 ± 0.0893,0.9025 ± 0.0757
verb_ratio,0.28176969936884383,0.030622022226452827,0.1155 ± 0.0648,0.116 ± 0.0737
word_count,-1.0252330895724713,0.02372990921139717,24.6839 ± 11.4691,26.2383 ± 10.8774
