feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,-0.064099398792637,0.03426140919327736,0.9902 ± 0.0257,0.9902 ± 0.0248
D_ratio,0.09711450472202139,0.049579910933971405,0.003 ± 0.014,0.0022 ± 0.0107
E_ratio,0.07614730410975062,0.027053453028202057,0.0047 ± 0.018,0.0042 ± 0.0165
I_ratio,-0.23778957117798072,0.0,0.0001 ± 0.0021,0.0003 ± 0.0046
N_ratio,0.0009164035907967614,0.0067435624077916145,0.002 ± 0.0116,0.0031 ± 0.0144
adj_ratio,-0.010055606943596479,0.020032359287142754,0.0567 ± 0.0506,0.0584 ± 0.0494
adv_ratio*,-0.01803886992699356,0.01802673749625683,0.0221 ± 0.0333,0.0281 ± 0.0397
anger,0.0243669612346424,0.022310787811875343,0.1381 ± 0.218,0.1411 ± 0.2163
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-0.11049980526756369,0.024987241253256798,4.8504 ± 0.9411,4.7133 ± 0.8786
certainty_adjectives_count,0.1745363832570353,0.028755266219377518,0.2559 ± 0.5516,0.2309 ± 0.4747
certainty_adverbs_count,0.0920623884122454,0.01572747528553009,0.1161 ± 0.352,0.1253 ± 0.3618
certainty_verbs_count,0.06002801238322968,0.016487669199705124,0.2823 ± 0.6206,0.2916 ± 0.6001
disgust,0.10507539808105316,0.030258910730481148,0.0122 ± 0.0713,0.0106 ± 0.0624
doubt_adjectives_count,-0.039129078867452,0.01677943952381611,0.0989 ± 0.3075,0.1214 ± 0.3464
doubt_adverbs_count*,-0.2023861970754793,0.03292187303304672,0.1847 ± 0.4424,0.2982 ± 0.5845
doubt_verbs_count,-0.019968194156604703,0.0,0.0198 ± 0.1394,0.0185 ± 0.1347
fear*,-0.1641145431942555,0.029440902173519135,0.3199 ± 0.3571,0.3806 ± 0.3817
function_word_ratio*,-0.17213688426248172,0.025856513530015945,0.2582 ± 0.145,0.2895 ± 0.14
hapax_legomena,0.46707542926096657,0.026024844497442245,0.8272 ± 0.1302,0.8291 ± 0.132
hedge_C_count*,0.2870029377346339,0.029485728591680527,17.4261 ± 8.1294,18.9274 ± 8.7676
hedge_D_count,0.020249209909256684,0.0,0.0594 ± 0.2776,0.0449 ± 0.2071
hedge_E_count,0.07529064886598348,0.0,0.0792 ± 0.2981,0.0765 ± 0.2758
hedge_I_count,-0.286694837576689,0.0,0.0026 ± 0.0513,0.0092 ± 0.1405
hedge_N_count,-0.0244176318859704,0.03259429708123207,0.0475 ± 0.2678,0.0765 ± 0.3516
hedges_score,-0.08497265459035455,0.04039539396762848,0.1487 ± 0.3417,0.1607 ± 0.3534
joy*,0.09137761388162621,0.03359505534172058,0.1171 ± 0.1896,0.0826 ± 0.1674
noun_ratio*,0.07844900260629625,0.02261900156736374,0.4422 ± 0.1512,0.4125 ± 0.1474
pronoun_ratio,0.1375117356193261,0.02713431604206562,0.0274 ± 0.0441,0.0304 ± 0.0435
punctuation_density*,0.1394564722526407,0.02539251558482647,0.3963 ± 0.1905,0.3598 ± 0.1716
punctuation_usage,-0.00960599062001978,0.021142516285181046,0.0859 ± 0.059,0.0832 ± 0.0587
readability_score*,0.11592247145943978,0.026538150385022163,9.961 ± 4.4892,9.3862 ± 3.96
sadness,-0.08844317968511768,0.02651507593691349,0.0832 ± 0.1576,0.0949 ± 0.175
sentence_count*,-0.0555475835094891,0.026732098311185837,1.6781 ± 1.0593,1.8496 ± 1.2114
sentence_length_variation*,-0.04152183554688915,0.023405207321047783,1.8796 ± 2.9881,2.3611 ± 3.4104
sentiment_polarity,0.04816902193557471,0.030097078531980515,0.0617 ± 0.2316,0.0493 ± 0.2259
sentiment_subjectivity,-0.021028858478222123,0.02537337690591812,0.254 ± 0.3073,0.2818 ± 0.2997
std_word_length*,-0.04406987350042956,0.026405472308397293,3.7234 ± 1.0658,3.5614 ± 0.9037
stopword_ratio*,0.12717001438581502,0.02841702662408352,0.2079 ± 0.1264,0.2327 ± 0.1224
subordinate_clause_ratio*,-0.004094695239450153,0.03512353077530861,0.0367 ± 0.046,0.0428 ± 0.0474
surprise,-0.05177709526935257,0.021636756137013435,0.1218 ± 0.1606,0.1124 ± 0.1671
type_token_ratio,-0.6742817284168,0.02682863548398018,0.9 ± 0.0819,0.9019 ± 0.0821
verb_ratio*,-0.1346689081307919,0.020188234746456146,0.1062 ± 0.0706,0.1211 ± 0.0706
word_count*,-0.4636540567832622,0.02513214759528637,23.1913 ± 9.6856,25.0026 ± 11.6014
