feature,shap_importance,iteration,stance,model
sentence_count,0.9297519370908766,7,FAVOR,Logistic Regression
function_word_ratio,0.8463412353233389,7,FAVOR,Logistic Regression
noun_ratio,0.8154778356858599,7,FAVOR,Logistic Regression
type_token_ratio,0.7554403387375157,7,FAVOR,Logistic Regression
pronoun_ratio,0.7393561875173441,7,FAVOR,Logistic Regression
doubt_adverbs_count,0.7196722118280243,7,FAVOR,Logistic Regression
hapax_legomena,0.5817923434302783,7,FAVOR,Logistic Regression
certainty_verbs_count,0.5606642072215484,7,FAVOR,Logistic Regression
stopword_ratio,0.5315572150513945,7,FAVOR,Logistic Regression
anger,0.4692821099633887,7,FAVOR,Logistic Regression
certainty_adverbs_count,0.4286480606319538,7,FAVOR,Logistic Regression
sentiment_polarity,0.3351766452180427,7,FAVOR,Logistic Regression
hedge_E_count,0.32298426054874746,7,FAVOR,Logistic Regression
adj_ratio,0.303766685538984,7,FAVOR,Logistic Regression
fear,0.28107796845915645,7,FAVOR,Logistic Regression
word_count,0.2156274644612087,7,FAVOR,Logistic Regression
hedges_score,0.19948957489660182,7,FAVOR,Logistic Regression
sentence_length_variation,0.1947758957742485,7,FAVOR,Logistic Regression
joy,0.18155612700167956,7,FAVOR,Logistic Regression
readability_score,0.17091623270032197,7,FAVOR,Logistic Regression
punctuation_density,0.16835093870959653,7,FAVOR,Logistic Regression
sadness,0.15882295090086035,7,FAVOR,Logistic Regression
hedge_C_count,0.15154771255255864,7,FAVOR,Logistic Regression
std_word_length,0.13800099282438305,7,FAVOR,Logistic Regression
surprise,0.13659366475423287,7,FAVOR,Logistic Regression
doubt_adjectives_count,0.1215648424050414,7,FAVOR,Logistic Regression
verb_ratio,0.07301277345930622,7,FAVOR,Logistic Regression
avg_word_length,0.06421949650026337,7,FAVOR,Logistic Regression
subordinate_clause_ratio,0.06116923852925551,7,FAVOR,Logistic Regression
D_ratio,0.05445593901508069,7,FAVOR,Logistic Regression
hedge_D_count,0.05343822542575379,7,FAVOR,Logistic Regression
I_ratio,0.046721794512214504,7,FAVOR,Logistic Regression
hedge_I_count,0.04555956081788084,7,FAVOR,Logistic Regression
sentiment_subjectivity,0.036728700822665106,7,FAVOR,Logistic Regression
doubt_verbs_count,0.03010741756252263,7,FAVOR,Logistic Regression
punctuation_usage,0.029157096968338365,7,FAVOR,Logistic Regression
adv_ratio,0.023929433705158185,7,FAVOR,Logistic Regression
C_ratio,0.017588847896287632,7,FAVOR,Logistic Regression
certainty_adjectives_count,0.011821926328047048,7,FAVOR,Logistic Regression
N_ratio,0.008956198108804624,7,FAVOR,Logistic Regression
hedge_N_count,0.006686123447153063,7,FAVOR,Logistic Regression
disgust,0.0019458850596825773,7,FAVOR,Logistic Regression
E_ratio,0.0007168178059802365,7,FAVOR,Logistic Regression
avg_dependency_depth,0.0,7,FAVOR,Logistic Regression
