feature,shap_importance,iteration,stance,model
fear,0.9479197072063544,7,AGAINST,Logistic Regression
hedge_C_count,0.8879192392935892,7,AGAINST,Logistic Regression
readability_score,0.5690562016430993,7,AGAINST,Logistic Regression
avg_word_length,0.5686963495468769,7,AGAINST,Logistic Regression
punctuation_density,0.5388720454375738,7,AGAINST,Logistic Regression
anger,0.5275111848792393,7,AGAINST,Logistic Regression
noun_ratio,0.47826913672536026,7,AGAINST,Logistic Regression
verb_ratio,0.46014181408037463,7,AGAINST,Logistic Regression
adv_ratio,0.4326518393696134,7,AGAINST,Logistic Regression
hedges_score,0.365097820766708,7,AGAINST,Logistic Regression
function_word_ratio,0.34132215082544304,7,AGAINST,Logistic Regression
surprise,0.3312508660910754,7,AGAINST,Logistic Regression
hapax_legomena,0.2906030410893217,7,AGAINST,Logistic Regression
word_count,0.22279856033350884,7,AGAINST,Logistic Regression
adj_ratio,0.22183282590698858,7,AGAINST,Logistic Regression
certainty_verbs_count,0.2153614087497834,7,AGAINST,Logistic Regression
sentence_length_variation,0.20493120174730697,7,AGAINST,Logistic Regression
certainty_adverbs_count,0.1898330399530991,7,AGAINST,Logistic Regression
subordinate_clause_ratio,0.18544827794032048,7,AGAINST,Logistic Regression
pronoun_ratio,0.18190378234132515,7,AGAINST,Logistic Regression
stopword_ratio,0.1777027412287073,7,AGAINST,Logistic Regression
N_ratio,0.1732899986772909,7,AGAINST,Logistic Regression
std_word_length,0.17177549776448187,7,AGAINST,Logistic Regression
hedge_E_count,0.16883982181477108,7,AGAINST,Logistic Regression
E_ratio,0.14856560582865888,7,AGAINST,Logistic Regression
sentiment_polarity,0.13539750620829666,7,AGAINST,Logistic Regression
hedge_N_count,0.13271207986092892,7,AGAINST,Logistic Regression
joy,0.1228907100937203,7,AGAINST,Logistic Regression
hedge_D_count,0.12245336198741552,7,AGAINST,Logistic Regression
sentence_count,0.12058829302112103,7,AGAINST,Logistic Regression
punctuation_usage,0.11647735982668168,7,AGAINST,Logistic Regression
C_ratio,0.10578084133408294,7,AGAINST,Logistic Regression
doubt_adjectives_count,0.10336007583164997,7,AGAINST,Logistic Regression
certainty_adjectives_count,0.09476491758688897,7,AGAINST,Logistic Regression
doubt_adverbs_count,0.08614399080388019,7,AGAINST,Logistic Regression
D_ratio,0.07561985647629228,7,AGAINST,Logistic Regression
doubt_verbs_count,0.06586169512496438,7,AGAINST,Logistic Regression
disgust,0.04636406784917586,7,AGAINST,Logistic Regression
type_token_ratio,0.03854923334579331,7,AGAINST,Logistic Regression
sadness,0.030062443909576613,7,AGAINST,Logistic Regression
sentiment_subjectivity,0.016647295421355478,7,AGAINST,Logistic Regression
hedge_I_count,0.012339533500824956,7,AGAINST,Logistic Regression
I_ratio,0.007690020142445315,7,AGAINST,Logistic Regression
avg_dependency_depth,0.0,7,AGAINST,Logistic Regression
